team	team	teama	team	N;NOM;MASC;SG	N;NOM;NEUT;SG
med	zwischen	med	zwischen	ADP;INS	ADP
seznam	liste	seznam	lassen	N;NOM;MASC;SG	N;NOM;FEM;SG
seznam	aufstellung	seznam	aufstellingen	N;NOM;MASC;SG	N;NOM;FEM;SG
glej	sehen	gledati	sehen	V;IPFV;IMP;SG;2;FIN	V;NFIN
glej	siehe	gledati	sehen	V;IPFV;IMP;SG;2;FIN	V;IMP;SG;FIN
glej	ansehen	gledati	ansehen	V;IPFV;IMP;SG;2;FIN	V;NFIN
glej	beobachten	gledati	beobachten	V;IPFV;IMP;SG;2;FIN	V;NFIN
glej	ansehen	gledati	ansehen	V;IPFV;IMP;SG;2;FIN	V;NFIN
glej	anschauen	gledati	anschauen	V;IPFV;IMP;SG;2;FIN	V;NFIN
nova	neuer	nov	neu	ADJ;NOM;FEM;SG	ADJ
nova	neu	nov	neu	ADJ;NOM;FEM;SG	ADJ
nova	neues	nov	neu	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zunanje	externen	zunanji	extern	ADJ;NOM;FEM;PL	ADJ
pod	under	pod	under		
ima	verfügt	imeti	verfügen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
ima	hat	imeti	haben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
opombe	hinweise	opomba	hinweisen	N;NOM;FEM;PL	N;NOM;FEM;PL
pred	vor	pred	vor	ADP;INS	ADP
ime	name	ime	Name	N;NOM;NEUT;SG	N;NOM;SG
prvi	erste	prvi	erst	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
prvi	ersten	prvi	erst	ADJ;NOM;MASC;PL	ADJ;NOM;PL
proti	gegen	proti	gegen	ADP;DAT	ADP
vendar	aber	vendar	aber	CONJ	CONJ
polk	regiment	polk	regiment	N;NOM;MASC;SG	N;NOM;NEUT;SG
zelo	sehr	zelo	sehr	ADV	ADV
zelo	äußerst	zelo	äußerst	ADV	ADV
slovenski	slowenisch	slovenski	slowenisch	ADJ;NOM;DEF;MASC;SG	ADJ
delo	werk	delo	werk	N;NOM;NEUT;SG	N;NOM;NEUT;SG
delo	arbeit	delo	arbeit	N;NOM;NEUT;SG	N;NOM;FEM;SG
ker	weil	ker	weil	CONJ	CONJ
drugi	sonstiges	drug	sonstig	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
drugi	anderes	drug	ander	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
drugi	sonstiges	drug	sonstig	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
spada	gehört	spadati	gehören	V;IPFV;IND;SG;3;PRS;FIN	V;V.PTCP
spada	hingehört	spadati	hingehören|hinhören	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
druge	andere	drug	ander	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
druge	anderen	drug	ander	ADJ;NOM;FEM;PL	ADJ;NOM;PL
druge	sonstige	drug	sonstig	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
druge	andere	drug	ander	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
druge	anderen	drug	ander	ADJ;NOM;FEM;PL	ADJ;NOM;PL
druge	sonstige	drug	sonstig	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
vojne	krieg	vojna	kriegen	N;NOM;FEM;PL	N
vojne	krieg	vojna	kriegen	N;NOM;FEM;PL	N
število	anzahl	število	anzahl	N;NOM;NEUT;SG	N;SG
število	zahl	število	zahl	N;NOM;NEUT;SG	N;NOM;FEM;SG
okoli	um	okoli	um	ADP;GEN	ADP
zajema	umfasst	zajema	umfassen	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zajema	deckt	zajema	decken	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
kasneje	nachher	kasno	nachher	ADV;CMPR	ADV
dela	bauleistungen	delo	bauleistung	N;NOM;NEUT;PL	N;NOM;FEM;PL
dela	werke	delo	werk	N;NOM;NEUT;PL	N;NOM;NEUT;PL
bolj	mehr	bolj	mehr	ADV;CMPR	ADV
danes	heute	danes	heute	ADV	ADV
skupaj	insgesamt	skupaj	insgesamt	ADV	ADV
skupaj	zusammen	skupaj	zusammen	ADV	ADV
najbolj	meist	najbolj	meist	ADV;RL	ADV
poleg	neben	poleg	neben	ADP;GEN	ADP
stran	seite	stran	seit	N;NOM;FEM;SG	N
svetovno	weltweiter	svetoven	weltweit	ADJ;NOM;NEUT;SG	ADJ
svetovno	weltweit	svetoven	weltweit	ADJ;NOM;NEUT;SG	ADJ
svetovno	weltweit	svetoven	weltweit	ADJ;NOM;NEUT;SG	ADJ
svetovno	globalen	svetoven	global	ADJ;NOM;NEUT;SG	ADJ
svetovno	global	svetoven	global	ADJ;NOM;NEUT;SG	ADJ
svetovno	weltweit	svetoven	weltweit	ADJ;NOM;NEUT;SG	ADJ
glede	etwa	glede	etwa	ADV	ADV
leto	jahr	leto	Jahr	N;NOM;NEUT;SG	N;NOM;NEUT;SG
