informare	besprechung	informare	besprechung	N;INDF;FEM;SG	N;SG
populatii	populationen	populat	populationen	N;INDF;FEM;PL	N;NOM;FEM;PL
mandatul	beschluss	mandat	beschließen	N;DEF;MASC;SG	N
mandatul	auftrag	mandat	auftragen	N;DEF;MASC;SG	N;MASC;SG
cape	umhang	cape	umhang	N;INDF;MASC;SG	N
scandal	skandal	scandal	skandal	N;INDF;MASC;SG	N
mentiune	begriff	mentiune	begreifen	N;INDF;FEM;SG	N;MASC;SG
fals	falschen	fals	falsch	ADJ;INDF;MASC;SG	ADJ
fals	falsch	fals	falsch	ADJ;INDF;MASC;SG	ADJ
fals	falsches	fals	falsch	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
fals	fälschung	fals	fälschung	ADJ;INDF;MASC;SG	ADJ
ruta	strecke	ruta	strecken	N;DEF;FEM;SG	N;SG
ruta	strecke	ruta	strecken	N;DEF;FEM;SG	N;SG
liberi	frei	liber	frei	ADJ;INDF;MASC;PL	ADJ
liberi	kostenlose	liber	kostenlos	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;PL
liberi	kostenlos	liber	kostenlos	ADJ;INDF;MASC;PL	ADJ
liberi	freien	liber	frei	ADJ;INDF;MASC;PL	ADJ;NOM;PL
colaborator	beitrag	colaborator	beitregen	N;INDF;MASC;SG	N;SG
lunar	monatlich	lunar	monatlich	ADJ;INDF;MASC;SG	ADJ
lunar	monatlichen	lunar	monatlich	ADJ;INDF;MASC;SG	ADJ
depaseste	überschreitet	depasest	überschreiten	V;IND;SG;3;PRS;FIN	V;V.PTCP
depaseste	übersteigt	depasest	übersteigen	V;IND;SG;3;PRS;FIN	V;SG;3;FIN
suficienta	hinreichend	suficient	hinreichend	ADJ;DEF;FEM;SG	ADJ
suficienta	ausreichenden	suficient	ausreichend	ADJ;DEF;FEM;SG	ADJ
atelier	werkstatt	atelier	Werkstatt	N;INDF;MASC;SG	N;NOM;FEM;SG
tun	kanone	tun	kanone	N;INDF;MASC;SG	N;NOM;FEM;SG
cresc	anbauen	crește	anbauen	V;IND;PL;3;PRS;FIN	V;NFIN
cresc	wachsen	crește	wachsen	V;IND;PL;3;PRS;FIN	V;NFIN
