暴君	ظالم	暴君	ظالم	N	N;NOM;MASC;SG;3
縮合	خلاصہ	縮合	خلاصہ	N	N;NOM;MASC;SG;3
錠剤	گولی	錠剤	گولی	N	N;NOM;FEM;SG;3
格付	قسم	格付	قسم	N	N;NOM;MASC;SG;3
格付	سرزنش	格付	سرزنش	N	N;NOM;MASC;SG;3
ゴージャス	شاندار	ゴージャス	شاندار	ADJ	ADJ
マグネット	مقناطیس	マグネット	مقناطیس	N	N;NOM;MASC;SG;3
ジャンボリー	جشن	ジャンボリー	جشن	N	N;NOM;MASC;SG;3
大騒ぎ	ہلچل	大騒ぎ	ہلچل	V	V;ACT
恥辱	شے	恥辱	شے	N	N;NOM;FEM;SG;3
恥辱	شے	恥辱	شے	N	N;NOM;FEM;SG;3
恥辱	خواری	恥辱	خواری	N	N;NOM;MASC;SG;3
試す	آزمانا.	試す	آزمانا.	V	V;PL;FIN;ACT
レンダリング	استرکاری	レンダリング	استرکاری	N	N;NOM;MASC;SG;3
レンダリング	اطاعت	レンダリング	اطاعت	N	N;NOM;FEM;SG;3
塩水	شور	塩水	شور	N	N;NOM;MASC;SG;3
掘る	چُبھونے	掘る	چُبھونے	V	V;NFIN
掘る	سمجھنا	掘る	سمجھ	V	V;MASC;SG;NFIN;ACT
掘る	چُبھونے	掘る	چُبھونے	V	V;NFIN
掘る	کھودنا	掘る	کھود	V	V;SG;NFIN;ACT
掘る	سمجھنا	掘る	سمجھ	V	V;MASC;SG;NFIN;ACT
中生代	پرندوں	中生代	پرند	N	N;ACC;MASC;PL;3
スライス	روٹی	スライス	روٹی	N	N;NOM;FEM;SG;3
難点	نقص	難点	نقص	N	N;NOM;MASC;SG;3
ファンシー	شوق	ファンシー	شوق	N	N;NOM;MASC;SG;3
ファンシー	اختراع	ファンシー	اختراع	N	N;NOM;MASC;SG;3
空腹	بنجر	空腹	بنجر	N	N;NOM;MASC;SG;3
空腹	حریص	空腹	حریص	N	N;NOM;MASC;SG;3
空腹	بھوک	空腹	بھوک	N	N;NOM;MASC;SG;3
不公平	غیرمنصفانہ.	不公平	غیرمنصفانہ.	ADJ	ADJ
同	مترادف	同	مترادف	ADJ	ADJ
勤勉	جفاکش.	勤勉	جفاکش	N	N;NOM;MASC;SG;3
傷跡	خراش	傷跡	خراش	N	N;NOM;MASC;SG;3
傷跡	دھاری	傷跡	دھاری	N	N;NOM;FEM;SG;3
傷跡	داغ	傷跡	داغ	N	N;NOM;MASC;SG;3
傷跡	خراش	傷跡	خراش	N	N;NOM;MASC;SG;3
傷跡	دھاری	傷跡	دھاری	N	N;NOM;FEM;SG;3
ケチ	بخیل	ケチ	بخیل		
疼痛	کرب	疼痛	کرب		
水平線	تجربے	水平線	تجربہ	N	N;NOM;MASC;SG;3
スラスター	دافع	スラスター	دافع	N	N;NOM;MASC;SG;3
抱擁	اپنانا	抱擁	اپنانا	V	V;MASC;SG;NFIN;ACT
抱擁	پکڑنا	抱擁	پکڑ	V	V;MASC;SG;NFIN;ACT
摩耗	رگڑجانا.	摩耗	رگڑجاناؤ	N	N;NOM;MASC;SG;3
摩耗	رگڑجانا.	摩耗	رگڑجاناؤ	N	N;NOM;MASC;SG;3
品物	شے	品物	شے	N	N;NOM;FEM;SG;3
スプリット	انشقاق.	スプリット	انشقاق.	N	N;NOM;MASC;SG;3
無音	معلومات	無音	معلومات	N	N;NOM;MASC;PL;3
無音	معلومات	無音	معلومات	N	N;NOM;MASC;PL;3
無音	رازداری	無音	رازداری	N	N;NOM;MASC;SG;3
無音	رازداری	無音	رازداری	N	N;NOM;MASC;SG;3
無音	خاموشی	無音	خاموشی	N	N;NOM;MASC;SG;3
スウィング	لچک	スウィング	لچک	N	N;NOM;MASC;SG;3
バケーション	تعطیلات	バケーション	تعطیل	N	N;NOM;MASC;PL;3
盗作	خیال	盗作	خیال	N	N;NOM;MASC;SG;3
恭順	لحاظ	恭順	لحاظ	N	N;NOM;MASC;SG;3
サージ	جذبہ	サージ	جذبہ	N	N;NOM;MASC;SG;3
グレープ	چکوترا.	グレープ	چکوترا.	N	N;NOM;MASC;SG;3
絞首刑	معلق	絞首刑	معلق	N	N;NOM;MASC;SG;3
引っ張る	پٹانا	引っ張る	پٹانا	V	V;MASC;SG;V.PTCP;ACT
引っ張る	روکنے	引っ張る	روک	V	V;ACC;NFIN
引っ張る	چلنا	引っ張る	چل	V	V;MASC;SG;NFIN;ACT
対角線	وتر	対角線	وتر	N	N;NOM;FEM;SG;3
暗記	یادکرنا	暗記	یادکرنا	V	V;SG;NFIN;ACT
醜い	بیہودہ	醜い	بیہودہ	ADJ	ADJ
醜い	خطرناک	醜い	خطرناک	ADJ	ADJ
醜い	خوفناک	醜い	خوفناک	ADJ	ADJ
