més	更	més	更	ADV	ADV
bar	酒吧	bar	酒吧	N;MASC;SG	N
text	文字	text	文字	N;MASC;SG	N
text	案文	text	案文	N;MASC;SG	N
també	還	també	還	ADV	ADV
també	也	també	也	ADV	ADV
anys	歲	any	歲	N;MASC;PL	N
anys	年份	any	年份	N;MASC;PL	N
any	年度	any	年度	N;MASC;SG	N
any	年份	any	年份	N;MASC;SG	N
any	年	any	年	N;MASC;SG	N
població	人口	població	人口	N;FEM;SG	N
aquest	這	aquest	這	DET;MASC;SG	DET
després	後	després	後	ADV	ADV
aquesta	這	aquest	這	DET;FEM;SG	DET
estats	國家	estat	國家	N;MASC;PL	N
persones	人	persona	人	N;FEM;PL	N
persones	人們	persona	人	N;FEM;PL	N;PL
persones	人民	persona	人民	N;FEM;PL	N
gran	偉大	gran	偉大	ADJ;SG	ADJ
dos	兩	dos	兩	NUM;MASC;PL	NUM
dos	兩	dos	兩	NUM;MASC;PL	NUM
dos	二	dos	二	NUM;MASC;PL	NUM
família	家人	família	家人	N;FEM;SG	N
família	家屬	família	家屬	N;FEM;SG	N
família	家庭	família	家庭	N;FEM;SG	N
ciutat	城市	ciutat	城市	N;FEM;SG	N
ciutat	市	ciutat	市	N;FEM;SG	N
ciutat	城	ciutat	城	N;FEM;SG	N
habitatges	房屋	habitatge	房屋	N;MASC;PL	N
habitatges	房子	habitatge	房子	N;MASC;PL	N
molt	非常	molt	非常	ADV	ADV
nord	北方	nord	北方	N;MASC;SG	N
nord	北	nord	北	N;MASC;SG	N
nord	北部	nord	北部	N;MASC;SG	N
dones	婦女	dona	婦女	N;FEM;PL	N
dones	女性	dona	女性	N;FEM;PL	N
segle	世紀	segle	世紀	N;MASC;SG	N
tres	三	tres	三	NUM;PL	NUM
tres	三	tres	三	NUM;PL	NUM
sud	南	sud	南	N;MASC;SG	N
sud	南部	sud	南部	N;MASC;SG	N
lloc	地方	lloc	地方	N;MASC;SG	N
lloc	地點	lloc	地點	N;MASC;SG	N
nova	新	nou	新	ADJ;FEM;SG	ADJ
homes	男性	home	男性	N;MASC;PL	N
homes	男人	home	男人	N;MASC;PL	N
homes	男子	home	男子	N;MASC;PL	N
dues	兩	dos	兩	NUM;FEM;PL	NUM
dues	兩	dos	兩	NUM;FEM;PL	NUM
dues	二	dos	二	NUM;FEM;PL	NUM
això	這	això	這	PRO;SG	PRO
municipi	市	municipi	市	N;MASC;SG	N
encara	仍然	encara	仍然	ADV	ADV
encara	依然	encara	依然	ADV	ADV
dades	資料	dada	資料	N;FEM;PL	N
només	只	només	只	ADV	ADV
només	只	només	只	ADV	ADV
