ابس	swak	ابس	swak		
ابلا	swak	ابلا	swak		
ابلا	delicate	ابلا	delicate		
اُبنہ	sodomie	اُبنہ	sodomie		
ابواب	belastings	ابواب	belasting	N;NOM;MASC;PL;3	N;PL
ابواب	deure	ابواب	deur	N;NOM;MASC;PL;3	N;PL
اُبھارنا	lig	اُبھارنا	lig	V;NFIN;ACT	V;PRS
ابھک	much	ابھک	much		
اپت	disgrace	اپت	disgrace		
اُپٹنا	oorloop	اُپٹ	oorloop	V;SG;NFIN;ACT	V;PRS
اُپج	produce	اُپج	produc		
اپیل	appèl	اپیل	appèl	N;NOM;MASC;SG;3	N;SG
اُتارنا	vertoon	اُتار	vertoon	V;NFIN;ACT	V;PRS
اُتارنا	onthul	اُتار	onthul	V;NFIN;ACT	V;PRS
اُتارنا	ontlaai	اُتار	ontlaai	V;NFIN;ACT	V;PRS
اُتارنا	kopieer	اُتار	kopieer	V;NFIN;ACT	V;PRS
اُتارنا	vertoon	اُتار	vertoon	V;NFIN;ACT	V;PRS
اُتارنا	onthul	اُتار	onthul	V;NFIN;ACT	V;PRS
اُتارنا	ontlaai	اُتار	ontlaai	V;NFIN;ACT	V;PRS
اُتارنا	kopieer	اُتار	kopieer	V;NFIN;ACT	V;PRS
اُتارنا	laer	اُتار	laag	V;NFIN;ACT	V;PRS
اُتارنا	verlaag	اُتار	verlaag	V;NFIN;ACT	V;PRS
اُترنا	verminder	اُتر	verminder	V;MASC;SG;ACT	V;PRS
اُترنا	weier	اُتر	weier	V;MASC;SG;ACT	V;PRS
اُتسَو	ecstasy	اُتسَو	ecstasy		
اِتّفاقی	informele	اِتّفاقی	informeel	ADJ;NOM	ADJ;NOM
اِتّفاقی	gemaklike	اِتّفاقی	maklik	ADJ;NOM	ADJ;NOM
اُتھلنا	herfs	اُتھلنا	herfs	V;SG;NFIN;ACT	V;PRS
اُتھلنا	val	اُتھلنا	val	V;SG;NFIN;ACT	V;PRS
اٹکل	vermoede	اٹک	vermoede		
اٹکلنا	raai	اٹکل	raai	V;NFIN;ACT	V;PRS
اٹکنا	ophou	اٹک	ophou	V;NFIN;ACT	V;PRS
اٹم	hopie	اٹم	hopie		
اُٹھا	toeneem	اُٹھ	toeneem	V;PFV;MASC;SG;V.PTCP;ACT	V;PRS
اُٹھانا	lig	اُٹھا	lig	V;MASC;SG;NFIN;ACT	V;PRS
اُٹھانا	steel	اُٹھا	steel	V;MASC;SG;NFIN;ACT	V;PRS
