for	untuk	for	untuk	ADP	ADP
har	punya	have	punya	V;IND;PRS;FIN;ACT	V;SG;ACT
har	memiliki	have	menmiliki	V;IND;PRS;FIN;ACT	V;SG;ACT
har	memiliki	have	menmiliki	V;IND;PRS;FIN;ACT	V;SG;ACT
har	miliki	have	miliki	V;IND;PRS;FIN;ACT	V;SG;ACT
ved	ketahuilah	vide	ketahui	V;IND;PRS;FIN;ACT	V;SG;ACT
ved	kenali	vide	kenali	V;IND;PRS;FIN;ACT	V;SG;ACT
ved	ketahui	vide	ketahui	V;IND;PRS;FIN;ACT	V;SG;ACT
ved	tahu	vide	tahu	V;IND;PRS;FIN;ACT	V;SG
ved	kenal	vide	kenal	V;IND;PRS;FIN;ACT	V;SG;ACT
også	juga	også	juga	ADV	ADV
også	terlalu	også	terlalu	ADV	ADV
hvor	dimana	hvor	dimana	ADV	ADV
mod	keberanian	mod	keberanian	N;INDF;NEUT;SG	N;SG
fik	punya	få	punya	V;IND;PST;FIN;ACT	V;SG;ACT
del	bagian	del	bagian	N;INDF;MASC+FEM;SG	N;SG
født	lahir	føde	lahir	V;INDF;SG;PST;V.PTCP	V;SG;ACT
født	terlahir	føde	terlahir	V;INDF;SG;PST;V.PTCP	V;SG;PASS
født	dilahirkan	føde	dilahirkan	V;INDF;SG;PST;V.PTCP	V;SG;PASS
mellem	antara	mellem	antara	ADP	ADP
mellem	diantara	mellem	diantara	ADP	ADP
team	tim	team	tim	N;INDF;NEUT;SG	N;SG
senere	kemudian	senere	kemudian	ADV;CMPR	ADV
kun	saja	kun	saja	ADV	ADV
kun	hanya	kun	hanya	ADV	ADV
tidligere	sebelumnya	tidligere	sebelumnya	ADV;CMPR	ADV
tidligere	sebelumnya	tidligere	sebelumnya	ADV;CMPR	ADV
have	memiliki	have	menmiliki	V;NFIN;ACT	V;SG;ACT
have	miliki	have	miliki	V;NFIN;ACT	V;SG;ACT
mere	lebih	mere	lebih	ADV;CMPR	ADV
mere	lagi	mere	lagi	ADV;CMPR	ADV
end	daripada	end	daripada	ADP	ADP
vil	ingin	ville	ingin	V;IND;PRS;FIN;ACT	V;SG;ACT
vil	inginkan	ville	inginkan	V;IND;PRS;FIN;ACT	V;SG;ACT
ham	nya	han	nya	PRO;ACC;MASC+FEM;SG;3	PRO
kom	datang	komme	datang	V;IND;PST;FIN;ACT	V;SG;ACT
tre	tiga	tre	tiga	NUM	NUM
byen	kotamadya	by	kotamadya	N;DEF;MASC+FEM;SG	N;SG
byen	kota	by	kota	N;DEF;MASC+FEM;SG	N;SG
byen	kota	by	kota	N;DEF;MASC+FEM;SG	N;SG
mens	sementara	mens	sementara	CONJ	CONJ
dag	siang	dag	siang	N;INDF;MASC+FEM;SG	N;SG
dag	hari	dag	hari	N;INDF;MASC+FEM;SG	N;SG
kommune	komune	kommune	komune	N;INDF;MASC+FEM;SG	N
kommune	kotamadya	kommune	kotamadya	N;INDF;MASC+FEM;SG	N;SG
kommune	munisipalitas	kommune	munisipalitas	N;INDF;MASC+FEM;SG	N
død	kematian	død	kematian	N;INDF;MASC+FEM;SG	N;SG
dem	mereka	de	mereka	PRO;ACC;PL;3	PRO;PL;3
findes	ada	findes	ada	V;IND;PRS;FIN;ACT	V;SG
august	agustus	august	agustus	N;INDF;MASC+FEM;SG	N;SG
