met	със	met	със	ADP	ADP
was	бе	is	съм	V;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
was	бяха	is	съм	V;PST;FIN	V;IPFV;IND;PL;3;PST;FIN;ACT
vir	за	vir	за	ADP	ADP
ook	също	ook	също	ADV	ADV
dat	че	dat	че	CONJ	CONJ
jaar	година	jaar	година	N;SG	N;INDF;FEM;SG
jaar	годината	jaar	година	N;SG	N;DEF;FEM;SG
eerste	първи	eerste	първи	ADJ;NOM	ADJ;INDF;MASC;SG
maar	но	maar	но	CONJ	CONJ
soos	като	soos	като	CONJ	CONJ
oor	относно	oor	относно	ADP	ADP
een	една	een	един	NUM	NUM;INDF;FEM;SG
een	един	een	един	NUM	NUM;INDF;MASC;SG
een	едно	een	един	NUM	NUM;INDF;NEUT;SG
gebruik	използвайте	gebruik	използвам	V;PRS	V;IPFV;IMP;PL;2;FIN
twee	двама	twee	двама	NUM	NUM;INDF;PL
twee	две	twee	два	NUM	NUM;INDF;FEM;PL
tussen	между	tussen	между	ADP	ADP
gemeente	паството	gemeent	паство	N;SG	N;DEF;NEUT;SG
gemeente	събор	gemeent	събор	N;SG	N;INDF;MASC;SG
gemeente	сглобяване	gemeent	сглобяване	N;SG	N;INDF;NEUT;SG
gemeente	събрание	gemeent	събрание	N;SG	N;INDF;NEUT;SG
begin	започнете	begin	започна	V;PRS	V;PFV;IMP;PL;2;FIN
haar	нея	haar	аз	PRO;ACC;SG;3	PRO;ACC;FEM;SG;3
sien	виждайки	sien	виждам-(се)	V;PRS	V;IPFV;IMP;SG;2;FIN
sien	вижте	sien	видя-(се)	V;PRS	V;PFV;IMP;PL;2;FIN
sien	виж	sien	видя-(се)	V;PRS	V;PFV;IMP;SG;2;FIN
nuwe	нов	nuut	нов	ADJ;NOM	ADJ;INDF;MASC;SG
nuwe	нови	nuut	нов	ADJ;NOM	ADJ;INDF;PL
nuwe	нова	nuut	нов	ADJ;NOM	ADJ;INDF;FEM;SG
voor	преди	voor	преди	ADP	ADP
stad	град	stad	град	N;SG	N;INDF;MASC;SG
stad	градът	stad	град	N;SG	N;DEF;MASC;SG
stad	сити	stad	сит	N;SG	N;INDF;MASC;SG
land	държава	land	държава	N;SG	N;INDF;FEM;SG
land	страна	land	страна	N;SG	N;INDF;FEM;SG
skakels	връзки	skakel	връзка	N;PL	N;INDF;FEM;PL
nog	повече	nog	повече	ADV	ADV;INDF;PL
nog	още	nog	още	ADV	ADV
net	само	net	само	ADV	ADV
net	единствено	net	единствено	ADV	ADV
net	просто	net	просто	ADV	ADV
net	само	net	само	ADV	ADV
