din	od	din	od	ADP;ACC	ADP
mai	bardziej	mai	bardzo	ADV	ADV;CMPR
mai	więcej	mai	dużo	ADV	ADV;CMPR
pentru	dla	pentru	dla	ADP;ACC	ADP
sit	witryna	sit	witryna	N;INDF;MASC;SG	N;NOM;FEM;SG
sit	strona	sit	strona	N;INDF;MASC;SG	N;NOM;FEM;SG
lea	lea	lea	lek		
prin	przez	prin	przez	ADP;ACC	ADP
mare	świetne	mare	świetny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mare	duża	mare	duży	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
mare	duże	mare	duży	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mare	wielka	mare	wielki	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
mare	duży	mare	duży	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
mare	wielki	mare	wielki	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
are	posiada	avea	posiadać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
are	ma	avea	mieć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
locuitori	mieszkańców	locuitor	mieszkaniec	N;INDF;MASC;PL	N;ACC;MASC;PL
locuitori	mieszkańcy	locuitor	mieszkaniec	N;INDF;MASC;PL	N;NOM;MASC;PL
locuitori	rezydentów	locuitor	rezydent	N;INDF;MASC;PL	N;ACC;MASC;PL
locuitori	mieszkańców	locuitor	mieszkaniec	N;INDF;MASC;PL	N;ACC;MASC;PL
locuitori	mieszkańcy	locuitor	mieszkaniec	N;INDF;MASC;PL	N;NOM;MASC;PL
legături	linków	legătură	link	N;INDF;FEM;PL	N;GEN;MASC;PL
legături	linki	legătură	linka	N;INDF;FEM;PL	N;NOM;FEM;PL
legături	odnośniki	legătură	odnośnik	N;INDF;FEM;PL	N;ACC;MASC;PL
legături	połączenia	legătură	połączenie	N;INDF;FEM;PL	N;NOM;NEUT;PL
dar	ale	dar	ale	CONJ;POS	CONJ
cod	code	cod	cod		
cod	dorsza	cod	dorszać		
cod	cod	cod	cod		
nume	nazwisko	nume	nazwisko	N;INDF	N;NOM;NEUT;SG
nume	imię	nume	imię	N;INDF	N;NOM;NEUT;SG
nume	nazwa	nume	nazwa	N;INDF	N;NOM;FEM;SG
ani	lat	an	rok	N;INDF;MASC;PL	N;GEN;MASC;PL
ani	lata	an	rok	N;INDF;MASC;PL	N;NOM;MASC;PL
între	między	între	między	ADP;ACC	ADP
două	dwie	doi	dwa	NUM;FEM;PL	NUM;ACC;FEM;PL
două	dwóch	doi	dwa	NUM;FEM;PL	NUM;ACC;MASC;PL
două	dwa	doi	dwa	NUM;FEM;PL	NUM;ACC;MASC;PL
rege	króla	rege	król	N;INDF;MASC;SG	N;ACC;MASC;SG
rege	król	rege	król	N;INDF;MASC;SG	N;NOM;MASC;SG
sub	pod	sub	pod	ADP;ACC	ADP
timp	czasu	timp	czas	N;INDF;MASC;SG	N;GEN;MASC;SG
timp	czas	timp	czas	N;INDF;MASC;SG	N;NOM;MASC;SG
iunie	czerwca	iunie	czerwiec	N;INDF;MASC;SG	N;GEN;MASC;SG
octombrie	październik	octombrie	październik	N;INDF;MASC;SG	N;NOM;MASC;SG
octombrie	października	octombrie	październik	N;INDF;MASC;SG	N;GEN;MASC;SG
august	sierpnia	august	sierpień	N;INDF;MASC;SG	N;GEN;MASC;SG
august	august	august	august	N;INDF;MASC;SG	N;NOM;MASC;SG
sat	wiosce	sat	wioska	N;INDF;MASC;SG	N;DAT;FEM;SG
sat	wioska	sat	wioska	N;INDF;MASC;SG	N;NOM;FEM;SG
sat	village	sat	village	N;INDF;MASC;SG	N;NOM;MASC;SG
sat	wioski	sat	wioska	N;INDF;MASC;SG	N;ACC;FEM;SG
sat	wieś	sat	wieś	N;INDF;MASC;SG	N;NOM;FEM;SG
martie	marsz	martie	marsz	N;INDF;MASC;SG	N;NOM;MASC;SG
fișier	plik	fișier	plik	N;INDF;MASC;SG	N;ACC;MASC;SG
fișier	pliku	fișier	plik	N;INDF;MASC;SG	N;GEN;MASC;SG
decembrie	grudzień	decembrie	grudzienie	N;INDF;MASC;SG	N;NOM;MASC;SG
decembrie	grudniu	decembrie	grudzień	N;INDF;MASC;SG	N;GEN;MASC;SG
ianuarie	stycznia	ianuarie	styczeń	N;INDF;MASC;SG	N;GEN;MASC;SG
ianuarie	styczniu	ianuarie	styczeń	N;INDF;MASC;SG	N;GEN;MASC;SG
noiembrie	listopada	noiembrie	listopada	N;INDF;MASC;SG	N;GEN;MASC;SG
noiembrie	listopadzie	noiembrie	listopad	N;INDF;MASC;SG	N;ACC;MASC;SG
avut	mial	avea	mial	V;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
avut	miał	avea	mieć	V;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
avut	miała	avea	mieć	V;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
avut	miał	avea	mieć	V;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nord	północ	nord	północ	N;INDF;MASC;SG	N;NOM;FEM;SG
sud	południe	sud	południe	N;INDF;MASC;SG	N;NOM;NEUT;SG
aprilie	kwiecień	aprilie	kwiecienie	N;INDF;MASC;SG	N;NOM;NEUT;SG
loc	miejsce	loc	miejsce	N;INDF;MASC;SG	N;NOM;NEUT;SG
trei	trzy	trei	trzy	NUM;PL	NUM;ACC;MASC;PL
mult	dużo	mult	dużo	ADV	ADV
fără	bez	fără	bez	ADP;ACC	ADP
foarte	bardzo	foarte	bardzo	ADV	ADV
departament	wydział	departament	wydział	N;INDF;MASC;SG	N;NOM;MASC;SG
departament	departament	departament	departament	N;INDF;MASC;SG	N;NOM;MASC;SG
departament	dział	departament	dziać	N;INDF;MASC;SG	N;NOM;MASC;SG
apoi	wtedy	apoi	wtedy	ADV	ADV
grup	grupie	grup	grupa	N;INDF;MASC;SG	N;DAT;FEM;SG
grup	grupy	grup	grupa	N;INDF;MASC;SG	N;ACC;FEM;SG
grup	grupa	grup	grupa	N;INDF;MASC;SG	N;NOM;FEM;SG
oraș	miasta	oraș	miasto	N;INDF;MASC;SG	N;GEN;NEUT;SG
oraș	miejscowość	oraș	miejscowość	N;INDF;MASC;SG	N;NOM;FEM;SG
oraș	miasto	oraș	miasto	N;INDF;MASC;SG	N;NOM;NEUT;SG
oraș	miejscowość	oraș	miejscowość	N;INDF;MASC;SG	N;NOM;FEM;SG
oraș	miasta	oraș	miasto	N;INDF;MASC;SG	N;GEN;NEUT;SG
oraș	miasto	oraș	miasto	N;INDF;MASC;SG	N;NOM;NEUT;SG
pot	można	putea	można	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
camp	obozu	camp	obóz	N;INDF;MASC;SG	N;GEN;MASC;SG
camp	obóz	camp	obóz	N;INDF;MASC;SG	N;NOM;MASC;SG
național	krajowa	național	krajowy	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
național	krajowe	național	krajowy	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
național	national	național	national	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
național	narodowy	național	narodowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
național	krajowy	național	krajowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
note	noty	notă	not	N;INDF;FEM;PL	N;NOM;MASC;PL
note	notatek	notă	notatka	N;INDF;FEM;PL	N;GEN;FEM;PL
note	notatki	notă	notatek	N;INDF;FEM;PL	N;NOM;MASC;PL
general	ogólny	general	ogólny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
general	ogólna	general	ogólny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
general	ogólne	general	ogólny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
război	wojnę	război	wojna	N;INDF;MASC;SG	N;ACC;FEM;SG
război	wojna	război	wojna	N;INDF;MASC;SG	N;NOM;FEM;SG
război	wojny	război	wojna	N;INDF;MASC;SG	N;GEN;FEM;SG
început	początku	început	początek	N;INDF;MASC;SG	N;GEN;MASC;SG
început	początek	început	początek	N;INDF;MASC;SG	N;NOM;MASC;SG
român	rumuński	român	rumuński	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
punct	kropka	punct	kropka	N;INDF;MASC;SG	N;NOM;FEM;SG
punct	punkt	punct	punkt	N;INDF;MASC;SG	N;NOM;MASC;SG
stat	stan	stat	stan	N;INDF;MASC;SG	N;NOM;MASC;SG
stat	państwo	stat	państwo	N;INDF;MASC;SG	N;NOM;NEUT;SG
unite	zjednoczeni	unit	zjednoczyć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
unite	zjednoczonych	unit	zjednoczyć	ADJ;INDF;FEM;PL	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
atunci	wtedy	atunci	wtedy	ADV	ADV
life	life	life	lifa		
film	filmu	film	film	N;INDF;MASC;SG	N;GEN;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;ACC;MASC;SG
film	folia	film	folia	N;INDF;MASC;SG	N;NOM;FEM;SG
film	film	film	film	N;INDF;MASC;SG	N;ACC;MASC;SG
vorbitori	głośniki	vorbitor	głośnik	N;INDF;MASC;PL	N;NOM;MASC;PL
date	terminy	dată	termin	N;INDF;FEM;PL	N;NOM;MASC;PL
date	dane	dată	dana	N;INDF;FEM;PL	N;NOM;FEM;PL
trebuie	musi	trebui	musieć	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trebuie	muszą	trebui	musieć	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
decât	niż	decât	niż	ADV	ADV
aici	tutaj	aici	tutaj	ADV	ADV
zile	dni	zi	dzień	N;INDF;FEM;PL	N;ACC;MASC;PL
club	klub	club	klub	N;INDF;MASC;SG	N;NOM;MASC;SG
club	klubie	club	klub	N;INDF;MASC;SG	N;DAT;MASC;SG
componente	podzespoły	componentă	podzespoły	N;INDF;FEM;PL	N;NOM;MASC;PL
componente	komponenty	componentă	komponent	N;INDF;FEM;PL	N;NOM;MASC;PL
est	wschód	est	wschód	N;INDF;MASC;SG	N;NOM;MASC;SG
nou	nowe	nou	nowy	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
nou	nowy	nou	nowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
având	mając	avea	mieć	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
isbn	isbn	isbn	isbny		
doi	dwie	doi	dwa	NUM;MASC;PL	NUM;ACC;FEM;PL
doi	dwóch	doi	dwa	NUM;MASC;PL	NUM;ACC;MASC;PL
doi	dwa	doi	dwa	NUM;MASC;PL	NUM;ACC;MASC;PL
membru	członka	membru	członek	N;INDF;MASC;SG	N;ACC;MASC;SG
membru	członkiem	membru	członek	N;INDF;MASC;SG	N;INS;MASC;SG
membru	członek	membru	członek	N;INDF;MASC;SG	N;NOM;MASC;SG
numit	nazwany	numit	nazwać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
numit	nazwane	numit	nazwać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
numit	zwane	numit	zwać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
numit	zwana	numit	zwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
numit	nazywany	numit	nazywać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
oficial	oficjalne	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
oficial	oficjalna	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
oficial	urzędowym	oficial	urzędowy	ADJ;INDF;MASC;SG	ADJ;INS;MASC;SG
oficial	oficjalny	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
împotriva	przeciwko	împotriva	przeciwko	ADP;GEN	ADP
împreună	razem	împreună	razem	ADV	ADV
împreună	wspólnie	împreună	wspólnie	ADV	ADV
vest	zachodni	vest	zachodni	N;INDF;MASC;SG	N;NOM;MASC;SG
vest	zachód	vest	zachód	N;INDF;MASC;SG	N;NOM;MASC;SG
vest	zachodni	vest	zachodni	N;INDF;MASC;SG	N;NOM;MASC;SG
puțin	mało	puțin	mało	ADV	ADV
încă	nadal	încă	nadal	ADV	ADV
încă	wciąż	încă	wciąż	ADV	ADV
descoperit	odkryte	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
descoperit	odkryta	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
descoperit	odkryte	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lemn	drewno	lemn	drewno	N;INDF;MASC;SG	N;NOM;NEUT;SG
roman	powieści	roman	powieść	N;INDF;MASC;SG	N;GEN;FEM;SG
drept	prosto	drept	prosto		
mod	tryb	mod	tryb	N;INDF;MASC;SG	N;NOM;MASC;SG
american	amerykańska	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
american	amerykański	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
american	amerykańskie	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
prezent	teraźniejszość	prezent	teraźniejszość	N;INDF;MASC;SG	N;NOM;FEM;SG
prezent	prezent	prezent	prezent	N;INDF;MASC;SG	N;NOM;MASC;SG
printre	wśród	printre	wśród	ADP;ACC	ADP
printre	wśród	printre	wśród	ADP;ACC	ADP
text	tekst	text	tekst	N;INDF;MASC;SG	N;NOM;MASC;SG
