der	de	der	de	DET;NOM;DEF;MASC;SG	DET;DEF
die	de	der	de	DET;NOM;DEF;FEM;SG	DET;DEF
und	en	und	en	CONJ	CONJ
von	van	von	van	ADP	ADP
von	uit	von	uit	ADP	ADP
von	vanaf	von	vanaf	ADP	ADP
den	de	der	de	DET;ACC;DEF;MASC;SG	DET;DEF
das	dit	der	dit	PRO;NOM;NEUT;SG	PRO;3
das	deze	der	deze	PRO;NOM;NEUT;SG	PRO
das	dat	der	dat	PRO;NOM;NEUT;SG	PRO;3
mit	met	mit	met	ADP	ADP
für	voor	für	voor	ADP	ADP
eine	een	ein	een	DET;NOM;INDF;FEM;SG	DET;INDF
wurde	was	werden	zijn	V;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
wurde	werd	werden	worden	V;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
auch	zelfs	auch	zelfs	ADV	ADV
auch	ook	auch	ook	ADV	ADV
auch	ook	auch	ook	ADV	ADV
nach	na	nach	na	ADP	ADP
war	was	sein	zijn	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
aus	van	aus	van	ADP	ADP
aus	uit	aus	uit	ADP	ADP
aus	vanaf	aus	vanaf	ADP	ADP
aus	uit	aus	uit	ADP	ADP
sie	ze	sie	ze	PRO;NOM;FEM;SG;3	PRO;3
sie	zij	sie	zij	PRO;NOM;FEM;SG;3	PRO;NOM;3
sie	ze	sie	ze	PRO;NOM;FEM;SG;3	PRO;3
sie	zij	sie	zij	PRO;NOM;FEM;SG;3	PRO;NOM;3
bis	tot	bis	tot	ADP	ADP
werden	zal	werden	zullen	V;NFIN;PASS	V;SG;PRS;FIN
werden	zullen	werden	zullen	V;NFIN;PASS	V;PL;PRS;FIN
werden	wordt	werden	worden	V;NFIN;PASS	V;SG;PRS;FIN
werden	word	werden	worden	V;NFIN;PASS	V;SG;PRS;FIN
werden	worden	werden	worden	V;NFIN;PASS	V;PL;PRS;FIN
werden	worden	werden	worden	V;NFIN;PASS	V;PL;PRS;FIN
sind	zijn	sein	zijn	V;IND;PL;3;PRS;FIN	V;PL;PRS;FIN
wird	zal	werden	zullen	V;IND;SG;3;PRS;FIN;PASS	V;SG;PRS;FIN
wird	wordt	werden	worden	V;IND;SG;3;PRS;FIN;PASS	V;SG;PRS;FIN
über	over	über	over	ADP	ADP
über	via	über	via	ADP	ADP
über	over	über	over	ADP	ADP
über	boven	über	boven	ADP	ADP
aber	maar	aber	maar	CONJ	CONJ
nur	alleen	nur	alleen	ADV	ADV
