категория	categoría	категория	categoría	N;INAN;NOM;FEM;SG	N
что	que	что	que	PRO;NOM	PRO
для	para	для	para	ADP	ADP
для	por	для	por	ADP	ADP
как	coma	как	coma	CONJ	CONJ
как	coma	как	coma	CONJ	CONJ
был	foi	быть	ser	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V
его	el	он	el	PRO;ACC;MASC;SG;3	PRO
его	lle	он	lle	PRO;ACC;MASC;SG;3	PRO
также	tamén	также	tamén	ADV	ADV
это	isto	это	isto	PRO;INAN;NOM;NEUT;SG	PRO
это	que	это	que	PRO;INAN;NOM;NEUT;SG	PRO
это	iso	это	iso	PRO;INAN;NOM;NEUT;SG	PRO
или	ou	или	ou	CONJ	CONJ
после	tras	после	tras	ADP	ADP
после	de	после	de	ADP	ADP
области	zonas	область	zona	N;INAN;NOM;FEM;PL	N
области	áreas	область	área	N;INAN;NOM;FEM;PL	N
год	ano	год	ano	N;INAN;NOM;MASC;SG	N
было	foi	быть	ser	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V
время	momento	время	momento	N;INAN;NOM;NEUT;SG	N
время	tempo	время	tempo	N;INAN;NOM;NEUT;SG	N
время	vez	время	vez	N;INAN;NOM;NEUT;SG	N
время	hora	время	hora	N;INAN;NOM;NEUT;SG	N
была	era	быть	ser	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V
была	estaba	быть	estar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V
так	así	так	así	ADV	ADV
так	entón	так	entón	ADV	ADV
так	tan	так	tan	ADV	ADV
место	lugar	место	lugar	N;INAN;NOM;NEUT;SG	N
место	momento	место	momento	N;INAN;NOM;NEUT;SG	N
место	punto	место	punto	N;INAN;NOM;NEUT;SG	N
место	lugar	место	lugar	N;INAN;NOM;NEUT;SG	N
место	casa	место	casa	N;INAN;NOM;NEUT;SG	N
место	sitio	место	sitio	N;INAN;NOM;NEUT;SG	N
были	eran	быть	ser	V;IPFV;IND;PL;PST;FIN;ACT	V
были	foron	быть	ser	V;IPFV;IND;PL;PST;FIN;ACT	V
район	barrio	район	barrio	N;INAN;NOM;MASC;SG	N
район	distrito	район	distrito	N;INAN;NOM;MASC;SG	N
район	área	район	área	N;INAN;NOM;MASC;SG	N
район	zona	район	zona	N;INAN;NOM;MASC;SG	N
вид	especie	вид	especie	N;INAN;NOM;MASC;SG	N
