kot	като	kot	като	CONJ	CONJ
team	отбор	teama	отбор	N;NOM;MASC;SG	N;INDF;MASC;SG
team	отбора	teama	отбор	N;NOM;MASC;SG	N;DEF;MASC;SG
team	екип	teama	екип	N;NOM;MASC;SG	N;INDF;MASC;SG
med	между	med	между	ADP;INS	ADP
seznam	списък	seznam	списък	N;NOM;MASC;SG	N;INDF;MASC;SG
glej	гледай	gledati	гледам	V;IPFV;IMP;SG;2;FIN	V;IPFV;IMP;SG;2;FIN
nova	нов	nov	нов	ADJ;NOM;FEM;SG	ADJ;INDF;MASC;SG
nova	нова	nov	нов	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
nova	нова	nov	нов	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
socorro	сокоро	socorra	сокоро	N;NOM;MASC;SG	N;INDF;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;NOM;MASC;SG	N;INDF;MASC;SG
povezave	връзки	povezava	връзка	N;NOM;FEM;PL	N;INDF;FEM;PL
povezave	връзки	povezava	връзка	N;NOM;FEM;PL	N;INDF;FEM;PL
zunanje	външни	zunanji	външен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
del	част	del	част	N;NOM;MASC;SG	N;INDF;FEM;SG
jih	ги	on	аз	PRO;ACC;MASC;PL;3	PRO;ACC;PL;3
jih	тях	on	аз	PRO;ACC;MASC;PL;3	PRO;ACC;PL;3
mesto	град	mesto	град	N;NOM;NEUT;SG	N;INDF;MASC;SG
mesto	градът	mesto	град	N;NOM;NEUT;SG	N;DEF;MASC;SG
mesto	градче	mesto	градче	N;NOM;NEUT;SG	N;INDF;NEUT;SG
mesto	град	mesto	град	N;NOM;NEUT;SG	N;INDF;MASC;SG
mesto	градът	mesto	град	N;NOM;NEUT;SG	N;DEF;MASC;SG
mesto	сити	mesto	сит	N;NOM;NEUT;SG	N;INDF;MASC;SG
september	септември	september	септември	N;NOM;MASC;SG	N;INDF;MASC;SG
opombe	забележки	opomba	забележка	N;NOM;FEM;PL	N;INDF;FEM;PL
opombe	записки	opomba	записка	N;NOM;FEM;PL	N;INDF;FEM;PL
opombe	бележки	opomba	бележка	N;NOM;FEM;PL	N;INDF;FEM;PL
opombe	ноти	opomba	нот	N;NOM;FEM;PL	N;INDF;FEM;PL
opombe	забележки	opomba	забележка	N;NOM;FEM;PL	N;INDF;FEM;PL
opombe	коментари	opomba	коментар	N;NOM;FEM;PL	N;INDF;MASC;PL
opombe	мнения	opomba	мнение	N;NOM;FEM;PL	N;INDF;NEUT;PL
opombe	забележки	opomba	забележка	N;NOM;FEM;PL	N;INDF;FEM;PL
pred	преди	pred	преди	ADP;INS	ADP
ime	името	ime	име	N;NOM;NEUT;SG	N;DEF;NEUT;SG
ime	наименование	ime	наименование	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ime	име	ime	име	N;NOM;NEUT;SG	N;INDF;NEUT;SG
center	център	center	център	N;NOM;MASC;SG	N;INDF;MASC;SG
center	център	center	център	N;NOM;MASC;SG	N;INDF;MASC;SG
viri	източници	vir	източник	N;NOM;MASC;PL	N;INDF;MASC;PL
viri	ресурси	vir	ресурс	N;NOM;MASC;PL	N;INDF;MASC;PL
proti	срещу	proti	срещу	ADP;DAT	ADP
proti	против	proti	против	ADP;DAT	ADP
oktober	октомври	oktober	октомври	N;NOM;MASC;SG	N;INDF;MASC;SG
vendar	но	vendar	но	CONJ	CONJ
let	полета	leto	поле	N;GEN;NEUT;PL	N;INDF;NEUT;PL
let	години	leto	година	N;GEN;NEUT;PL	N;INDF;FEM;PL
let	годините	leto	година	N;GEN;NEUT;PL	N;DEF;FEM;PL
polk	полк	polk	полк	N;NOM;MASC;SG	N;INDF;MASC;SG
polk	полка	polk	полка	N;NOM;MASC;SG	N;DEF;MASC;SG
polk	полк	polk	полк	N;NOM;MASC;SG	N;INDF;MASC;SG
zelo	много	zelo	много	ADV	ADV;INDF;PL
slovenski	словенският	slovenski	словенски	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;MASC;SG
marec	март	marec	март	N;NOM;MASC;SG	N;INDF;MASC;SG
avgust	август	avgust	август	N;NOM;MASC;SG	N;INDF;MASC;SG
strani	страни	stran	страна	N;NOM;FEM;PL	N;INDF;FEM;PL
strani	страници	stran	страница	N;NOM;FEM;PL	N;INDF;FEM;PL
delo	работа	delo	работа	N;NOM;NEUT;SG	N;INDF;FEM;SG
delo	йов	delo	йов	N;NOM;NEUT;SG	N;INDF;MASC;SG
delo	работа	delo	работа	N;NOM;NEUT;SG	N;INDF;FEM;SG
delo	труд	delo	труд	N;NOM;NEUT;SG	N;INDF;MASC;SG
januar	януари	januar	януари	N;NOM;MASC;SG	N;INDF;MASC;SG
december	декември	december	декември	N;NOM;MASC;SG	N;INDF;MASC;SG
november	ноември	november	ноември	N;NOM;MASC;SG	N;INDF;MASC;SG
november	ноември	november	ноември	N;NOM;MASC;SG	N;INDF;MASC;SG
letih	години	leto	година	N;ESS;NEUT;PL	N;INDF;FEM;PL
letih	годините	leto	година	N;ESS;NEUT;PL	N;DEF;FEM;PL
drugi	друг	drug	друг	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
