potomkovia	descendentes	potomok	descendente	N;ANIM;NOM;MASC;PL	N;MASC;PL
jaromír	jaromír	jaromír	jaromír	N;ANIM;NOM;MASC;SG	N;MASC;SG
predsedovia	cadeiras	predsedovie	cadeira	N;ANIM;NOM;MASC;PL	N;FEM;PL
predsedovia	presidentes	predsedovie	presidente	N;ANIM;NOM;MASC;PL	N;MASC;PL
deje	acontecendo	diať	acontecer	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.MSDR
rozum	cérebro	rozum	cérebro	N;INAN;NOM;MASC;SG	N;MASC;SG
rozum	razão	rozum	razão	N;INAN;NOM;MASC;SG	N;FEM;SG
rozum	motivo	rozum	motivo	N;INAN;NOM;MASC;SG	N;MASC;SG
rozum	mind	rozum	mind	N;INAN;NOM;MASC;SG	N;MASC;SG
rozum	mente	rozum	mente	N;INAN;NOM;MASC;SG	N;FEM;SG
rozum	sentido	rozum	sentido	N;INAN;NOM;MASC;SG	N;MASC;SG
rozum	senso	rozum	senso	N;INAN;NOM;MASC;SG	N;MASC;SG
kopec	colina	kopec	colina	N;INAN;NOM;MASC;SG	N;FEM;SG
kopec	hill	kopec	hill	N;INAN;NOM;MASC;SG	N;MASC;SG
pokúšal	tentou	pokúšať	tentar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
pokúšal	tentei	pokúšať	tentar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;1;PST;FIN
pokúšal	tentado	pokúšať	tentar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
zasahuje	interfere	zasahovať	interferir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zasahuje	intervém	zasahovať	intervir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
rovnaká	mesma	rovnaký	mesmo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
pozícií	posições	pozícia	posição	N;GEN;FEM;PL	N;FEM;PL
argumenty	argumentos	argument	argumento	N;INAN;NOM;MASC;PL	N;MASC;PL
menia	mudando	meniť	mudar	V;IPFV;IND;PL;3;POS;PRS;FIN	V;V.MSDR
filmfare	filmfare	filmfar	filmfare	N;INAN;NOM;MASC;SG	N;MASC;SG
orol	eagle	orol	eagle	N;ANIM;NOM;MASC;SG	N;MASC;SG
orol	águia	orol	águia	N;ANIM;NOM;MASC;SG	N;FEM;SG
výskumy	pesquisas	výskum	pesquisa	N;INAN;NOM;MASC;PL	N;FEM;PL
potenciál	potencial	potenciál	potencial	N;INAN;NOM;MASC;SG	N;MASC;SG
nádej	esperança	nádej	esperança	N;NOM;FEM;SG	N;FEM;SG
nádej	hope	nádej	hope	N;NOM;FEM;SG	N;MASC;SG
diagram	diagrama	diagram	diagrama	N;INAN;NOM;MASC;SG	N;MASC;SG
telefón	fone	telefón	fone	N;INAN;NOM;MASC;SG	N;MASC;SG
telefón	telemóvel	telefón	telemóvel	N;INAN;NOM;MASC;SG	N;MASC;SG
telefón	telefone	telefón	telefone	N;INAN;NOM;MASC;SG	N;MASC;SG
telefón	telefone	telefón	telefone	N;INAN;NOM;MASC;SG	N;MASC;SG
závislosť	dependência	závislosť	dependência	N;NOM;FEM;SG	N;FEM;SG
závislosť	dependência	závislosť	dependência	N;NOM;FEM;SG	N;FEM;SG
