centre	центр	centre	центр	N;MASC;SG	N;INAN;NOM;MASC;SG
pacheco	пачеко	pacheco	пачеко	N;MASC;SG	N;INAN;NOM;MASC;SG
necesarias	необходимые	necesario	необходимый	ADJ;FEM;PL	ADJ;NOM;PL
colaboradores	партнёры	colaborador	партнер	N;MASC;PL	N;ANIM;NOM;MASC;PL
colaboradores	партнеров	colaborador	партнер	N;MASC;PL	N;ANIM;ACC;MASC;PL
colaboradores	партнеры	colaborador	партнер	N;MASC;PL	N;ANIM;NOM;MASC;PL
baterista	барабанщик	baterista	барабанщик	N;SG	N;ANIM;NOM;MASC;SG
caras	лица	cara	лицо	N;FEM;PL	N;INAN;NOM;NEUT;PL
turín	турине	turín	турина	N;MASC;SG	N;INAN;ESS;MASC;SG
lesiones	поражения	lesión	поражение	N;FEM;PL	N;INAN;NOM;NEUT;PL
lesiones	травмы	lesión	травма	N;FEM;PL	N;INAN;NOM;FEM;PL
lesiones	травмы	lesión	травма	N;FEM;PL	N;INAN;NOM;FEM;PL
lesiones	травм	lesión	травма	N;FEM;PL	N;INAN;GEN;FEM;PL
disminución	упадок	disminución	упадок	N;FEM;SG	N;INAN;NOM;MASC;SG
disminución	уменьшение	disminución	уменьшение	N;FEM;SG	N;INAN;NOM;NEUT;SG
apoyó	поддержал	apoyar	поддержать	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
aceptación	принятие	aceptación	принятие	N;FEM;SG	N;INAN;NOM;NEUT;SG
aceptación	признание	aceptación	признание	N;FEM;SG	N;INAN;NOM;NEUT;SG
aceptación	принятии	aceptación	принятие	N;FEM;SG	N;INAN;ESS;NEUT;SG
sídney	сидни	sídney	сиднь	N;MASC;SG	N;ANIM;NOM;MASC;SG
sídney	сидней	sídney	сидней	N;MASC;SG	N;INAN;NOM;MASC;SG
facilidad	легкость	facilidad	легкость	N;FEM;SG	N;INAN;NOM;FEM;SG
libras	фунтов	libra	фунт	N;MASC;PL	N;INAN;GEN;MASC;PL
modificar	изменить	modificar	изменить	V;NFIN	V;PFV;NFIN;ACT
land	земли	land	земля	N	N;INAN;NOM;FEM;PL
land	земля	land	земля	N	N;INAN;NOM;FEM;SG
contribuyó	способствовало	contribuir	способствовать	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
rara	редкий	raro	редкий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
rara	редкая	raro	редкий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
figueroa	фигероа	figueroa	фигеро	N;MASC;SG	N;INAN;NOM;FEM;SG
pérdidas	потери	pérdida	потеря	N;FEM;PL	N;INAN;NOM;FEM;PL
pérdidas	потери	pérdida	потеря	N;FEM;PL	N;INAN;NOM;FEM;PL
pérdidas	убытки	pérdida	убыток	N;FEM;PL	N;INAN;NOM;MASC;PL
fantasía	фантазия	fantasía	фантазия	N;FEM;SG	N;INAN;NOM;FEM;SG
fantasía	фантазия	fantasía	фантазия	N;FEM;SG	N;INAN;NOM;FEM;SG
