категория	kategorija	категория	kategorija	N;INDF;FEM;SG	N;NOM;FEM;SG
през	kroz	през	kroz	ADP	ADP;ACC
като	kao	като	kao	CONJ	CONJ
година	godine	година	godina	N;INDF;FEM;SG	N;GEN;FEM;SG
година	godina	година	godina	N;INDF;FEM;SG	N;NOM;FEM;SG
след	nakon	след	nakon	ADP	ADP;GEN
български	bugarski	български	bugarski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
част	dijelom	част	dio	N;INDF;FEM;SG	N;INS;MASC;SG
част	dio	част	dio	N;INDF;FEM;SG	N;NOM;MASC;SG
години	godinama	година	godina	N;INDF;FEM;PL	N;INS;FEM;PL
време	vreme	време	vreme	N;INDF;NEUT;SG	N;NOM;NEUT;SG
време	vrijeme	време	vrijeme	N;INDF;NEUT;SG	N;NOM;NEUT;SG
със	sa	със	sa	ADP	ADP;INS
препратки	preporuke	препратка	preporuka	N;INDF;FEM;PL	N;NOM;FEM;PL
препратки	reference	препратка	referenca	N;INDF;FEM;PL	N;NOM;FEM;PL
град	grad	град	grad	N;INDF;MASC;SG	N;NOM;MASC;SG
град	grad	град	grad	N;INDF;MASC;SG	N;NOM;MASC;SG
град	gradom	град	grad	N;INDF;MASC;SG	N;INS;MASC;SG
много	vrlo	много	vrlo	ADV;INDF;PL	ADV
също	također	също	također	ADV	ADV
също	takođe	също	takođa	ADV	ADV
век	vijek	век	vijek	N;INDF;MASC;SG	N;NOM;MASC;SG
век	stoljeće	век	stoljeće	N;INDF;MASC;SG	N;NOM;NEUT;SG
село	selu	село	selo	N;INDF;NEUT;SG	N;DAT;NEUT;SG
село	selo	село	selo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
един	jedan	един	jedan	NUM;INDF;MASC;SG	NUM;NOM;MASC;SG
един	jedna	един	jedan	NUM;INDF;MASC;SG	NUM;NOM;FEM;SG
между	između	между	između	ADP	ADP;GEN
други	druge	друг	drugi	ADJ;INDF;PL	ADJ;NOM;FEM;PL
война	rat	война	rat	N;INDF;FEM;SG	N;NOM;MASC;SG
война	rata	война	rat	N;INDF;FEM;SG	N;GEN;MASC;SG
само	samo	само	samo	ADV	ADV
само	jedino	само	jedino	ADV	ADV
само	samo	само	samo	ADV	ADV
област	regiji	област	regija	N;INDF;FEM;SG	N;DAT;FEM;SG
област	regija	област	regija	N;INDF;FEM;SG	N;NOM;FEM;SG
област	oblast	област	oblast	N;INDF;FEM;SG	N;NOM;FEM;SG
област	okrugu	област	okruga	N;INDF;FEM;SG	N;DAT;MASC;SG
област	okrug	област	okrug	N;INDF;FEM;SG	N;NOM;MASC;SG
област	područje	област	područje	N;INDF;FEM;SG	N;NOM;NEUT;SG
област	oblast	област	oblast	N;INDF;FEM;SG	N;NOM;FEM;SG
под	pod	под	pod	ADP	ADP;INS
под	ispod	под	ispod	ADP	ADP;GEN
община	općina	община	općina	N;INDF;FEM;SG	N;NOM;FEM;SG
място	mjesto	място	mjesto	N;INDF;NEUT;SG	N;NOM;NEUT;SG
място	mesto	място	mesto	N;INDF;NEUT;SG	N;NOM;NEUT;SG
място	lokacija	място	lokacija	N;INDF;NEUT;SG	N;NOM;FEM;SG
място	lokaciju	място	lokacija	N;INDF;NEUT;SG	N;ACC;FEM;SG
вид	vrsta	вид	vrsta	N;INDF;MASC;SG	N;NOM;FEM;SG
вид	tip	вид	tip	N;INDF;MASC;SG	N;NOM;MASC;SG
вид	vrsta	вид	vrsta	N;INDF;MASC;SG	N;NOM;FEM;SG
една	jedan	един	jedan	NUM;INDF;FEM;SG	NUM;NOM;MASC;SG
една	jedna	един	jedan	NUM;INDF;FEM;SG	NUM;NOM;FEM;SG
семейство	porodica	семейство	porodica	N;INDF;NEUT;SG	N;NOM;FEM;SG
семейство	obitelj	семейство	obitelj	N;INDF;NEUT;SG	N;NOM;FEM;SG
семейство	familija	семейство	familija	N;INDF;NEUT;SG	N;NOM;FEM;SG
започва	počinje	започвам-(се)	počinjati	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
