что	apa	что	apa	PRO;NOM	PRO
для	untuk	для	untuk	ADP	ADP
его	nya	он	nya	PRO;ACC;MASC;SG;3	PRO
его	nya	он	nya	PRO;ACC;MASC;SG;3	PRO
также	juga	также	juga	ADV	ADV
это	yang	это	yang	PRO;INAN;NOM;NEUT;SG	PRO
после	setelah	после	setelah	ADP	ADP
год	tahun	год	tahun	N;INAN;NOM;MASC;SG	N;SG
время	kali	время	kali	N;INAN;NOM;NEUT;SG	N;SG
время	waktu	время	waktu	N;INAN;NOM;NEUT;SG	N;SG
время	waktunya	время	waktu	N;INAN;NOM;NEUT;SG	N;SG
состав	komposisi	состав	komposisi	N;INAN;NOM;MASC;SG	N;SG
место	tempat	место	tempat	N;INAN;NOM;NEUT;SG	N;SG
место	lokasi	место	lokasi	N;INAN;NOM;NEUT;SG	N;SG
район	lingkungan	район	lingkungan	N;INAN;NOM;MASC;SG	N;SG
район	distrik	район	distrik	N;INAN;NOM;MASC;SG	N;SG
район	kecamatan	район	kecamatan	N;INAN;NOM;MASC;SG	N;SG
район	raionul	район	raionul	N;INAN;NOM;MASC;SG	N
район	kabupaten	район	kabupaten	N;INAN;NOM;MASC;SG	N;SG
район	daerah	район	daerah	N;INAN;NOM;MASC;SG	N;SG
район	daerah	район	daerah	N;INAN;NOM;MASC;SG	N;SG
район	wilayah	район	wilayah	N;INAN;NOM;MASC;SG	N;SG
район	luas	район	luas	N;INAN;NOM;MASC;SG	N;SG
район	kawasan	район	kawasan	N;INAN;NOM;MASC;SG	N;SG
район	area	район	area	N;INAN;NOM;MASC;SG	N;SG
вид	spesies	вид	spesies	N;INAN;NOM;MASC;SG	N;SG
вид	species	вид	species	N;INAN;NOM;MASC;SG	N
вид	tampilan	вид	tampilan	N;INAN;NOM;MASC;SG	N;SG
под	dibawah	под	dibawah	ADP	ADP;SG;PASS
есть	punya	быть	punya	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;ACT
язык	lidah	язык	lidah	N;INAN;NOM;MASC;SG	N;SG
язык	bahasa	язык	bahasa	N;INAN;NOM;MASC;SG	N;SG
районе	lingkungan	район	lingkungan	N;INAN;ESS;MASC;SG	N;SG
код	kode	код	kode	N;INAN;NOM;MASC;SG	N;SG
