kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
roku	godine	rok	godina	N;INAN;GEN;MASC;SG	N;GEN;FEM;SG
obce	općine	obec	općina	N;NOM;FEM;PL	N;NOM;FEM;PL
obce	sela	obec	selo	N;NOM;FEM;PL	N;NOM;NEUT;PL
obec	komuna	obec	komuna	N;NOM;FEM;SG	N;NOM;FEM;SG
obec	općina	obec	općina	N;NOM;FEM;SG	N;NOM;FEM;SG
obec	selo	obec	selo	N;NOM;FEM;SG	N;NOM;NEUT;SG
pre	za	pre	za	ADP;ACC	ADP;ACC
jeho	njegovo	jeho	njegov	DET;NOM;NEUT;SG;3	DET;NOM;NEUT;SG;3
jeho	njegov	jeho	njegov	DET;NOM;NEUT;SG;3	DET;NOM;MASC;SG;3
jeho	njegova	jeho	njegov	DET;NOM;NEUT;SG;3	DET;NOM;FEM;SG;3
ktorá	koje	ktorý	koji	DET;NOM;FEM;SG	DET;NOM;FEM;SG
ktorá	koja	ktorý	koji	DET;NOM;FEM;SG	DET;NOM;FEM;SG
ktorá	koji	ktorý	koji	DET;NOM;FEM;SG	DET;NOM;MASC;SG
bod	točka	bod	točka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
pri	pri	pri	pri	ADP;ESS	ADP;ESS
ktoré	koje	ktorý	koji	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
ktoré	koja	ktorý	koji	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
ktoré	koji	ktorý	koji	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
ktorý	koje	ktorý	koji	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
ktorý	koja	ktorý	koji	DET;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
ktorý	koji	ktorý	koji	DET;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
zoznam	lista	zoznam	list	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zoznam	popis	zoznam	popis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
odkazy	preporuke	odkaz	preporuka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
odkazy	reference	odkaz	referenca	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
odkazy	poveznice	odkaz	poveznica	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
socorro	socorro	socorro	socorro	N;NOM;NEUT;SG	N;NOM;MASC;SG
externé	vanjski	externý	vanjski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
externé	vanjska	externý	vanjski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ale	ali	ale	ali	CONJ	CONJ
počet	broj	počet	broj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
podľa	ispod	podľa	ispod	ADP;GEN	ADP;GEN
miesto	spot	miesto	spot	N;NOM;NEUT;SG	N;NOM;MASC;SG
miesto	mjesto	miesto	mjesto	N;NOM;NEUT;SG	N;NOM;NEUT;SG
miesto	mesto	miesto	mesto	N;NOM;NEUT;SG	N;NOM;NEUT;SG
miesto	lokacija	miesto	lokacija	N;NOM;NEUT;SG	N;NOM;FEM;SG
miesto	site	miesto	site	N;NOM;NEUT;SG	N;NOM;MASC;SG
miesto	sajt	miesto	sajt	N;NOM;NEUT;SG	N;NOM;MASC;SG
jej	joj	ona	on	PRO;DAT;FEM;SG;3	PRO;DAT;FEM;SG;3
projekty	projekti	projekt	projekt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
najvyšší	najviša	vysoký	najviši	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
pod	pod	pod	pod	ADP;INS	ADP;INS
vývoj	razvoj	vývoj	razvoj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
