категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
від	zo	від	z	ADP;GEN	ADP;GEN
від	od	від	od	ADP;GEN	ADP;GEN
також	takisto	також	takisto	ADV	ADV
також	taktiež	також	taktiež	ADV	ADV
його	ho	він	on	PRO;ACC;MASC;SG;3	PRO;ANIM;ACC;MASC;SG;3
був	bola	бути	byť	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
був	bol	бути	byť	V;IPFV;MASC;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
був	bolo	бути	byť	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
був	bola	бути	byť	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
був	bol	бути	byť	V;IPFV;MASC;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
населення	demografia	населення	demografia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
населення	populácia	населення	populácia	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
населення	obyvateľstvo	населення	obyvateľstvo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
було	bola	бути	byť	V;IPFV;NEUT;IND;SG;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
було	bol	бути	byť	V;IPFV;NEUT;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
було	bolo	бути	byť	V;IPFV;NEUT;IND;SG;PST;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
було	bola	бути	byť	V;IPFV;NEUT;IND;SG;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
було	bol	бути	byť	V;IPFV;NEUT;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
час	čas	час	čas	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
час	doba	час	doba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
але	ale	але	ale	CONJ	CONJ
при	pri	при	pri	ADP;ESS	ADP;ESS
була	bola	бути	byť	V;IPFV;FEM;IND;SG;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
була	bol	бути	byť	V;IPFV;FEM;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
