this	這	this	這	PRO;SG	PRO
his	他	he	他	PRO;MASC;SG;3	PRO;3
talk	聊	talk	聊	V;IMP;FIN	V
also	還	also	還	ADV	ADV
also	也	also	也	ADV	ADV
one	一	one	一	NUM	NUM
one	一	one	一	NUM	NUM
new	新	new	新	ADJ	ADJ
you	你	you	你	PRO;ACC;2	PRO;2
they	她們	they	她	PRO;NOM;PL;3	PRO;PL;3
they	他們	they	他	PRO;NOM;PL;3	PRO;PL;3
they	它們	they	它	PRO;NOM;PL;3	PRO;PL;3
who	誰	who	誰	PRO	PRO
all	全部	all	全部	DET	DET
all	所有	all	所有	DET	DET
people	人	people	人	N;PL	N
people	人們	people	人	N;PL	N;PL
people	人民	people	人民	N;PL	N
after	後	after	後	ADV	ADV
should	應	should	應	V;FIN	V
two	兩	two	兩	NUM	NUM
two	兩	two	兩	NUM	NUM
two	二	two	二	NUM	NUM
score	分數	score	分數	N;SG	N
score	得分	score	得分	N;SG	N
her	她	she	她	PRO;ACC;FEM;SG;3	PRO;3
more	更多	more	更多	ADJ;CMPR	ADJ
she	她	she	她	PRO;NOM;FEM;SG;3	PRO;3
time	時光	time	時光	N;SG	N
time	時間	time	時間	N;SG	N
team	團隊	team	團隊	N;SG	N
team	球隊	team	球隊	N;SG	N
team	隊伍	team	隊伍	N;SG	N
only	只	only	只	ADV	ADV
see	見	see	見	V;IMP;FIN	V
years	歲	year	歲	N;PL	N
years	年份	year	年份	N;PL	N
school	學校	school	學校	N;SG	N
world	世界	world	世界	N;SG	N
university	大學	university	大學	N;SG	N
state	國家	state	國家	N;SG	N
state	州	state	州	N;SG	N
states	國家	state	國家	N;PL	N
year	年度	year	年度	N;SG	N
year	年份	year	年份	N;SG	N
year	年	year	年	N;SG	N
most	最多	most	最多	ADJ;RL	ADJ
most	多數	most	多數	ADJ;RL	ADJ
city	城市	city	城市	N;SG	N
city	市	city	市	N;SG	N
city	城	city	城	N;SG	N
used	使用	use	使用	V;PST;V.PTCP	V
then	然後	then	然後	ADV	ADV
then	那麼	then	那麼	ADV	ADV
county	郡	county	郡	N;SG	N
county	縣	county	縣	N;SG	N
delete	刪除	delete	刪除	V;IMP;FIN	V
delete	刪去	delete	刪去	V;IMP;FIN	V
any	任何	any	任何	DET	DET
film	電影	film	電影	N;SG	N
film	膠片	film	膠片	N;SG	N
film	影片	film	影片	N;SG	N
three	三	three	三	NUM	NUM
three	三	three	三	NUM	NUM
use	利用	use	利用	V;IMP;FIN	V
use	使用	use	使用	V;IMP;FIN	V
war	戰	war	戰	N;SG	N
war	戰爭	war	戰爭	N;SG	N
born	生	bear	生	V;PST;V.PTCP	V
born	誕生	bear	誕生	V;PST;V.PTCP	V
born	出生	bear	出生	V;PST;V.PTCP	V
players	球員	player	球員	N;PL	N
players	玩家	player	玩家	N;PL	N
list	名單	list	名單	N;SG	N
list	清單	list	清單	N;SG	N
name	名字	name	名字	N;SG	N
name	名稱	name	名稱	N;SG	N
name	姓名	name	姓名	N;SG	N
group	群組	group	群組	N;SG	N
group	群	group	群	N;SG	N
history	歷史	history	歷史	N;SG	N
series	系列	series	系列	N;SG	N
just	只	just	只	ADV	ADV
work	工作	work	工作	N;SG	N
season	季	season	季	N;SG	N
season	季節	season	季節	N;SG	N
district	區	district	區	N;SG	N
district	地區	district	地區	N;SG	N
comments	意見	comment	意見	N;PL	N
football	足球	football	足球	N;SG	N
football	美式	football	美式	N;SG	N
football	橄欖	football	橄欖	N;SG	N
music	音樂	music	音樂	N;SG	N
century	世紀	century	世紀	N;SG	N
debate	辯論	debate	辯論	N;SG	N
title	標題	title	標題	N;SG	N
articles	文章	article	文章	N;PL	N
same	相同	same	相同	ADJ	ADJ
including	包括	include	包括	V;V.MSDR	V
album	相簿	album	相簿	N;SG	N
album	專輯	album	專輯	N;SG	N
number	數字	number	數字	N;SG	N
number	數	number	數	N;SG	N
number	號碼	number	號碼	N;SG	N
