категория	категория	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
през	сквозь	през	сквозь	ADP	ADP
през	через	през	через	ADP	ADP
като	как	като	как	CONJ	CONJ
година	год	година	год	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
след	после	след	после	ADP	ADP
това	это	този	это	PRO;NOM;NEUT;SG	PRO;INAN;NOM;NEUT;SG
част	часть	част	часть	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
години	годы	година	год	N;INDF;FEM;PL	N;INAN;ACC;MASC;PL
години	лет	година	год	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
време	время	време	время	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
време	времени	време	время	N;INDF;NEUT;SG	N;INAN;GEN;NEUT;SG
време	тайм	време	тайма	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
със	с	със	с	ADP	ADP
която	которое	който	который	PRO;NOM;FEM;SG	PRO;NOM
която	которая	който	который	PRO;NOM;FEM;SG	PRO;NOM
която	которые	който	который	PRO;NOM;FEM;SG	PRO;NOM
която	который	който	который	PRO;NOM;FEM;SG	PRO;NOM
което	которое	който	который	PRO;NOM;NEUT;SG	PRO;NOM
което	которая	който	который	PRO;NOM;NEUT;SG	PRO;NOM
което	которые	който	который	PRO;NOM;NEUT;SG	PRO;NOM
което	который	който	который	PRO;NOM;NEUT;SG	PRO;NOM
външни	внешние	външен	внешний	ADJ;INDF;PL	ADJ;NOM;PL
външни	внешних	външен	внешний	ADJ;INDF;PL	ADJ;GEN;PL
препратки	ссылки	препратка	ссылка	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
град	город	град	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
град	городок	град	городок	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
град	город	град	город	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
много	очень	много	очень	ADV;INDF;PL	ADV
много	много	много	много	ADV;INDF;PL	ADV
също	также	също	также	ADV	ADV
век	век	век	век	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
