inspelningar	nagrania	inspelning	nagranie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
praktisk	praktyczne	praktisk	praktyczny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
praktisk	praktyczna	praktisk	praktyczny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
praktisk	praktyczny	praktisk	praktyczny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
motorvägen	autostrada	motorväg	autostrada	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
uppfyller	spotyka	uppfylla	spotykać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uppfyller	spełnia	uppfylla	spełnia	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uppfyller	spełnia	uppfylla	spełnia	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
staterna	stany	stat	stany	N;NOM;DEF;MASC+FEM;PL	N;NOM;MASC;PL
möten	spotkania	möt	spotkanie	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
möten	spotkania	möt	spotkanie	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;PL
rymden	przestrzeń	rymd	przestrzeń	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
fånga	złap	fånga	złap	V;IMP;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
fånga	złapać	fånga	złapać	V;IMP;FIN;ACT	V;PFV;NFIN;ACT
fånga	łap	fånga	łap	V;IMP;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
fånga	schwytać	fånga	schwytać	V;IMP;FIN;ACT	V;PFV;NFIN;ACT
fånga	uchwycić	fånga	uchwycić	V;IMP;FIN;ACT	V;PFV;NFIN;ACT
zacatecas	zacatecas	zacateca	zacatecas	N;NOM;INDF;MASC+FEM	N;NOM;MASC;SG
assistent	asystent	assistent	asystent	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
assistent	pomocnik	assistent	pomocnik	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
assistent	asystentka	assistent	asystentka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stannar	zostaje	stanna	zostawać	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
