mai	daha	mai	daha	ADV	ADV
sit	site	sit	sit	N;INDF;MASC;SG	N;NOM;SG;3
sit	sitede	sit	site	N;INDF;MASC;SG	N;ESS;SG;3
lea	lea	lea	lea		
locuitori	sakinleri	locuitor	sakin	N;INDF;MASC;PL	N;ACC;PL;3
legaturi	bağlantılar	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
legaturi	bağlantıları	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
legaturi	bağlantılar	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
legaturi	bağlantıları	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
legaturi	bağlantılar	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
legaturi	bağlantıları	legatură	bağlantı	N;INDF;FEM;PL	N;NOM;PL;3
vezi	görmek	vedea	gör	V;IND;SG;2;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
dar	ama	dar	ama	CONJ;POS	CONJ
cod	kodu	cod	kodu		
cod	kod	cod	kod		
cod	cod	cod	cod		
nume	adınız	nume	adınız	N;INDF	N;NOM;SG;3
nume	isim	nume	isim	N;INDF	N;NOM;SG;3
nume	ad	nume	ad	N;INDF	N;NOM;SG;3
nume	adı	nume	ad	N;INDF	N;NOM;SG;3
ani	yıllar	an	yıl	N;INDF;MASC;PL	N;NOM;PL;3
ani	yılların	an	yıl	N;INDF;MASC;PL	N;GEN;PL;3
poate	belki	poate	belki	ADV	ADV
poate	belki	poate	belki	ADV	ADV
timp	zaman	timp	zaman	N;INDF;MASC;SG	N;NOM;SG;3
timp	süre	timp	süre	N;INDF;MASC;SG	N;NOM;SG;3
sat	uydu	sat	uy	N;INDF;MASC;SG	N;NOM;SG;3
fisier	dosyası	fisier	dosya	N;INDF;MASC;SG	N;NOM;SG;3
fisier	dosyası	fisier	dosya	N;INDF;MASC;SG	N;NOM;SG;3
decembrie	aralık	decembrie	aralık	N;INDF;MASC;SG	N;NOM;SG;3
latns	latns	latns	latns		
latd	latd	latd	lat		
longd	longd	longd	longd		
avut	vardı	avea	var	V;MASC;SG;V.PTCP	V;PFV;IND;SG;3;POS;PST
nord	kuzeyde	nord	kuzeyde	N;INDF;MASC;SG	N;ESS;SG;3
nord	kuzeye	nord	kuze	N;INDF;MASC;SG	N;DAT;SG;3
sud	güneye	sud	güne	N;INDF;MASC;SG	N;DAT;SG;3
loc	yer	loc	yer	N;INDF;MASC;SG	N;NOM;SG;3
astfel	böylece	astfel	böylece	ADV	ADV
doar	yalnızca	doar	yalnızca	ADV	ADV
doar	sadece	doar	sadece	ADV	ADV
doar	sadece	doar	sadece	ADV	ADV
trei	üç	trei	üç	NUM;PL	NUM
asteroizi	göktaşları	asteroid	göktaş	N;INDF;MASC;PL	N;NOM;PL;3
lats	lats	lats	lats		
longm	longm	longm	long		
latm	latm	latm	latm		
fara	onsuz	fară	onsuz		
fara	onsuz	fară	onsuz		
departament	bölümü	departament	bölüm	N;INDF;MASC;SG	N;NOM;SG;3
departament	departman	departament	departman	N;INDF;MASC;SG	N;NOM;SG;3
departament	departmanı	departament	departman	N;INDF;MASC;SG	N;ACC;SG;3
apoi	sonra	apoi	sonra	ADV	ADV
camp	kampı	camp	kampı	N;INDF;MASC;SG	N;ACC;SG;3
camp	kampta	camp	kamp	N;INDF;MASC;SG	N;ESS;SG;3
camp	camp	camp	camp	N;INDF;MASC;SG	N;NOM;SG;3
camp	alanı	camp	alan	N;INDF;MASC;SG	N;NOM;SG;3
national	milli	national	milli	ADJ;INDF;MASC;SG	ADJ
national	milli	national	milli	ADJ;INDF;MASC;SG	ADJ
national	milli	national	milli	ADJ;INDF;MASC;SG	ADJ
note	notları	notă	not	N;INDF;FEM;PL	N;ACC;PL;3
note	notlar	notă	not	N;INDF;FEM;PL	N;NOM;PL;3
general	genel	general	genel	ADJ;INDF;MASC;SG	ADJ
razboi	savaş	razboi	savaş	N;INDF;MASC;SG	N;NOM;SG;3
razboi	savaş	razboi	savaş	N;INDF;MASC;SG	N;NOM;SG;3
existand	mevcut	existand	mevcut		
punct	point	punct	point	N;INDF;MASC;SG	N;NOM;SG;3
stat	devlet	stat	devlet	N;INDF;MASC;SG	N;NOM;SG;3
atunci	sonra	atunci	sonra	ADV	ADV
life	life	life	life		
life	hayat	life	hayat		
life	ömür	life	ömür		
chiar	bile	chiar	bile	ADV	ADV
film	sinema	film	sine	N;INDF;MASC;SG	N;NOM;SG;3
film	filim	film	filim	N;INDF;MASC;SG	N;NOM;SG;3
date	tarihleri	dată	tarih	N;INDF;FEM;PL	N;ACC;PL;3
date	tarihler	dată	tarih	N;INDF;FEM;PL	N;NOM;PL;3
date	veriler	dată	veri	N;INDF;FEM;PL	N;NOM;PL;3
