catégorie	categoria	catégorie	categoria	N;FEM;SG	N;FEM;SG
pour	por	pour	por	ADP	ADP
pour	para	pour	para	ADP	ADP
qui	quem	qui	quem	PRO	PRO;SG
avec	com	avec	com	ADP	ADP
son	seu	son	seu	DET;MASC;SG	DET;MASC;SG
son	sua	son	seu	DET;MASC;SG	DET;FEM;SG
son	seu	son	seu	DET;MASC;SG	DET;MASC;SG
son	sua	son	seu	DET;MASC;SG	DET;FEM;SG
plus	mais	plus	mais	ADV	ADV
sont	são	être	ser	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
sont	estão	être	estar	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
elle	ela	elle	ela	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
avancement	avanço	avancement	avanço	N;MASC;SG	N;MASC;SG
avancement	progress	avancement	progress	N;MASC;SG	N;MASC;SG
avancement	andamento	avancement	andamento	N;MASC;SG	N;MASC;SG
avancement	progresso	avancement	progresso	N;MASC;SG	N;MASC;SG
mais	mas	mais	mas	CONJ	CONJ
cette	este	ce	este	DET;FEM;SG	DET;MASC;SG
cette	esse	ce	esse	DET;FEM;SG	DET;MASC;SG
pop	estouro	pop	estouro	N;FEM;SG	N;MASC;SG
pop	pop	pop	pop	N;FEM;SG	N;MASC;SG
deux	duas	deux	dois	NUM	NUM
deux	dois	deux	dois	NUM	NUM
naissance	naissance	naissance	naissance	N;FEM;SG	N;MASC;SG
naissance	born	naissance	born	N;FEM;SG	N;MASC;SG
naissance	parto	naissance	parto	N;FEM;SG	N;MASC;SG
naissance	nascimento	naissance	nascimento	N;FEM;SG	N;MASC;SG
aussi	igualmente	aussi	igualmente	ADV	ADV
aussi	também	aussi	também	ADV	ADV
france	franca	france	franca	N;FEM;SG	N;FEM;SG
france	frança	france	frança	N;FEM;SG	N;FEM;SG
après	após	après	após	ADP	ADP
fait	feita	faire	fazer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
fait	feito	faire	fazer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
fait	feito	faire	fazer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
notes	notes	note	note	N;FEM;PL	N;MASC;PL
