und	dan	und	dan	CONJ	CONJ
von	dari	von	dari	ADP	ADP
mit	dengan	mit	dengan	ADP	ADP
für	untuk	für	untuk	ADP	ADP
auch	juga	auch	juga	ADV	ADV
auch	terlalu	auch	terlalu	ADV	ADV
nicht	bukan	nicht	bukan	PART;NEG	PART;NEG
nicht	tidak	nicht	tidak	PART;NEG	PART;NEG
nach	setelah	nach	setelah	ADP	ADP
aus	dari	aus	dari	ADP	ADP
bis	hingga	bis	hingga	ADP	ADP
bis	sampai	bis	sampai	ADP	ADP
sind	adalah	sein	adalah	V;IND;PL;3;PRS;FIN	V
durch	melalui	durch	melalui	ADP	ADP
dass	bahwa	dass	bahwa	CONJ	CONJ
über	tentang	über	tentang	ADP	ADP;SG;ACT
über	sekitar	über	sekitar	ADP	ADP
über	melalui	über	melalui	ADP	ADP
über	lewat	über	lewat	ADP	ADP;SG;ACT
über	diatas	über	diatas	ADP	ADP;SG;PASS
wie	seperti	wie	seperti	ADP	ADP
nur	saja	nur	saja	ADV	ADV
nur	hanya	nur	hanya	ADV	ADV
nur	hanya	nur	hanya	ADV	ADV
noch	masih	noch	masih	ADV	ADV
unter	dibawah	unter	dibawah	ADP	ADP;SG;PASS
hat	memiliki	haben	menmiliki	V;IND;SG;3;PRS;FIN	V;SG;ACT
vor	sebelum	vor	sebelum	ADP	ADP
vor	sebelum	vor	sebelum	ADP	ADP
diskussion	diskusi	diskussion	diskusi	N	N;SG
diskussion	diskusi	diskussion	diskusi	N	N;SG
diskussion	perdebatan	diskussion	perdebatan	N	N;SG
diskussion	debat	diskussion	debat	N	N;SG
seit	semenjak	seit	semenjak	ADP	ADP
seit	sejak	seit	sejak	ADP	ADP
jahr	tahun	Jahr	tahun	N;NOM;NEUT;SG	N;SG
wenn	apabila	wenn	apabila	CONJ	CONJ
wenn	ketika	wenn	ketika	CONJ	CONJ
dann	kemudian	dann	kemudian	ADV	ADV
zwei	dua	zwei	dua	NUM	NUM
was	apa	was	apa	PRO;NOM;NEUT;SG	PRO
sowie	dan	sowie	dan	CONJ	CONJ
zwischen	antara	zwischen	antara	ADP	ADP
