kello	घड़ी	kello	घड़ा	N;NOM;SG	N;NOM;FEM;SG;3
ovat	हैं	olla	है	V;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
mutta	लेकिन	mutta	लेकिन	CONJ	CONJ
mutta	मगर	mutta	मगर	CONJ	CONJ
kanssa	साथ	kanssa	साथ	ADV	ADV;NOM;MASC;SG;3
jälkeen	बाद	jälkeen	बाद	ADV	ADV;NOM;MASC;SG;3
kuin	जैसे	kuin	जैसे	CONJ	CONJ
mukaan	साथ	mukaan	साथ	ADV	ADV;NOM;MASC;SG;3
sai	मिली	saada	मिल	V;IND;SG;0;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
sai	मिला	saada	मिल	V;IND;SG;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
kaksi	दो	kaksi	दो	NUM;NOM;SG	NUM
tuli	आया	tulla	आ	V;IND;SG;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
tuli	आये	tulla	आ	V;IND;SG;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
tuli	आए	tulla	आ	V;IND;SG;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
yksi	एक	yksi	एक	NUM;NOM;SG	NUM
voitti	जीता	voittaa	जीत	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
voitti	जीते	voittaa	जीत	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
voitti	जीती	voittaa	जीत	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
tulos	रिजल्ट	tulos	रिजल्ट	N;NOM;SG	N;NOM;MASC;SG;3
tulos	रिजल्ट	tulos	रिजल्ट	N;NOM;SG	N;NOM;MASC;SG;3
kuten	जैसे	kuten	जैसे	CONJ	CONJ
myöhemmin	बाद	myöhemmin	बाद	ADV	ADV;NOM;MASC;SG;3
ensimmäinen	प्रथम	ensimmäinen	प्रथम	ADJ;NOM;SG	ADJ
ensimmäinen	पहली	ensimmäinen	पहला	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ensimmäinen	पहला	ensimmäinen	पहला	ADJ;NOM;SG	ADJ;NOM;MASC;SG
ennen	पहले	ennen	पहले	ADV	ADV;NOM;MASC;SG;3
osa	हिस्से	osa	हिस्सा	N;NOM;SG	N;NOM;MASC;SG;3
osa	हिस्सा	osa	हिस्सा	N;NOM;SG	N;NOM;MASC;SG;3
eri	अलग	eri	अलग	ADJ	ADJ
keskustelu	वार्तालाप	keskustelu	वार्तालाप	N;NOM;SG	N;NOM;FEM;SG;3
keskustelu	परिचर्चा	keskustelu	परिचर्चा	N;NOM;SG	N;NOM;FEM;SG;3
keskustelu	चर्चा	keskustelu	चर्चा	N;NOM;SG	N;NOM;FEM;SG;3
keskustelu	बहस	keskustelu	बहस	N;NOM;SG	N;NOM;FEM;SG;3
keskustelu	चैट	keskustelu	चैट	N;NOM;SG	N;NOM;MASC;SG;3
koska	क्योंकि	koska	क्योंकि	CONJ	CONJ
