van	от	van	от	ADP	ADP
voor	за	voor	за	ADP	ADP
met	със	met	със	ADP	ADP
zijn	са	zijn	съм	V;PL;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
uit	от	uit	от	ADP	ADP
was	бе	zijn	съм	V;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
ook	също	ook	също	ADV	ADV
score	резултат	score	резултат	N;MASC+FEM;SG	N;INDF;MASC;SG
naam	името	naam	име	N;MASC+FEM;SG	N;DEF;NEUT;SG
naam	наименование	naam	наименование	N;MASC+FEM;SG	N;INDF;NEUT;SG
naam	име	naam	име	N;MASC+FEM;SG	N;INDF;NEUT;SG
soort	вид	soort	вид	N;SG	N;INDF;MASC;SG
soort	тип	soort	тип	N;SG	N;INDF;MASC;SG
soort	вид	soort	вид	N;SG	N;INDF;MASC;SG
familie	семейство	familie	семейство	N;MASC+FEM;SG	N;INDF;NEUT;SG
familie	семейството	familie	семейство	N;MASC+FEM;SG	N;DEF;NEUT;SG
eerst	първо	eerst	първо	ADV	ADV
deze	това	deze	този	PRO	PRO;NOM;NEUT;SG
maar	но	maar	но	CONJ	CONJ
gepubliceerd	публикувани	publiceren	публикувам	V;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
gepubliceerd	публикуван	publiceren	публикувам	V;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
gepubliceerd	публикувана	publiceren	публикувам	V;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
gepubliceerd	публикувано	publiceren	публикувам	V;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
geldig	валидна	geldig	валиден	ADJ	ADJ;INDF;FEM;SG
geldig	валидни	geldig	валиден	ADJ	ADJ;INDF;PL
geldig	валиден	geldig	валиден	ADJ	ADJ;INDF;MASC;SG
dit	това	dit	този	PRO;3	PRO;NOM;NEUT;SG
over	относно	over	относно	ADP	ADP
over	над	over	над	ADP	ADP
dan	тогава	dan	тогава	ADV	ADV
plaats	място	plaats	място	N;MASC+FEM;SG	N;INDF;NEUT;SG
onder	под	onder	под	ADP	ADP
team	отряд	team	отряд	N;NEUT;SG	N;INDF;MASC;SG
team	взвод	team	взвод	N;NEUT;SG	N;INDF;MASC;SG
team	отбор	team	отбор	N;NEUT;SG	N;INDF;MASC;SG
team	отбора	team	отбор	N;NEUT;SG	N;DEF;MASC;SG
team	екип	team	екип	N;NEUT;SG	N;INDF;MASC;SG
nog	още	nog	още	ADV	ADV
eerste	първи	één	първи	ADJ	ADJ;INDF;MASC;SG
