και	en	και	en	CONJ	CONJ
το	de	ο	de	DET;NOM;DEF;NEUT;SG	DET;DEF
από	van	από	van	ADP	ADP
από	uit	από	uit	ADP	ADP
από	vanaf	από	vanaf	ADP	ADP
με	met	με	met	ADP	ADP
για	voor	για	voor	ADP	ADP
κατηγορία	categorie	κατηγορία	categorie	N;NOM;FEM;SG	N;MASC+FEM;SG
ήταν	was	είμαι	zijn	V;IPFV;IND;SG;3;PST;FIN;PASS	V;SG;PST;FIN
ένα	één	ένας	één	NUM;NOM;NEUT;SG	NUM
μια	één	ένας	één	NUM;NOM;FEM;SG	NUM
έχει	heeft	έχω	hebben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
αλλά	maar	αλλά	maar	CONJ	CONJ
μετά	dan	μετά	dan	ADV	ADV
μετά	daarna	μετά	daarna	ADV	ADV
επίσης	ook	επίσης	ook	ADV	ADV
είχε	had	έχω	hebben	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
είχε	gehad	έχω	hebben	V;IPFV;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ενώ	terwijl	ενώ	terwijl	CONJ	CONJ
δύο	twee	δύο	twee	NUM;NOM;MASC;PL	NUM
αυτό	dit	αυτός	dit	PRO;NOM;NEUT;SG;3	PRO;3
αυτό	deze	αυτός	deze	PRO;NOM;NEUT;SG;3	PRO
αυτό	dat	αυτός	dat	PRO;NOM;NEUT;SG;3	PRO;3
όπου	waar	όπου	waar	ADV	ADV
μέχρι	tot	μέχρι	tot	ADP	ADP
μία	één	ένας	één	NUM;NOM;FEM;SG	NUM
μπορεί	kan	μπορώ	kunnen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
ομάδα	squad	ομάδα	squad	N;ACC;FEM;SG	N;MASC+FEM;SG
ομάδα	team	ομάδα	team	N;ACC;FEM;SG	N;NEUT;SG
ομάδα	groep	ομάδα	groep	N;ACC;FEM;SG	N;MASC+FEM;SG
ομάδα	fractie	ομάδα	fractie	N;ACC;FEM;SG	N;MASC+FEM;SG
ομάδα	team	ομάδα	team	N;ACC;FEM;SG	N;NEUT;SG
θέση	positie	θέση	positie	N;ACC;FEM;SG	N;MASC+FEM;SG
μεταξύ	tussen	μεταξύ	tussen	ADP	ADP
χρόνια	jaren	χρόνος	jaar	N;NOM;NEUT;PL	N;PL
ένας	een	ένας	een	DET;NOM;INDF;MASC;SG	DET;INDF
πόλη	stad	πόλη	stad	N;NOM;FEM;SG	N;MASC+FEM;SG
πόλη	stad	πόλη	stad	N;NOM;FEM;SG	N;MASC+FEM;SG
μόνο	alleen	μόνο	alleen	ADV	ADV
μόνο	slechts	μόνο	slechts	ADV	ADV
έγινε	gedaan	γίνομαι	doen	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.PTCP
