jego	its	on	its	PRO;GEN;MASC;SG;3	
center	سنتر	center	سنتر		N;SG
center	مرکزش	center	مرکزش		N;SG
center	مرکز	center	مرکز		N;SG
tym	این	to	این	PRO;INS;NEUT;SG	DET
jak	شبیه	jak	شبیه	ADV	ADJ
jak	لایک	jak	لایک	ADV	N;SG
jak	like	jak	like	ADV	
też	همچنین	też	همچنین	PART	CONJ
też	همچنین	też	همچنین	PART	CONJ
polski	لهستانی	polski	لهستانی	ADJ;NOM;MASC;SG	N;SG
polski	لهستان	polski	لهستان	ADJ;NOM;MASC;SG	N;SG
polski	پولسکی	polski	پولسکی	ADJ;NOM;MASC;SG	N;SG
także	همچنین	także	همچنین	PART	CONJ
team	تیم	team	تیم		N;SG
team	تیمی	team	تیم		N;SG
który	کدام	który	کدام	DET;NOM;MASC;SG	N;SG
jednak	هرچند	jednak	هرچند	PART	CONJ
również	همچنین	również	همچنین	PART	CONJ
jej	تختی	on	تختی	PRO;GEN;FEM;SG;3	N;SG
lat	لات	rok	لات	N;GEN;MASC;PL	N;SG
lat	سال	rok	سال	N;GEN;MASC;PL	N;SG
brak	کمبود	brak	کمبود	V;IND;PRS;FIN	N;SG
brak	نداشتن	brak	نداشتن	V;IND;PRS;FIN	N;SG
brak	عدم	brak	عدم	V;IND;PRS;FIN	N;SG
brak	غیبت	brak	غیبت	V;IND;PRS;FIN	N;SG
brak	غیاب	brak	None	V;IND;PRS;FIN	N;SG
brak	گمشده	brak	گمشده	V;IND;PRS;FIN	N;SG
które	کدام	który	کدام	DET;ACC;MASC;SG	N;SG
września	september	wrzesień	september		N;SG
września	سپتامبر	wrzesień	سپتامبر		N;SG
ich	آنها	on	آن	PRO;GEN;MASC;PL;3	PRO;PL
ich	آنان	on	آن	PRO;GEN;MASC;PL;3	PRO;PL
ich	ich	on	ich	PRO;GEN;MASC;PL;3	N;SG
gdzie	کجای	gdzie	کجا	ADV	CONJ
wieku	age	wiek	age	N;GEN;MASC;SG	
tylko	تنها	tylko	تنها	PART	ADV
tylko	فقط	tylko	فقط	PART	ADV
maja	مه	mieć	مه		N;SG
maja	تا	mieć	تا		ADP
maja	مایا	mieć	مایا		N;SG
miasta	شهرها	miasto	شهر	N;GEN;NEUT;SG	N;PL
miasta	شهرها	miasto	شهر	N;GEN;NEUT;SG	N;PL
zobacz	see	zobaczyć	see	V;PFV;IMP;SG;2;FIN;ACT	
zobacz	دیدن	zobaczyć	دیدن	V;PFV;IMP;SG;2;FIN;ACT	N;SG
zobacz	نما	zobaczyć	نما	V;PFV;IMP;SG;2;FIN;ACT	
zobacz	نمای	zobaczyć	None	V;PFV;IMP;SG;2;FIN;ACT	N;SG
gmina	gmina	gmina	gmina		N;SG
