від	vid	від	vid	ADP;GEN	
для	for	для	for	ADP;GEN	
про	περίπου	про	περίπου	ADP;ACC	ADV
його	its	він	its	PRO;ACC;MASC;SG;3	
його	αυτόν	він	αυτός	PRO;ACC;MASC;SG;3	PRO;ACC;MASC;SG;3
був	ήταν	бути	είμαι	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
населення	δημογραφικά	населення	δημογραφικά	N;INAN;NOM;NEUT;SG	ADV
населення	πληθυσμού	населення	πληθυσμός	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
було	ήταν	бути	είμαι	V;IPFV;NEUT;IND;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
він	wien	він	wien	PRO;NOM;MASC;SG;3	
після	μετα	після	μετα	ADP;GEN	ADV
після	μετά	після	μετά	ADP;GEN	ADV
час	times	час	times	N;INAN;NOM;MASC;SG	
час	φορές	час	φορά	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
час	χρόνοι	час	χρόνος	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
час	χρονος	час	χρονος	N;INAN;NOM;MASC;SG	DET;NOM;DEF;MASC;SG
час	ώρα	час	ώρα	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
час	φορά	час	φορά	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
час	ωρα	час	ωρα	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
час	χρόνο	час	χρόνος	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
але	αλλα	але	αλλα	CONJ	ADV
але	μα	але	μα	CONJ	ADV
області	περιοχές	область	περιοχή	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
які	που	який	που	DET;NOM;PL	PRO;ACC;NEUT;SG;3
при	pri	при	pri	ADP;ESS	
який	που	який	που	DET;NOM;MASC;SG	PRO;ACC;NEUT;SG;3
була	ήταν	бути	είμαι	V;IPFV;FEM;IND;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
осіб	ατομα	особа	ατομα	N;ANIM;ACC;FEM;PL	N;NOM;NEUT;PL
осіб	πρόσωπα	особа	πρόσωπο	N;ANIM;ACC;FEM;PL	N;NOM;NEUT;PL
осіб	άτομα	особа	άτομο	N;ANIM;ACC;FEM;PL	N;NOM;NEUT;PL
міста	πόλεων	місто	πόλη	N;INAN;NOM;NEUT;SG	N;GEN;FEM;PL
міста	πόλεις	місто	πόλη	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
