沙灘	beach	沙灘	beach	N	
賓夕法尼亞	pennsylvania	賓夕法尼亞	pennsylvania	PROPN	N;INDF;MASC+FEM;SG
高	khmer	高	khme	PART	N;INDF;MASC+FEM;PL
懸	hænger	懸	hænge	N	V;IND;PRS;FIN;ACT
懸	hængende	懸	hænge	N	V;PRS;V.PTCP
懸	hang	懸	hænge	N	V;IMP
盈利	indbringende	盈利	indbringende	N	V;PRS;V.PTCP
盈利	rentable	盈利	rentable	N	ADJ;PL
盈利	rentabel	盈利	rentabel	N	ADJ;INDF;MASC+FEM;SG
過渡	overgang	過渡	overgang	V	N;INDF;MASC+FEM;SG
過渡	overgange	過渡	overgange	V	N;INDF;MASC+FEM;PL
傳教	missionærer	傳教	missionær	V	N;INDF;MASC+FEM;PL
傳教	missionær	傳教	missionær	V	N;INDF;MASC+FEM;SG
表揚	ros	表揚	ros	V	N;INDF;MASC+FEM;SG
每個	alle	每個	al	DET	ADJ;PL
辜	koo	辜	koo	PROPN	
濕	våd	濕	våd	N	ADJ;INDF;MASC+FEM;SG
濕	vådt	濕	våd	N	ADJ;INDF;NEUT;SG
濕	våde	濕	våd	N	ADJ;PL
濕	wet	濕	wet	N	
摩西	moses	摩西	moses	PROPN	N;INDF;MASC+FEM;SG
遠藤	endo	遠藤	endo	PROPN	
戶外	udendørs	戶外	udendørs	N	ADJ
戶外	udendørs	戶外	udendørs	N	ADJ
空缺	ledige	空缺	ledig	N	ADJ;PL
空缺	ledig	空缺	ledig	N	ADJ;INDF;MASC+FEM;SG
阻擋	blokering	阻擋	blokering	V	N;INDF;MASC+FEM;SG
巡邏	patruljerer	巡邏	patruljere	N	V;IND;PRS;FIN;ACT
巡邏	patruljere	巡邏	patruljere	N	V;NFIN;ACT
巡邏	patruljere	巡邏	patruljere	N	V;NFIN;ACT
睡	sleep	睡	sleep	V	N;INDF;MASC+FEM;SG
睡	søvn	睡	søvn	V	N;INDF;MASC+FEM;SG
睡	sovende	睡	sovende	V	
溴	brom	溴	brom	N	
沙巴	sabah	沙巴	sabah	PROPN	
持股	aktieposter	持股	aktiepost	V	N;INDF;MASC+FEM;PL
持股	aktiepost	持股	aktiepost	V	N;INDF;MASC+FEM;SG
持股	aktieposter	持股	aktiepost	V	N;INDF;MASC+FEM;PL
崇德	virgil	崇德	virgil	PROPN	N;INDF;MASC+FEM;SG
過期	udløb	過期	udløb	V	N;INDF;NEUT;SG
過期	udløbet	過期	udløb	V	N;DEF;NEUT;SG
殘疾	handicappede	殘疾	handicappet	N	ADJ;PL
殘疾	deaktiverede	殘疾	deaktivere	N	V;PL;PST;V.PTCP
聖地牙哥	santiago	聖地牙哥	santiago	PROPN	
推定	formodning	推定	formodning	V	N;INDF;MASC+FEM;SG
推定	formodet	推定	formode	V	N;DEF;NEUT;SG
哇	wow	哇	wow		
病患	tålmodig	病患	tålmodig	N	ADJ;INDF;MASC+FEM;SG
碳酸	carbonat	碳酸	carbonat	N	
漁業	fiskede	漁業	fiske	N	V;IND;PST;FIN;ACT
漁業	fiske	漁業	fisk	N	V;NFIN;ACT
硼	bor	硼	bo	N	V;IND;PRS;FIN;ACT
命中	rammer	命中	ramme	N	V;IND;PRS;FIN;ACT
命中	ramte	命中	ramme	N	V;IND;PST;FIN;ACT
命中	ramt	命中	ramme	N	V;INDF;SG;PST;V.PTCP
命中	slå	命中	slå	N	V;NFIN;ACT
大野	ono	大野	ono	PROPN	
杜鵑	rhododendron	杜鵑	rhododendron	PROPN	N;INDF;MASC+FEM;SG
杜鵑	gøg	杜鵑	gøg	PROPN	N;INDF;MASC+FEM;SG
杜鵑	kuk	杜鵑	kuk	PROPN	N;INDF;NEUT;SG
大	marmor	大	marmor	PART	N;INDF;NEUT;SG
撥款	fordeling	撥款	fordeling	V	N;INDF;MASC+FEM;SG
撥款	allokering	撥款	allokering	V	N;INDF;MASC+FEM;SG
撥款	tildeling	撥款	tildeling	V	N;INDF;MASC+FEM;SG
撥款	tildelinger	撥款	tildeling	V	N;INDF;MASC+FEM;PL
炭	carbon	炭	carbon	N	
疑問	tvivler	疑問	tvivle	N	V;IND;PRS;FIN;ACT
