darwin	darwin	darwin	darwin	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
kiva	pekny	kiva	pekny	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG
kiva	pekne	kiva	pekne	ADJ;NOM;SG	ADV
kiva	nice	kiva	nica	ADJ;NOM;SG	PROPN;ANIM;NOM;MASC;SG
hoidon	terapie	hoito	terapia	N;GEN;SG	N;NOM;FEM;PL
hoidon	terapiu	hoito	terapia	N;GEN;SG	N;ACC;FEM;SG
hoidon	liečba	hoito	liečba	N;GEN;SG	N;NOM;FEM;SG
hoidon	terapia	hoito	terapia	N;GEN;SG	N;NOM;FEM;SG
hoidon	liečenie	hoito	liečenie	N;GEN;SG	N;NOM;NEUT;SG
hoidon	zaobchádzanie	hoito	zaobchádzanie	N;GEN;SG	N;NOM;NEUT;SG
hoidon	spracovanie	hoito	spracovanie	N;GEN;SG	N;NOM;NEUT;SG
hoidon	ošetrenie	hoito	ošetrenie	N;GEN;SG	N;NOM;NEUT;SG
hoidon	liečba	hoito	liečba	N;GEN;SG	N;NOM;FEM;SG
puhuttu	vyslovené	puhua	vyslovený	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kilpailijat	súťažiaci	kilpailija	súťažiaci	N;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
kilpailijat	súťažiacich	kilpailija	súťažiaci	N;NOM;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
kilpailijat	konkurentov	kilpailija	konkurent	N;NOM;PL	N;ANIM;GEN;MASC;PL
kilpailijat	súťažiaci	kilpailija	súťažiaci	N;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
rex	rex	rex	rex	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
hawk	hawk	hawk	hawk	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
hawk	sokol	hawk	sokol	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
hawk	jastrab	hawk	jastrab	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
anaheim	anaheim	anaheim	anahed	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
käsikirja	ručné	käsi#kirja	ručný	N;NOM;SG	ADJ;NOM;NEUT;SG
käsikirja	manuálne	käsi#kirja	manuálny	N;NOM;SG	ADV
käsikirja	manuálna	käsi#kirja	manuálny	N;NOM;SG	ADJ;NOM;FEM;SG
käsikirja	príručke	käsi#kirja	príručka	N;NOM;SG	N;DAT;FEM;SG
järkeä	rozum	järki	rozum	N;PRT;SG	N;INAN;NOM;MASC;SG
järkeä	zmysel	järki	zmysel	N;PRT;SG	N;INAN;NOM;MASC;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
miljoonia	miliónov	miljoona	milión	NUM;PRT;PL	NUM;INAN;GEN;MASC;PL
miljoonia	milióny	miljoona	milión	NUM;PRT;PL	N;INAN;NOM;MASC;PL
bin	bin	bin	bin	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
bin	kôš	bin	kôš	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
vasili	vasilij	vasili	vasiliť	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
etsivä	detektíva	etsivä	detektív	N;NOM;SG	N;ANIM;ACC;MASC;SG
