मिसाल	przypowieść	मिसाल	przypowieść	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
निलंबित	zawiesił	निलंबित	zawiesić	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
डार्विन	darwin	डार्विन	darwin	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
बंदूक	broń	बंदूक	broń	N;NOM;FEM;SG;3	V;IPFV;IMP;SG;2;FIN;ACT
बंदूक	gun	बंदूक	guna	N;NOM;FEM;SG;3	
कलश	trawka	कलश	trawka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
कलश	garnek	कलश	garnek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
कलश	pinnacle	कलश	pinnacle	PROPN;NOM;MASC;SG;3	
जुडी	judy	जुडी	judy	V;PFV;FEM;SG;V.PTCP;ACT	
कंपन	drgania	कंपन	drganie		N;NOM;NEUT;PL
कंपन	wibracje	कंपन	wibracja		N;NOM;FEM;PL
कंपन	drgania	कंपन	drganie		N;NOM;NEUT;PL
कंपन	wibracje	कंपन	wibracja		N;NOM;FEM;PL
कंपन	wibracji	कंपन	wibracja		N;GEN;FEM;SG
एयरवेज	airways	एयरवे	airways	PROPN;NOM;MASC;SG;3	
संतुष्टि	satysfakcji	संतुष्टि	satysfakcja	N;NOM;FEM;SG;3	N;GEN;FEM;SG
संतुष्टि	zadowolenia	संतुष्टि	zadowolenie	N;NOM;FEM;SG;3	N;GEN;NEUT;SG
संतुष्टि	satysfakcję	संतुष्टि	satysfakcja	N;NOM;FEM;SG;3	N;ACC;FEM;SG
बाघों	tygrys	बाघ	tygrys	N;ACC;MASC;PL;3	N;NOM;MASC;SG
बाघों	tiger	बाघ	tiger	N;ACC;MASC;PL;3	
बाघों	tygrysy	बाघ	tygrys	N;ACC;MASC;PL;3	N;NOM;MASC;PL
रहीम	rahim	रहीम	rahić	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
बचाया	uratowany	बचा	uratować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
बचाया	uratowani	बचा	uratować	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
एस्टेट	posiadłości	एस्टेट	posiadłość	N;NOM;MASC;SG;3	N;GEN;FEM;SG
गुरुवार	czwartki	गुरुवार	czwartka	PROPN;NOM;MASC;SG;3	
गुरुवार	czwartek	गुरुवार	czwartek	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
वॉल्ट	walt	वॉल्ट	walt	PROPN;NOM;MASC;SG;3	
वॉल्ट	walta	वॉल्ट	walta	PROPN;NOM;MASC;SG;3	
