seikkailu	macera	seikkailu	macera	N;NOM;SG	
palmer	palmer	palmer	palmer	PROPN;NOM;SG	PROPN;NOM;SG;3
käymään	ziyaret	käydä	ziyaret	V;IN+ALL;SG;NFIN;ACT	N;NOM;SG;3
bafta	bafta	bafta	bafta	N;NOM;SG	
linkkiä	bağ	linkki	bağ	N;PRT;SG	
linkkiä	link	linkki	link	N;PRT;SG	
linkkiä	bağlantı	linkki	bağlantı	N;PRT;SG	
joachim	joachim	joachim	joachim	PROPN;NOM;SG	
gloria	gloria	gloria	gloria	N;NOM;SG	
asp	asp	asp	asp	N;NOM;SG	
silmä	gözün	silmä	göz	N;NOM;SG	N;GEN;SG;3
kane	kane	kane	kane	PROPN;NOM;SG	
karibian	karayip	karibia	karay	N;GEN;SG	ADV
karibian	karayipler	karibia	karayip	N;GEN;SG	N;NOM;PL;3
kokemus	deneyimi	kokemus	deney	N;NOM;SG	N;ACC;SG;3
kokemus	tecrübe	kokemus	tecrübe	N;NOM;SG	
kokemus	deneyim	kokemus	den	N;NOM;SG	
katto	tavan	katto	tavan	N;NOM;SG	
katto	çatı	katto	çatı	N;NOM;SG	
huomattavaa	fevkalade	huomattava	fevkalade	ADJ;PRT;SG	N;ESS;SG;3
haltija	gardiyan	haltija	gardiyan	N;NOM;SG	
haltija	tutucu	haltija	tutucu	N;NOM;SG	
haltija	holder	haltija	hol	N;NOM;SG	
kerttu	gretel	kerttu	gretel	N;NOM;SG	
kirjaimet	mektup	kirjain	mektup	N;NOM;PL	N;NOM;SG;3
kirjaimet	harf	kirjain	harf	N;NOM;PL	
petter	petter	petter	petter	PROPN;NOM;SG	
kysymyksen	soru	kysymys	soru	N;GEN;SG	
kysymyksen	sorum	kysymys	sorum	N;GEN;SG	
maila	bat	maila	bat	N;NOM;SG	
maila	yarasa	maila	yara	N;NOM;SG	
maila	sopa	maila	sopa	N;NOM;SG	
madison	madison	madison	madison	N;NOM;SG	PROPN;NOM;SG;3
maastossa	arazi	maasto	arazi	N;IN+ESS;SG	
riippumaton	bağımsız	riippumaton	bağımsız	ADJ;NOM;SG	
asemat	pozisyon	asema	pozisyon	N;NOM;PL	
asemat	istasyonları	asema	ista	N;NOM;PL	N;ACC;PL;3
taiteilijoita	sanatçılar	taiteilija	sanatçı	N;PRT;PL	N;NOM;PL;3
taiteilijoita	sanatçı	taiteilija	sanatçı	N;PRT;PL	
pysähtyi	durduruldu	pysähtyä	dur	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
nalle	ayı	nalle	ayı	N;NOM;SG	
nalle	bear	nalle	bear	N;NOM;SG	INTJ
irma	irma	irma	irma	PROPN;NOM;SG	
laukaisu	fırlatma	laukaisu	fırlatma	N;NOM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
laukaisu	başlat	laukaisu	başlat	N;NOM;SG	
kenian	kenya	kenia	kenya	N;GEN;SG	PROPN;NOM;SG;3
valvoo	monitörler	valvoa	monitör	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PL;3
valvoo	gözlemciler	valvoa	gözlemci	V;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
valvoo	monitör	valvoa	monitör	V;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
wim	wim	wim	wim	PROPN;NOM;SG	
vastuu	mesuliyet	vastuu	mesuliyet	N;NOM;SG	
vastuu	sorumlulukları	vastuu	sorumluluk	N;NOM;SG	N;NOM;PL;3
vastuu	sorumluluklar	vastuu	sorumluluk	N;NOM;SG	N;NOM;PL;3
vastuu	sorumluluğu	vastuu	sorumluluk	N;NOM;SG	N;ACC;SG;3
varaa	kitap	vara	kitap	N;PRT;SG	N;NOM;SG;3
varaa	rezerv	vara	rezerv	N;PRT;SG	
varaa	yedek	vara	yedek	N;PRT;SG	
varaa	rezerve	vara	rez	N;PRT;SG	N;NOM;SG;3
lane	lane	lane	la	N;NOM;SG	PROPN;NOM;SG;3
lane	şerit	lane	şerit	N;NOM;SG	
vaunun	trolley	vaunu	trolley	N;GEN;SG	N;NOM;SG;3
vaunun	tramvay	vaunu	tramvay	N;GEN;SG	N;NOM;SG;3
vaunun	vagon	vaunu	vagon	N;GEN;SG	
googlen	google	google	google	N;GEN;SG	
kulutus	tüketim	kulutus	tüket	N;NOM;SG	
kulutus	tüketimi	kulutus	tüket	N;NOM;SG	N;ACC;SG;3
ski	kayak	ski	kayak	PROPN;NOM;SG	N;NOM;SG;3
ski	ski	ski	si	PROPN;NOM;SG	N;NOM;SG;3
nilsson	nilsson	nilssoan	nilsson	N;NOM;SG	
turvallisuus	emniyeti	turvallisuus	emniyet	N;NOM;SG	N;ACC;SG;3
ihme	mucize	ihme	mucize	N;NOM;SG	
