mag	маг	mag	маг		N;INDF;MASC;SG
náhodou	инцидентно	náhodou	инцидентно	PART	ADV
náhodou	случайно	náhodou	случайно	PART	ADV
napísali	писмено	napísať	писмен	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADV
napísali	написана	napísať	напиша	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
napísali	написано	napísať	напиша	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
napísali	писмен	napísať	писмен	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
napísali	писмена	napísať	писмен	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;INDF;FEM;SG
napísali	написал	napísať	напиша	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
napísali	написа	napísať	напиша	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
tiger	тайгър	tiger	тайгър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
kolektív	колективни	kolektie	колективен	N;ANIM;NOM;MASC;SG	ADJ;INDF;PL
kolektív	колективна	kolektie	колективен	N;ANIM;NOM;MASC;SG	ADJ;INDF;FEM;SG
kolektív	колективно	kolektie	колективен	N;ANIM;NOM;MASC;SG	ADV
philippe	филип	philippa	филип	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
lese	уудс	les	уудс	N;INAN;ESS;MASC;SG	PROPN;INDF;MASC;SG
jadrovej	ядрено	jadrový	ядрен	ADJ;GEN;FEM;SG	ADV
jadrovej	ядрени	jadrový	ядрен	ADJ;GEN;FEM;SG	ADJ;INDF;PL
jay	джей	jay	джей	PROPN;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
podobnú	подобно	podobný	подобно	ADJ;ACC;FEM;SG	ADV
podobnú	подобни	podobný	подобен	ADJ;ACC;FEM;SG	ADJ;INDF;PL
čou	джоу	čo	джоу	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
záhreb	загреб	záhreb	загреб	PROPN;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
sľuby	обещава	sľub	обещавам	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sľuby	обет	sľub	обет	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
súčet	sum	súčet	sum	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
súčet	сум	súčet	сум	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
umiestnenia	разполагане	umiestnenie	разполагане	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	поставяне	umiestnenie	поставяне	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	позициониране	umiestnenie	позициониране	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	местоположение	umiestnenie	местоположение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	място	umiestnenie	място	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	местонахождение	umiestnenie	местонахождение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
umiestnenia	локация	umiestnenie	локация	N;NOM;NEUT;PL	N;INDF;FEM;SG
záhrade	градински	záhrada	градински	N;DAT;FEM;SG	ADJ;INDF;MASC;SG
derby	дерби	derba	дерба	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
teréne	терени	terén	терен	N;INAN;ESS;MASC;SG	N;INDF;MASC;PL
robinson	робинсън	robinson	робинсън	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
miestni	местни	miesto	местен	N;ANIM;NOM;MASC;PL	ADJ;INDF;PL
castle	замъка	castľa	замъкам	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
castle	замъкът	castľa	замък	PROPN;ANIM;NOM;MASC;SG	N;DEF;MASC;SG
castle	замък	castľa	замък	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
