maría	maría	maría	mariť	PROPN;NOM;FEM;SG;POS	N;NOM;FEM;SG
vlk	wolf	vlk	wolf	N;ANIM;NOM;MASC;SG;POS	PROPN;ANIM;NOM;MASC;SG
algoritmus	algoritmu	algoritmus	algoritma	N;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
jeruzalém	jeruzalem	jeruzalém	jeruzala	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;NOM;MASC;SG
jeruzalém	jeruzalema	jeruzalém	jeruzalem	PROPN;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
jeruzalém	jeruzaleme	jeruzalém	jeruzalem	PROPN;INAN;NOM;MASC;SG;POS	N;ANIM;NOM;MASC;PL
stručný	stručný	stručný	stručný	ADJ;INAN;NOM;MASC;SG;POS	ADJ;ANIM;NOM;MASC;SG
zásobování	zásoby	zásobování	zásob	N;NOM;NEUT;SG;POS	N;NOM;FEM;PL
zásobování	dodávky	zásobování	dodávka	N;NOM;NEUT;SG;POS	N;NOM;FEM;PL
obviněn	obvinili	obviněný	obviniť	ADJ;MASC;SG;POS;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
obviněn	obvinených	obviněný	obvinený	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
fórum	fór	fórum	fór	N;NOM;NEUT;SG;POS	N;GEN;FEM;PL
módní	módne	módní	módny	ADJ;NOM;MASC;SG;POS	N;NOM;FEM;PL
módní	fashion	módní	fashion	ADJ;NOM;MASC;SG;POS	N;VOC;FEM;SG
módní	móda	módní	móda	ADJ;NOM;MASC;SG;POS	N;NOM;FEM;SG
módní	módna	módní	módny	ADJ;NOM;MASC;SG;POS	N;NOM;FEM;SG
módní	módy	módní	móda	ADJ;NOM;MASC;SG;POS	N;NOM;FEM;PL
papír	papiera	papír	papier	N;INAN;NOM;MASC;SG;POS	N;INAN;GEN;MASC;SG
