romans	справі	romans	справа	N;NOM;MASC;SG	N;INAN;DAT;FEM;PL
rolnych	аграрна	rolny	аграрний	ADJ;GEN;MASC;PL	N;INAN;NOM;FEM;SG
rolnych	аграрний	rolny	аграрний	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
współpracownicy	колегам	współpracownik	колега	N;NOM;MASC;PL	N;ANIM;DAT;MASC;PL
współpracownicy	спільників	współpracownik	спільник	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
ofiara	будівельників	ofiara	будівельник	N;NOM;FEM;SG	N;ANIM;ACC;MASC;PL
ofiara	жертви	ofiara	жертва	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
leonardo	леонардо	leonardo	леонардо		PROPN;ANIM;NOM;MASC;SG
harrison	гаррісон	harrison	гаррісон		PROPN;ANIM;NOM;MASC;SG
ice	лід	icey	лід		N;INAN;NOM;MASC;SG
sánchez	санчес	sánchez	санчес	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
naturalny	натуральні	naturalny	натуральний	ADJ;NOM;MASC;SG	ADJ;NOM;PL
naturalny	природні	naturalny	природний	ADJ;NOM;MASC;SG	ADJ;NOM;PL
podobno	вірогідно	podobno	вірогідно	PART	ADV
złożona	складено	złożyć	скласти	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;0;FIN
złożona	комплекс	złożyć	комплекс	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;INAN;NOM;MASC;SG
złożona	складні	złożyć	складний	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;PL
niski	low	niski	low	ADJ;NOM;MASC;SG	
umowa	домовитися	umowa	домовитися	N;NOM;FEM;SG	V;PFV;NFIN
umowa	здати	umowa	здати	N;NOM;FEM;SG	V;PFV;NFIN
umowa	домовились	umowa	домовитися	N;NOM;FEM;SG	V;PFV;IND;PL;PST;FIN
