von	van	von	van	ADP	
das	dit	der	dit	PRO;NOM;NEUT;SG	PRO;NOM;SG;3
das	hierdie	der	hierdie	PRO;NOM;NEUT;SG	DET
das	dié	der	dié	PRO;NOM;NEUT;SG	DET
das	die	der	die	PRO;NOM;NEUT;SG	DET;DEF
das	dat	der	dat	PRO;NOM;NEUT;SG	CONJ
das	wat	der	wat	PRO;NOM;NEUT;SG	PRO
das	dai	der	dai	PRO;NOM;NEUT;SG	
mit	mee	mit	mee	ADP	
mit	mit	mit	mit	ADP	
für	altesaam	für	altesaam	ADP	DET
ein	een	ein	een	ADV	NUM
ein	ein	ein	ein	ADV	N;SG
dem	die	der	die	PRO;DAT;NEUT;SG	DET;DEF
eine	een	ein	een	DET;NOM;INDF;FEM;SG	NUM
auch	te	auch	te	ADV	PART
nach	nadat	nach	nadat	ADP	CONJ
bei	bei	bei	bei	ADP	
aus	aus	aus	aus	ADP	
aus	van	aus	van	ADP	
sie	julle	sie	julle	PRO;NOM;FEM;SG;3	PRO;SG;2
sie	jy	sie	jy	PRO;NOM;FEM;SG;3	PRO;NOM;SG;2
cest	cest	cest	cest		PROPN;SG
bis	uitstaande	bis	uitstaan	ADP	
bis	bis	bis	bis	ADP	N;SG
bis	totdat	bis	totdat	ADP	CONJ
ich	ich	ich	ich	PRO;NOM;SG;1	PROPN;SG
einer	een	ein	een	PRO;NOM;INDF;MASC;SG	NUM
werden	becoming	werden	becoming	V;NFIN;PASS	
oder	oder	oder	oder	CONJ	
durch	thru	durch	thru	ADP	
einen	een	ein	een	PRO;ACC;INDF;MASC;SG	NUM
dass	wat	dass	wat	CONJ	PRO
dass	dai	dass	dai	CONJ	
über	bo	über	bo	ADP	
wie	hoe	wie	hoe	ADP	PRO
wie	soos	wie	soos	ADP	CONJ
nur	nur	nur	nur	ADV	
unter	unter	unter	unter	ADP	
hat	het	haben	het	V;IND;SG;3;PRS;FIN	V;PRS
hat	hoed	haben	hoed	V;IND;SG;3;PRS;FIN	
artikel	items	artikel	item	ADJ	N;PL
artikel	artikels	artikel	artikel	ADJ	N;PL
man	man	man	man	PRO;NOM;INDF;SG	N;SG
vor	voorkant	vor	voorkant	ADP	N;SG
vor	front	vor	front	ADP	
vor	pre	vor	pre	ADP	
vor	vooraf	vor	vooraf	ADP	
vor	prior	vor	prior	ADP	
vor	before	vor	before	ADP	
wurden	were	werden	were	V;IND;PL;3;PST;FIN;PASS	
diese	dit	dies	dit	PRO;NOM;FEM;SG	PRO;NOM;SG;3
diese	hierdie	dies	hierdie	PRO;NOM;FEM;SG	DET
diese	dié	dies	dié	PRO;NOM;FEM;SG	DET
vom	vanuit	vom	vanuit		ADP
vom	vanaf	vom	vanaf		ADP
kann	may	können	may	V;IND;SG;3;PRS;FIN	
kann	mei	können	mei	V;IND;SG;3;PRS;FIN	
diskussion	debate	diskussion	debate	N	
seine	its	sein	its	DET;NOM;FEM;SG	
seine	seine	sein	seine	DET;NOM;FEM;SG	
dieser	dit	dies	dit	PRO;NOM;MASC;SG	PRO;NOM;SG;3
dieser	hierdie	dies	hierdie	PRO;NOM;MASC;SG	DET
dieser	dié	dies	dié	PRO;NOM;MASC;SG	DET
wenn	wanneer	wenn	wanneer	CONJ	PRO
dann	then	dann	then	ADV	
seiner	its	sein	its	DET;NOM;MASC;SG	
jahre	jaar	jahren	jaar	ADV	N;SG
jahre	jare	jahren	jaar	ADV	N;PL
mai	may	mai	may	PROPN;NOM;MASC;SG	
mai	mei	mai	mei	PROPN;NOM;MASC;SG	
mai	mag	mai	mag	PROPN;NOM;MASC;SG	V;PRS
isbn	isbn	isbn	isbn	;SG	
was	watse	was	wats	PRO;NOM;NEUT;SG	
was	wat	was	wat	PRO;NOM;NEUT;SG	PRO
