katalonii	catalonië	katalonia	catalonië		N;MASC+FEM;SG
murowana	murowana	murować	murowana	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
arkadiusz	arkadiusz	arkadiusz	arkadiusz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ustanowiony	opgericht	ustanowić	oprichten	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
ustanowiony	gevestigde	ustanowić	vestigen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
ustanowiony	gevestigd	ustanowić	vestigen	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
but	laars	but	laar		N;MASC+FEM;SG
but	schoen	but	schoen		N;MASC+FEM;SG
marion	marion	marion	marion	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
emma	emma	emma	emma	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ręcznie	manueel	ręcznie	manueel	ADV	ADJ
ręcznie	handmatig	ręcznie	handmatig	ADV	ADJ
gniazda	nesten	gniazda	nesten	N;ACC;NEUT;SG	N;PL
gniazda	sockets	gniazda	socket	N;ACC;NEUT;SG	N;PL
gniazda	nestelen	gniazda	nestelen	N;ACC;NEUT;SG	V;NFIN
lyon	lyon	lyon	lyon	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
louise	louise	louis	louis	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC+FEM;SG
dot	puntje	dot	punt		N;NEUT;SG
dot	dot	dot	dot		N;MASC+FEM;SG
dot	stip	dot	stip		N;MASC+FEM;SG
sedan	sedan	sedan	sedan		N;MASC+FEM;SG
know	weten	know	weten		V;NFIN
know	weet	know	weten		V;SG;PRS;FIN
gloria	gloria	gloria	gloria		N;MASC+FEM;SG
hubert	hubert	hubert	huberen	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
iihf	iihf	iihf	iihf		PROPN;NEUT;SG
porażka	falen	porażka	falen	N;NOM;FEM;SG	V;NFIN
porażka	mislukkingen	porażka	mislukking	N;NOM;FEM;SG	N;PL
porażka	mislukken	porażka	mislukken	N;NOM;FEM;SG	V;NFIN
porażka	verslaan	porażka	verslaan	N;NOM;FEM;SG	V;NFIN
curie	curie	curieć	curie		N;MASC+FEM;SG
włączone	inbegrepen	włączyć	inbegrip	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
włączone	ingeschakeld	włączyć	inschakelen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
short	kort	short	kort		ADJ
short	short	short	short		N;MASC+FEM;SG
short	korte	short	kort		ADJ
jules	jules	jules	jules	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
napoleon	napoleon	napoleon	napoleon		N;MASC+FEM;SG
zlokalizowane	gelokaliseerd	zlokalizować	lokaliseren	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
zlokalizowane	gelokaliseerd	zlokalizować	lokaliseren	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
zlokalizowane	gelokaliseerde	zlokalizować	gelokaliseerd	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;FIN
craig	craig	craig	craig	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rozpocząć	begin	rozpocząć	begin	V;PFV;NFIN;ACT	N;NEUT;SG
lloyd	lloyd	lloyd	lloyd	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
judy	judy	judy	judy		N;MASC+FEM;SG
amy	amy	amy	amy	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
ofiara	offeren	ofiara	offeren	N;NOM;FEM;SG	V;NFIN
leonardo	leonardo	leonardo	leonardo		N;MASC+FEM;SG
harrison	harrison	harrison	harrison		N;MASC+FEM;SG
ice	ijs	icey	ijs		N;NEUT;SG
ice	ice	icey	ice		N;MASC+FEM;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
podobno	zogenaamd	podobno	zogenaamd	PART	ADJ
podobno	vermeend	podobno	vermenen	PART	ADJ
podobno	vermoedelijk	podobno	vermoedelijk	PART	ADJ
złożona	samengesteld	złożyć	samenstellen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
złożona	samengestelde	złożyć	samenstellen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
złożona	gecomponeerd	złożyć	componeren	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
złożona	samengesteld	złożyć	samenstellen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
złożona	complex	złożyć	complex	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;NEUT;SG
złożona	gevouwen	złożyć	vouwen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
złożona	opgevouwen	złożyć	opvouwen	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
niski	low	niski	low	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
umowa	akkoord	umowa	akkoord	N;NOM;FEM;SG	ADJ
zwraca	retour	zwracać	retour	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
tytularny	titulair	tytularny	titulair	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
maksymalny	maximum	maksymalny	maximum	ADJ;NOM;MASC;SG	N;NEUT;SG
jewgienij	jevgeni	jewgień	jevgeni	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
deportivo	deportivo	deportivo	deportivo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rzesza	rijk	rzeszać	rijk	N;NOM;FEM;SG	ADJ
przetrwał	overleefden	przetrwać	overleven	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;PST;FIN
wcześniejsze	eerder	wczesny	eerder	ADJ;NOM;CMPR;NEUT;SG	ADV
wcześniejsze	voorgaande	wczesny	voorgaan	ADJ;NOM;CMPR;NEUT;SG	V;V.PTCP
wcześniejsze	vorig	wczesny	vorig	ADJ;NOM;CMPR;NEUT;SG	ADJ
wcześniejsze	vorige	wczesny	vorig	ADJ;NOM;CMPR;NEUT;SG	ADJ
wcześniejsze	eerdere	wczesny	eerder	ADJ;NOM;CMPR;NEUT;SG	PRO
summer	zomer	summer	zomer		N;MASC+FEM;SG
niedziela	zondag	niedziela	zondag		PROPN;MASC+FEM;SG
