milliméter	milimetre	milliméter	milimetre	N;NOM;SG	
kábel	kablo	kábel	kablo	N;NOM;SG	
kábel	kablolu	kábel	kablolu	N;NOM;SG	
büntetést	cezalı	büntetés	cezalı	N;ACC;SG	
nyak	boynu	nyak	boynu	N;NOM;SG	
nyak	boyun	nyak	boyun	N;NOM;SG	
légitársaság	havayolları	légitársaság	havayol	N;NOM;SG	N;NOM;PL;3
légitársaság	havayolları	légitársaság	havayol	N;NOM;SG	N;NOM;PL;3
többségi	çoğunluğu	többségi	çoğunluk	ADJ;NOM;SG	N;ACC;SG;3
többségi	çoğunluk	többségi	çoğunluk	ADJ;NOM;SG	N;NOM;SG;3
spears	mızrak	spears	mızrak	N;NOM;SG	
spears	spears	spears	spears	N;NOM;SG	
univerzum	kainat	univerzum	kainat	N;NOM;SG	
univerzum	evren	univerzum	evren	N;NOM;SG	
indulás	gidiş	indulás	gitiş	N;NOM;SG	
műholdas	uydu	műholdas	uy		N;NOM;SG;3
cső	boru	cső	boru	N;NOM;SG	
cső	pipo	cső	pipo	N;NOM;SG	
cső	boru	cső	boru	N;NOM;SG	
cső	tüp	cső	tüp	N;NOM;SG	
gyümölcs	meyve	gyümölcs	meyve	N;NOM;SG	
gyümölcs	meyveler	gyümölcs	meyve	N;NOM;SG	N;NOM;PL;3
gyümölcs	meyva	gyümölcs	meyva	N;NOM;SG	
gyümölcs	meyve	gyümölcs	meyve	N;NOM;SG	
gyümölcs	meyveler	gyümölcs	meyve	N;NOM;SG	N;NOM;PL;3
gyümölcs	meyva	gyümölcs	meyva	N;NOM;SG	
model	modeli	model	model		N;NOM;SG;3
szociológiai	sosyolojik	szociológiai	sosyolojik	ADJ;NOM;SG	
elisabeth	elisabeth	elisabeth	elisabeth		PROPN;NOM;SG;3
specifikus	spesifik	specifikus	spesifik	ADJ;NOM;SG	
specifikus	belirli	specifikus	belirli	ADJ;NOM;SG	
természettudós	natüralist	természettudós	natüralist	N;NOM;SG	
rachel	rachel	rachel	rachel	N;NOM;SG	
projektek	projelerin	projek	proje	N;NOM;PL	N;GEN;PL;3
projektek	proje	projek	proje	N;NOM;PL	
projektek	projeleri	projek	proje	N;NOM;PL	N;ACC;PL;3
viselkedése	davranışı	viselkedés	davranış	N;NOM;SG	N;ACC;SG;3
viselkedése	davranışlar	viselkedés	davranış	N;NOM;SG	N;NOM;PL;3
viselkedése	davranışları	viselkedés	davranış	N;NOM;SG	N;NOM;PL;3
montréal	montréal	montr	montréal	N;NOM;SG	PROPN;NOM;SG;3
oldódik	çözünür	oldódik	çözün	V;INDF;IND;SG;3;PRS;FIN;ACT	
firenzei	florentine	firenzei	florent	N;NOM;PL	N;DAT;SG;3
csillagkép	takımyıldız	csillagkép	takım	N;NOM;SG	
holló	crow	holló	crow	N;NOM;SG	
holló	karga	holló	karga	N;NOM;SG	
holló	karga	holló	karga	N;NOM;SG	
holló	kuzgun	holló	kuzgun	N;NOM;SG	
holló	raven	holló	raven	N;NOM;SG	
hírességek	şöhret	híresség	şöhret	N;NOM;PL	
hírességek	ünlüler	híresség	ünlü	N;NOM;PL	ADJ;NOM;PL;3
hírességek	ünlü	híresség	ünlü	N;NOM;PL	ADJ
hírességek	ünlüler	híresség	ünlü	N;NOM;PL	ADJ;NOM;PL;3
hírességek	ünlülerin	híresség	ünlü	N;NOM;PL	ADJ;GEN;PL;3
werder	werder	werder	werder	N;NOM;SG	PROPN;NOM;SG;3
