telugu	телугу	telugu	телуга	PROPN	N;INAN;NOM;MASC;SG
interior	внутренних	interior	внутренний	N;SG	ADJ;GEN;PL
interior	интерьеры	interior	интерьер	N;SG	N;INAN;NOM;MASC;PL
berpengalaman	опытные	berpengalaman	опытный	V;SG;ACT	ADJ;NOM;PL
berpengalaman	опытных	berpengalaman	опытный	V;SG;ACT	ADJ;GEN;PL
berpengalaman	опытный	berpengalaman	опытный	V;SG;ACT	ADJ;NOM;MASC;SG
berpengalaman	неопытных	berpengalaman	неопытный	V;SG;ACT	ADJ;GEN;PL
solomon	соломон	solomon	соломон	PROPN	N;ANIM;NOM;MASC;SG
solomon	соломоновых	solomon	соломоновый	PROPN	ADJ;GEN;PL
solomon	соломона	solomon	соломон	PROPN	N;ANIM;ACC;MASC;SG
jefferson	джефферсон	jefferson	джефферсон	PROPN	N;ANIM;NOM;MASC;SG
tafsir	тафсир	tafsir	тафсир	N	
luhur	возвышенный	luhur	возвышенный	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
integrasi	интеграции	integrasi	интеграция	N;SG	N;INAN;NOM;FEM;PL
ibm	ibm	ibm	ibm	PROPN	PROPN
zeus	зевс	zeus	зевс	PROPN	N;ANIM;NOM;MASC;SG
mengingatkan	напомнили	meningatkan	напомнить	V;SG;ACT	V;PFV;IND;PL;PST;FIN;ACT
dinamis	динамические	dinamis	динамический	ADJ;SG	ADJ;NOM;PL
dinamis	динамических	dinamis	динамический	ADJ;SG	ADJ;GEN;PL
dinamis	динамично	dinamis	динамично	ADJ;SG	ADV
zhao	чжао	zhao	чжао	PROPN	N;ANIM;NOM;MASC;SG
azhar	азхар	azhar	азхар	PROPN	
cacing	черви	cacing	черви	N;SG	N;ANIM;NOM;MASC;PL
cacing	червей	cacing	червь	N;SG	N;ANIM;GEN;MASC;PL
pembuluh	вены	pembuluh	вена	N;SG	N;INAN;NOM;FEM;PL
orangtua	родители	orangtua	родитель	N;SG	N;ANIM;NOM;MASC;PL
orangtua	родителям	orangtua	родитель	N;SG	N;ANIM;DAT;MASC;PL
orangtua	родителей	orangtua	родитель	N;SG	N;ANIM;GEN;MASC;PL
