right	правилно	righta	правилно		ADV
tudi	също	tudi	също	PART	ADV
leta	години	leto	година	N;GEN;NEUT;SG	N;INDF;FEM;PL
leta	годините	leto	година	N;GEN;NEUT;SG	N;DEF;FEM;PL
kot	like	kot	like	CONJ	PROPN;INDF;MASC;SG
team	тийм	teama	тийм	N;NOM;MASC;SG	N;INDF;MASC;PL
team	team	teama	team	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
bil	бе	biti	съм	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
med	inter	med	inter	ADP;INS	PROPN;INDF;MASC;SG
med	интер	med	интер	ADP;INS	PROPN;INDF;MASC;SG
glej	видя	gledati	видя-(се)	V;IPFV;IMP;SG;2;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
glej	вижте	gledati	видя-(се)	V;IPFV;IMP;SG;2;FIN	V;PFV;IMP;PL;2;FIN
glej	виж	gledati	видя-(се)	V;IPFV;IMP;SG;2;FIN	V;PFV;IMP;SG;2;FIN
glej	гледайте	gledati	гледам	V;IPFV;IMP;SG;2;FIN	V;IPFV;IMP;PL;2;FIN
bila	бе	biti	съм	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
lahko	могат	lahko	мога	ADV	V;IPFV;IND;PL;3;PRS;FIN;ACT
lahko	can	lahko	can	ADV	PROPN;INDF;MASC;SG
nova	ню	nov	ню	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
nova	ново	nov	нов	ADJ;NOM;FEM;SG	ADV
nova	нови	nov	нов	ADJ;NOM;FEM;SG	ADJ;INDF;PL
nova	nova	nov	nova	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
mehika	мексико	mehika	мексико	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
ter	тер	ter	тер	CONJ	N;INDF;MASC;SG
več	повече	več	повече	DET	ADV;INDF;PL
več	още	več	още	DET	ADV
zunanje	външна	zunanji	външен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
zunanje	външно	zunanji	външен	ADJ;NOM;FEM;PL	ADV
zunanje	външен	zunanji	външен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
pod	под	pod	под		ADP
del	дел	del	дел	N;NOM;MASC;SG	PROPN
del	del	del	del	N;NOM;MASC;SG	PROPN
kjer	къде	kjer	къде	CONJ	ADV
mesto	city	mesto	city	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
opombe	мнение	opomba	мнение	N;NOM;FEM;PL	N;INDF;NEUT;SG
vse	всичко	ves	всеки	DET;NOM;NEUT;SG	PRO;NOM;NEUT;SG
