של	shel	של	shel	PART;GEN	N;MASC+FEM;SG
את	jij	את	jij	PART;ACC	PRO;NOM;2
את	jou	את	jou	PART;ACC	PRO;ACC;2
על	ongeveer	על	ongeveer	ADP	ADV
היה	was	היה	zijn	V;MASC;SG;3;POS;PST	V;SG;PST;FIN
שיחה	bellen	שיחה	bellen	N;FEM;SG	V;NFIN
שיחה	bel	שיחה	bellen	N;FEM;SG	V;SG;PRS;FIN
לאחר	after	לאחר	after	ADP	
בין	bean	בין	bean	ADP	N;MASC+FEM;SG
בין	boon	בין	boon	ADP	N;MASC+FEM;SG
בין	boontje	בין	boon	ADP	N;NEUT;SG
בין	inter	בין	inter	ADP	N;MASC+FEM;SG
כל	allen	כול	al	DET;PSSD	PRO
כל	allemaal	כול	allemaal	DET;PSSD	ADV
כל	alles	כול	alles	DET;PSSD	PRO;3
כי	want	כי	want	CONJ	CONJ
יותר	more	יותר	more	ADV	
יותר	meer	יותר	veel	ADV	PRO
ישראל	israël	ישראל	israël	PROPN	PROPN;NEUT;SG
ישראל	israel	ישראל	israel	PROPN	PROPN;NEUT;SG
עד	till	עד	till	ADP	N;MASC+FEM;SG
יש	joepie	יש	joepie	V	N;MASC+FEM;SG
שם	naam	שם	naam	ADV	N;MASC+FEM;SG
בית	thuis	בית	thuis	N;MASC;SG	ADV
הייתה	was	היה	zijn	V;FEM;SG;3;POS;PST	V;SG;PST;FIN
אשר	asher	אשר	ash	CONJ	N;MASC+FEM;SG
אשר	escher	אשר	escher	CONJ	N;MASC+FEM;SG
אשר	usher	אשר	usher	CONJ	N;MASC+FEM;SG
אשר	welke	אשר	welk	CONJ	PRO
אשר	bevestigen	אשר	bevestigen	CONJ	V;NFIN
אשר	bevestig	אשר	bevestig	CONJ	V;SG;PRS;FIN
כמו	zoals	כמו	zoals	ADP	CONJ
כמו	like	כמו	lik	ADP	
אחד	one	אחד	oon	NUM;MASC;SG	
אחד	een	אחד	een	NUM;MASC;SG	DET;INDF
אחד	eén	אחד	eén	NUM;MASC;SG	N;MASC+FEM;SG
שמאל	linkse	שמאל	links	N;MASC;SG	ADJ
שמאל	linker	שמאל	linker	N;MASC;SG	ADJ
שמאל	links	שמאל	links	N;MASC;SG	ADJ
קישורים	links	קישורים	links	N;MASC;PL	ADJ
הברית	alliance	הברית	alliance	PROPN	N;MASC+FEM;SG
הברית	verbond	הברית	verbinden	PROPN	V;SG;PST;FIN
הברית	bondgenootschap	הברית	bondgenootschap	PROPN	N;NEUT;SG
הברית	alliantie	הברית	alliantie	PROPN	N;MASC+FEM;SG
בו	hem	ב	hem	ADP	PRO;ACC;3
בו	boe	ב	boe	ADP	N;MASC+FEM;SG
בו	boo	ב	boo	ADP	N;MASC+FEM;SG
היו	waren	היה	zijn	V;PL;3;POS;PST	V;PL;PST;FIN
רק	enkel	רק	enkel	ADV	PRO
רק	gewoon	רק	gewoon	ADV	ADJ
כאשר	wanneer	כאשר	wanneer	CONJ	ADV
בן	ben	בן	zijn	PROPN	V;SG;PRS;FIN
בן	zoon	בן	zoon	PROPN	N;MASC+FEM;SG
בן	son	בן	son	PROPN	N;MASC+FEM;SG
שלו	zijn	של	zijn		V;PL;PRS;FIN
שלו	its	של	its		
שני	tweede	שני	twee	NUM;MASC;PL	ADJ
שני	shani	שני	shani	NUM;MASC;PL	N;MASC+FEM;SG
שני	two	שני	two	NUM;MASC;PL	
שני	maandag	שני	maandag	NUM;MASC;PL	PROPN;MASC+FEM;SG
לו	lew	ל	lew		PROPN;MASC+FEM;SG
לו	lou	ל	luulen		N;MASC+FEM;SG
מה	wat	מה	wat	ADV	PRO;3
העולם	wereld	העולם	wereld		N;MASC+FEM;SG
העיר	stad	העיר	stad	V;MASC;SG;3;PST;ACT	N;MASC+FEM;SG
העיר	stad	העיר	stad	V;MASC;SG;3;PST;ACT	N;MASC+FEM;SG
במהלך	tijdens	במהלך	tijdens	ADV	ADP
במהלך	gedurende	במהלך	gedurende	ADV	ADP
כן	ja	כן	ja	ADV	INTJ
כן	ja	כן	ja	ADV	INTJ
שנים	jaar	שנה	jaar	N;FEM;PL	N;NEUT;SG
אף	neus	אף	neus	CONJ	N;MASC+FEM;SG
רבים	veel	רב	veel	V;MASC;PL;V.PTCP;ACT	PRO
רבים	velen	רב	veel	V;MASC;PL;V.PTCP;ACT	PRO
רבים	vele	רב	veel	V;MASC;PL;V.PTCP;ACT	PRO
רבים	meervoud	רב	meervoud	V;MASC;PL;V.PTCP;ACT	N;NEUT;SG
בה	haar	ב	haar		PRO;ACC;3
אין	geen	None	geen	ADV;NEG	DET
