پُکھراج	топаз	پُکھراج	топаз	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکھڑی	лепесток	پکھڑی	лепесток	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکھوا	поддержки	پکھوا	поддержка	PROPN;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
پکھوا	поддержка	پکھوا	поддержка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پکھوا	поддержку	پکھوا	поддержка	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پکھوا	поддерживаю	پکھوا	поддерживать	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
پکھوا	фланг	پکھوا	фланг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکھوا	сторона	پکھوا	сторона	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پکھوا	стороне	پکھوا	сторона	PROPN;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
پکھوا	круг	پکھوا	круг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکَھوٹا	фланг	پکَھوٹا	фланг	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکَھوٹا	крыло	پکَھوٹا	крыло	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پکَھوٹا	крыла	پکَھوٹا	крыло	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پکَھوٹا	сторона	پکَھوٹا	сторона	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پکَھوٹا	стороне	پکَھوٹا	сторона	PROPN;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
پکھیرو	птичка	پکھیرو	птичка	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پکھیرو	бёрд	پکھیرو	бёрд	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پکھیرو	птицы	پکھیرو	птица	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;PL
پکھیرو	птица	پکھیرو	птица	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
پگ	фут	پگ	фут	N;NOM;MASC;SG;3	
پگ	ногу	پگ	нога	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
پگ	тюрбан	پگ	тюрбан	N;NOM;MASC;SG;3	
پگا	семья	پگا	семья		N;INAN;NOM;FEM;SG
پگا	семейство	پگا	семейство		N;INAN;NOM;NEUT;SG
پگا	семейное	پگا	семейный		ADJ;NOM;NEUT;SG
پگا	семьи	پگا	семья		N;INAN;NOM;FEM;PL
پگا	родные	پگا	родной		ADJ;NOM;PL
پگا	потомство	پگا	потомство		N;INAN;NOM;NEUT;SG
پگار	оклады	پگار	оклад	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
پگار	оклад	پگار	оклад	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پگار	окладов	پگار	оклад	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
پگار	зарплата	پگار	зарплата	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پگار	дорога	پگار	дорога	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پگار	дорожной	پگار	дорожный	PROPN;NOM;MASC;SG;3	ADJ;INS;FEM;SG
پگار	road	پگار	road	PROPN;NOM;MASC;SG;3	PROPN
پگار	роуд	پگار	роуд	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پگار	путь	پگار	путь	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پگار	оплатить	پگار	оплатить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پگار	платить	پگار	платить	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
پگار	заплатить	پگار	платить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
پگار	оплата	پگار	оплата	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پگار	гарден	پگار	гарден	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پگار	сад	پگار	сад	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پگار	garden	پگار	garden	PROPN;NOM;MASC;SG;3	PROPN
پگار	заработная	پگار	заработный	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پگار	зарплата	پگار	зарплата	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پگاہ	утро	پگاہ	утро		N;INAN;NOM;NEUT;SG
پگاہ	morning	پگاہ	morning		PROPN
پگاہ	рассвете	پگاہ	рассвет		N;INAN;DAT;MASC;SG
پگاہ	рассвет	پگاہ	рассвет		N;INAN;NOM;MASC;SG
پگاہ	дон	پگاہ	дон		N;INAN;NOM;MASC;SG
پگڑی	индивидуальные	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;PL
پگڑی	отдельных	پگڑی	отдельный	N;NOM;FEM;SG;3	ADJ;GEN;PL
پگڑی	индивидуальное	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
پگڑی	индивидуальный	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
پگڑی	индивидуальная	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
پگڑی	индивидуальные	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;PL
پگڑی	отдельных	پگڑی	отдельный	N;NOM;FEM;SG;3	ADJ;GEN;PL
پگڑی	индивидуальное	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
پگڑی	индивидуальный	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
پگڑی	индивидуальная	پگڑی	индивидуальный	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
پگڑی	тюрбан	پگڑی	тюрбан	N;NOM;FEM;SG;3	
پگّل	сумасшедшая	پگّل	сумасшедший		ADJ;NOM;FEM;SG
پگّل	сумасшествие	پگّل	сумасшествие		N;INAN;NOM;NEUT;SG
پگّل	безумие	پگّل	безумие		N;INAN;NOM;NEUT;SG
پگّل	безумно	پگّل	безумно		ADV
پگّل	сумасшедший	پگّل	сумасшедший		ADJ;NOM;MASC;SG
پگّل	безумная	پگّل	безумный		ADJ;NOM;FEM;SG
پگّل	бешеный	پگّل	бешеный		ADJ;NOM;MASC;SG
پگّل	безумный	پگّل	безумный		ADJ;NOM;MASC;SG
پگلا	сумасшедшая	پگلا	сумасшедший	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پگلا	сумасшествие	پگلا	сумасшествие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پگلا	безумие	پگلا	безумие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پگلا	безумно	پگلا	безумно	PROPN;NOM;MASC;SG;3	ADV
پگلا	сумасшедший	پگلا	сумасшедший	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پگلا	безумная	پگلا	безумный	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پگلا	бешеный	پگلا	бешеный	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پگلا	безумный	پگلا	безумный	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پگنا	обожаю	پگ	обожать	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
پگوڈا	пагода	پگوڈا	пагода		N;INAN;NOM;FEM;SG
پِگھلنا	доходность	پِگھلنا	доходность	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پِگھلنا	урожайности	پِگھلنا	урожайность	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پِگھلنا	оттепель	پِگھلنا	оттепель	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پُل	мостик	پُل	мостик	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پُل	мост	پُل	мост	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پُل	бридж	پُل	бридж	PROPN;NOM;MASC;SG;3	
پلّا	шад	پلّا	шад	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلّا	мишень	پلّا	мишень	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پلّا	цель	پلّا	цель	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پلّا	ножницы	پلّا	ножницы	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پلّا	расстояние	پلّا	расстояние	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پِلّا	щенка	پِلِ	щенок	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پِلّا	щенок	پِلِ	щенка	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلاتک	беглеца	پلاتک	беглец	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
پلاتک	беглец	پلاتک	беглец	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پلاس	холст	پلاس	холст	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِلپِل	перец	پِلپِل	перец	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پِلپِل	пеппер	پِلپِل	пеппер	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
پِلپِلا	трусливый	پِلپِلا	трусливый	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِلپِلا	периферического	پِلپِلا	периферический	PROPN;NOM;MASC;SG;3	ADJ;GEN;MASC;SG
پِلپِلا	робкий	پِلپِلا	робкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِلپِلا	мягкий	پِلپِلا	мягкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
پِلپِلا	нежная	پِلپِلا	нежный	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پِلپِلا	мягкая	پِلپِلا	мягкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
پِلپِلا	мягкое	پِلپِلا	мягкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
پِلپِلا	мягкие	پِلپِلا	мягкий	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
پِلپِلاہٹ	мягкость	پِلپِلاہٹ	мягкость	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پُلپُلاہٹ	мягкость	پُلپُلاہٹ	мягкость	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پُلپُلاہٹ	страх	پُلپُلاہٹ	страх	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلٹا	месть	پلٹا	месть	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
پلٹا	революция	پلٹا	революция	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;SG
پلٹا	революции	پلٹا	революция	V;PFV;MASC;SG;V.PTCP;ACT	N;INAN;NOM;FEM;PL
پلٹانا	возвращения	پلٹانا	возвращение	V;MASC;SG;NFIN;ACT	N;INAN;GEN;NEUT;SG
پلٹانا	возврат	پلٹانا	возврат	V;MASC;SG;NFIN;ACT	N;INAN;NOM;MASC;SG
پلٹانا	вернуться	پلٹانا	вернуться	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;MID
پلٹانا	возвращение	پلٹانا	возвращение	V;MASC;SG;NFIN;ACT	N;INAN;NOM;NEUT;SG
پلٹائو	противоречие	پلٹائو	противоречие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلٹائو	противоречия	پلٹائو	противоречие	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
پلٹائو	реакция	پلٹائو	реакция	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پلٹائو	реакции	پلٹائو	реакция	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پلٹن	взвод	پلٹن	взвод		N;INAN;NOM;MASC;SG
پلٹن	толпы	پلٹن	толпа		N;INAN;NOM;FEM;PL
پلٹن	толпа	پلٹن	толпа		N;INAN;NOM;FEM;SG
پلٹن	мафия	پلٹن	мафия		N;INAN;NOM;FEM;SG
پلٹن	моб	پلٹن	моб		N;INAN;NOM;MASC;SG
پلٹن	мафии	پلٹن	мафия		N;INAN;NOM;FEM;PL
پلٹن	толпа	پلٹن	толпа		N;INAN;NOM;FEM;SG
پلٹنا	возвращения	پلٹ	возвращение	V;MASC;SG;NFIN;ACT	N;INAN;GEN;NEUT;SG
پلٹنا	возврат	پلٹ	возврат	V;MASC;SG;NFIN;ACT	N;INAN;NOM;MASC;SG
پلٹنا	вернуться	پلٹ	вернуться	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;MID
پلٹنا	возвращение	پلٹ	возвращение	V;MASC;SG;NFIN;ACT	N;INAN;NOM;NEUT;SG
پلٹنا	отступление	پلٹ	отступление	V;MASC;SG;NFIN;ACT	N;INAN;NOM;NEUT;SG
پلشت	загрязненных	پلشت	загрязненный	PROPN;NOM;MASC;SG;3	V;PFV;GEN;PL;PST;V.PTCP;PASS
پلشتی	загрязнение	پلشتی	загрязнение	PROPN;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
پلشتی	примесей	پلشتی	примесь	PROPN;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
پلک	мгновение	پلک	мгновение	V;SG;ACT	N;INAN;NOM;NEUT;SG
پلک	момент	پلک	момент	V;SG;ACT	N;INAN;NOM;MASC;SG
پلک	минута	پلک	минута	V;SG;ACT	N;INAN;NOM;FEM;SG
پلنا	колыбели	پل	колыбель	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پلنا	процветать	پل	процветать	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
پِلنا	шторм	پِل	шторм	V;MASC;SG;NFIN;ACT	N;INAN;NOM;MASC;SG
پِلنا	буря	پِل	буря	V;MASC;SG;NFIN;ACT	N;INAN;NOM;FEM;SG
پِلنا	гроза	پِل	гроза	V;MASC;SG;NFIN;ACT	N;INAN;NOM;FEM;SG
پِلنا	нападение	پِل	нападение	V;MASC;SG;NFIN;ACT	N;INAN;NOM;NEUT;SG
پِلنا	атака	پِل	атака	V;MASC;SG;NFIN;ACT	N;INAN;NOM;FEM;SG
پِلنا	атаку	پِل	атака	V;MASC;SG;NFIN;ACT	N;INAN;ACC;FEM;SG
پُلندا	кучи	پُلندا	куча	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
پُلندا	куча	پُلندا	куча	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
پُلندا	bundle	پُلندا	bundle	PROPN;NOM;MASC;SG;3	PROPN
پُلندا	стек	پُلندا	стек	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلنگ	кровати	پلنگ	кровать	V;SG;ACT	N;INAN;NOM;FEM;PL
پلنگ	постель	پلنگ	постель	V;SG;ACT	N;INAN;NOM;FEM;SG
پلنگ	кровать	پلنگ	кровать	V;SG;ACT	N;INAN;NOM;FEM;SG
پلنگ	гепард	پلنگ	гепард	V;SG;ACT	N;ANIM;NOM;MASC;SG
پلنگ	кровати	پلنگ	кровать	V;SG;ACT	N;INAN;NOM;FEM;PL
پلنگ	постель	پلنگ	постель	V;SG;ACT	N;INAN;NOM;FEM;SG
پلنگ	кровать	پلنگ	кровать	V;SG;ACT	N;INAN;NOM;FEM;SG
پلنگ	гепард	پلنگ	гепард	V;SG;ACT	N;ANIM;NOM;MASC;SG
پلُّو	край	پلُّو	край	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
پلُّو	краю	پلُّو	край	PROPN;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
