din	vom	din	vom	ADP;ACC	
care	who	care	who	PRO;3	PROPN;NOM;SG
care	wem	care	wer	PRO;3	ADV
care	wen	care	wer	PRO;3	ADV
care	wer	care	wer	PRO;3	PRO;NOM;SG
care	welches	care	welch	PRO;3	PRO;NOM;NEUT;SG
care	welcher	care	welch	PRO;3	PRO;NOM;MASC;SG
care	welche	care	welch	PRO;3	PRO;NOM;SG
care	welchen	care	welch	PRO;3	PRO;NOM;SG
mai	mai	mai	mai	ADV	PROPN;NOM;MASC;SG
mai	weiteres	mai	weit	ADV	ADJ;NOM;NEUT;SG
mai	weitere	mai	weit	ADV	ADJ;NOM;FEM;PL
lui	lui	el	lui	PRO;3	
lui	seinem	el	sein	PRO;3	DET;DAT;MASC;SG
lui	seinen	el	sein	PRO;3	DET;ACC;MASC;SG
lui	seine	el	sein	PRO;3	DET;NOM;FEM;SG
lui	sein	el	sein	PRO;3	DET;NOM;MASC;SG
lui	seiner	el	sein	PRO;3	DET;NOM;MASC;SG
sit	aufstellungsort	sit	aufstellungsort	N;INDF;MASC;SG	ADJ
sit	webseite	sit	webseite	N;INDF;MASC;SG	
sit	standort	sit	standoren	N;INDF;MASC;SG	ADV
după	danach	după	danach	ADP;ACC	ADV
după	after	după	aft	ADP;ACC	PROPN;NOM;SG
după	nachher	după	nachher	ADP;ACC	ADV
după	nachdem	după	nachdem	ADP;ACC	CONJ
ale	ale	al	ale	DET;FEM;PL	
lea	lea	lea	lea		PROPN;NOM;MASC;SG
regiunea	region	regiune	Region	N;DEF;FEM;SG	
regiunea	gebiet	regiune	gebieten	N;DEF;FEM;SG	ADJ
mare	great	mare	greaen	ADJ;INDF;MASC;SG	PROPN
mare	große	mare	groß	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
mare	big	mare	bigen	ADJ;INDF;MASC;SG	
mare	großen	mare	groß	ADJ;INDF;MASC;SG	ADJ;PL
mare	große	mare	groß	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
anul	jahr	an	Jahr	N;DEF;MASC;SG	N;NOM;NEUT;SG
anul	baujahr	an	baujahr	N;DEF;MASC;SG	
anul	jahres	an	jahres	N;DEF;MASC;SG	N;NOM;NEUT;SG
anul	jahre	an	jahren	N;DEF;MASC;SG	ADV
comună	gemeinsames	comun	gemeinsam	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
comună	gemeinsame	comun	gemeinsam	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
externe	externe	extern	extern	ADJ;INDF;FEM;PL	
externe	außenhandel	extern	außenhandel	ADJ;INDF;FEM;PL	
externe	außen	extern	außen	ADJ;INDF;FEM;PL	ADV
locuitori	bewohner	locuitor	bewohner	N;INDF;MASC;PL	ADJ
locuitori	anwohner	locuitor	anwohner	N;INDF;MASC;PL	
locuitori	bewohner	locuitor	bewohner	N;INDF;MASC;PL	ADJ
legături	verbindungen	legătură	verbindung	N;INDF;FEM;PL	V;NFIN
legături	verweise	legătură	verweisen	N;INDF;FEM;PL	
legături	verknüpfungen	legătură	verknüpfung	N;INDF;FEM;PL	V;NFIN
legături	links	legătură	links	N;INDF;FEM;PL	ADV
legături	anschlüsse	legătură	anschlüssen	N;INDF;FEM;PL	
legături	verbindungen	legătură	verbindung	N;INDF;FEM;PL	V;NFIN
vezi	schau	vedea	schau	V;IND;SG;2;PRS;FIN	;SG
vezi	see	vedea	see	V;IND;SG;2;PRS;FIN	
vezi	siehe	vedea	sehen	V;IND;SG;2;PRS;FIN	V;IMP;SG;FIN
dar	doch	dar	doch	CONJ;POS	ADV
dar	allerdings	dar	allerdings	CONJ;POS	ADV
dar	but	dar	bun	CONJ;POS	
dar	jedoch	dar	jedoch	CONJ;POS	ADV
cod	vorwahl	cod	vorwahl		PROPN
cod	quelltext	cod	quelltext		V;IND;SG;3;PST;FIN
populație	bevölkerung	populație	bevölkerung	N;INDF;FEM;SG	ADJ
populație	bevölkerungszahl	populație	bevölkerungszahl	N;INDF;FEM;SG	ADJ
populație	grundgesamtheit	populație	grundgesamtheit	N;INDF;FEM;SG	ADJ;NOM;SG
populație	einwohner	populație	einwohner	N;INDF;FEM;SG	N;NOM;MASC;PL
populație	einwohnerzahl	populație	einwohnerzahl	N;INDF;FEM;SG	ADJ
bucurești	bukarest	bucuresc	bukarest	PROPN	PROPN;NOM;NEUT;SG
fiind	wesen	fi	wesen	V;V.MSDR	N;NOM;NEUT;SG
românia	rumänien	românia	Rumänien	PROPN	PROPN
jpg	jpg	jpg	jpg	N	
lista	liste	listă	lassen	N;DEF;FEM;SG	N;NOM;FEM;SG
lista	verzeichnis	listă	verzeichnis	N;DEF;FEM;SG	
lista	aufstellung	listă	aufstellingen	N;DEF;FEM;SG	N;NOM;FEM;SG
ucraina	ukraine	ucraina	ukrain	PROPN	PROPN;NOM;SG
nume	namen	nume	name	N;INDF	
nume	bezeichnung	nume	Bezeichnung	N;INDF	ADJ
nume	vorname	nume	vornam	N;INDF	
ani	ani	an	ani	N;INDF;MASC;PL	PROPN;NOM;SG
ani	jahren	an	jahren	N;INDF;MASC;PL	ADJ
ani	jahre	an	jahren	N;INDF;MASC;PL	ADV
avea	hatten	avea	haben	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PST;FIN
avea	hatte	avea	haben	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
între	dazwischen	între	dazwischen	ADP;ACC	ADV
până	till	până	till	ADP;ACC	PROPN;SG
comuna	stadtverwaltung	comună	stadtverwaltung	N;DEF;FEM;SG	PROPN
comuna	gemeinde	comună	gemeinde	N;DEF;FEM;SG	N;NOM;FEM;SG
comuna	kommune	comună	kommun	N;DEF;FEM;SG	N;NOM;FEM;SG
comuna	gemeinsamen	comună	gemeinsam	N;DEF;FEM;SG	ADJ;SG
comuna	häufig	comună	häufig	N;DEF;FEM;SG	ADJ
comuna	allgemein	comună	allgemein	N;DEF;FEM;SG	ADJ
comuna	gemeinsames	comună	gemeinsam	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
comuna	gemeinsame	comună	gemeinsam	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
poate	vllt	poate	vllt	ADV	
poate	womöglich	poate	womöglich	ADV	ADJ
poate	womöglich	poate	womöglich	ADV	ADJ
două	zweit	doi	zweit	NUM;FEM;PL	
două	beiden	doi	beide	NUM;FEM;PL	PRO;NOM;INDF;PL
două	two	doi	two	NUM;FEM;PL	PROPN;SG
rege	königs	rege	königs	N;INDF;MASC;SG	
rege	king	rege	köngen	N;INDF;MASC;SG	
sub	under	sub	under	ADP;ACC	
alte	sonstiges	alt	sonstig	DET;FEM;PL;3	ADJ;NOM;NEUT;SG
alte	andere	alt	ander	DET;FEM;PL;3	ADJ;NOM;FEM;PL
alte	anderen	alt	ander	DET;FEM;PL;3	ADJ;NOM;PL
alte	sonstige	alt	sonstig	DET;FEM;PL;3	ADJ;NOM;FEM;PL
alte	anderes	alt	ander	DET;FEM;PL;3	ADJ;NOM;NEUT;SG
când	wenn	când	wenn	ADV	CONJ
când	wann	când	wann	ADV	ADV
regiune	region	regiune	Region	N;INDF;FEM;SG	
regiune	gebiet	regiune	gebieten	N;INDF;FEM;SG	ADJ
anii	jahren	an	jahren	N;DEF;MASC;PL	ADJ
anii	jahre	an	jahren	N;DEF;MASC;PL	ADV
parte	teilweise	parte	teilweise	N;INDF;FEM;SG	ADV
parte	teil	parte	teil	N;INDF;FEM;SG	ADV
județul	komitat	județ	komitat	N;DEF;MASC;SG	PROPN
județul	kreis	județ	kreis	N;DEF;MASC;SG	ADV
județul	bezirk	județ	bezirk	N;DEF;MASC;SG	PROPN
județul	grafschaft	județ	grafschaft	N;DEF;MASC;SG	ADJ
județul	county	județ	county	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
centura	sicherheitsgurt	centură	sicherheitsgurt	N;DEF;FEM;SG	ADJ
centura	gürtel	centură	gürtel	N;DEF;FEM;SG	
centura	gurt	centură	guren	N;DEF;FEM;SG	ADJ
centura	riemen	centură	riemen	N;DEF;FEM;SG	V;NFIN
centura	belt	centură	belt	N;DEF;FEM;SG	PROPN
dinastia	dynastie	dinastie	dynastie	N;DEF;FEM;SG	
septembrie	september	septembrie	september	N;INDF;MASC;SG	PROPN;SG
timp	zeit	timp	zeit	N;INDF;MASC;SG	ADJ
timp	uhrzeit	timp	uhrzeit	N;INDF;MASC;SG	ADJ
timp	zeiten	timp	zeiten	N;INDF;MASC;SG	V;NFIN
timp	zeitraum	timp	zeitraum	N;INDF;MASC;SG	ADV
timp	zeitpunkt	timp	zeitpunkt	N;INDF;MASC;SG	ADJ
despre	etwa	despre	etwa	ADP;ACC	ADV
unde	wo	unde	wo	ADV	ADV
unde	wohin	unde	wohin	ADV	ADV
majoritatea	most	majoritate	most	N;DEF;FEM;SG	
majoritatea	meist	majoritate	meist	N;DEF;FEM;SG	ADV
majoritatea	meisten	majoritate	meist	N;DEF;FEM;SG	ADJ;NOM;INDF;PL
majoritatea	mehrzahl	majoritate	mehrzahl	N;DEF;FEM;SG	ADJ
majoritatea	mehrheit	majoritate	mehrheit	N;DEF;FEM;SG	N;NOM;SG
densitate	bevölkerungsdichte	densitate	bevölkerungsdichte	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
densitate	dichte	densitate	dicht	N;INDF;FEM;SG	ADJ;NOM;SG
limbă	zungen	limbă	zung	N;INDF;FEM;SG	
limbă	tongue	limbă	tongue	N;INDF;FEM;SG	PROPN;NOM;SG
limbă	zunge	limbă	zung	N;INDF;FEM;SG	
limbă	amtssprache	limbă	amtssprechen	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
limbă	sprachen	limbă	sprechen	N;INDF;FEM;SG	V;FIN
limbă	sprache	limbă	sprechen	N;INDF;FEM;SG	N;NOM;FEM;SG
iunie	juni	iunie	juni	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
iunie	june	iunie	jun	N;INDF;MASC;SG	PROPN
multe	viele	mult	viel	PRO;FEM;PL;3	ADJ;NOM;INDF;PL
multe	vieles	mult	viel	PRO;FEM;PL;3	PRO;NOM;INDF;NEUT;SG
multe	zahlreiche	mult	zahlreich	PRO;FEM;PL;3	ADJ;NOM;FEM;PL
multe	vielen	mult	viel	PRO;FEM;PL;3	ADJ;ACC;INDF;MASC;PL
socorro	socorro	socorro	socorro		PROPN;NOM;SG
prima	erste	prim	erst	NUM;DEF;FEM;SG	ADJ;NOM;FEM;PL
prima	zuerst	prim	zuerst	NUM;DEF;FEM;SG	ADV
prima	erster	prim	erst	NUM;DEF;FEM;SG	ADJ;NOM;MASC;SG
prima	first	prim	fersen	NUM;DEF;FEM;SG	PROPN
prima	ersten	prim	erst	NUM;DEF;FEM;SG	ADJ;NOM;PL
octombrie	oktober	octombrie	oktober	N;INDF;MASC;SG	PROPN;NOM;SG
octombrie	october	octombrie	october	N;INDF;MASC;SG	PROPN
august	august	august	augusten	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sat	feriendorf	sat	feriendorf	N;INDF;MASC;SG	
sat	ortschaft	sat	ortschaft	N;INDF;MASC;SG	ADJ
sat	sa	sat	sa	N;INDF;MASC;SG	
sat	saßen	sat	sitzen	N;INDF;MASC;SG	V;IND;PL;3;PST;FIN
sat	saß	sat	sitzen	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
sat	sat	sat	sat	N;INDF;MASC;SG	
martie	marsch	martie	marsch	N;INDF;MASC;SG	ADJ
martie	march	martie	march	N;INDF;MASC;SG	PROPN
martie	märz	martie	märz	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
biserica	kirchen	biserică	Kirche	N;DEF;FEM;SG	N;PL
biserica	church	biserică	church	N;DEF;FEM;SG	PROPN
biserica	kirche	biserică	kirche	N;DEF;FEM;SG	
fișier	datei	fișier	datei	N;INDF;MASC;SG	
fișier	dateien	fișier	datei	N;INDF;MASC;SG	V;NFIN
decembrie	december	decembrie	december	N;INDF;MASC;SG	PROPN
decembrie	dezember	decembrie	dezember	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
toate	alle	tot	alle	PRO;FEM;PL;3	PRO;NOM;INDF;PL
toate	alles	tot	alle	PRO;FEM;PL;3	PRO;NOM;INDF;NEUT;SG
toate	all	tot	all	PRO;FEM;PL;3	ADV
ianuarie	jänner	ianuarie	jann	N;INDF;MASC;SG	
ianuarie	januar	ianuarie	januar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ianuarie	january	ianuarie	january	N;INDF;MASC;SG	
adresă	anschrift	adresa	anschreifen	N;INDF;FEM;SG	V;V.PTCP
adresă	adresse	adresa	adresse	N;INDF;FEM;SG	N;NOM;FEM;SG
adresă	ansprache	adresa	ansprechen	N;INDF;FEM;SG	N;NOM;FEM;SG
adresă	adressen	adresa	adressen	N;INDF;FEM;SG	V;NFIN
noiembrie	november	noiembrie	november	N;INDF;MASC;SG	PROPN
cum	wie	cum	wie	ADV	ADP
cum	woher	cum	woher	ADV	ADV
imagine	bild	imagine	bild	N;INDF;FEM;SG	
imagine	abbildung	imagine	abbildung	N;INDF;FEM;SG	
imagine	bild	imagine	bild	N;INDF;FEM;SG	
imagine	abbild	imagine	abbild	N;INDF;FEM;SG	
statul	bundesland	stat	bundesland	N;DEF;MASC;SG	
statul	zustand	stat	zustand	N;DEF;MASC;SG	
statul	mitgliedstaat	stat	mitgliedstaat	N;DEF;MASC;SG	ADJ
statul	bundesstaat	stat	bundesstaat	N;DEF;MASC;SG	ADJ
avut	hatten	avea	haben	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
familia	familien	familie	familien	N;DEF;FEM;SG	V;IND;PL;3;FIN
familia	familie	familie	familie	N;DEF;FEM;SG	N;NOM;FEM;SG
numele	namen	nume	name	N;DEF;MASC;SG	
numele	bezeichnung	nume	Bezeichnung	N;DEF;MASC;SG	ADJ
numele	vorname	nume	vornam	N;DEF;MASC;SG	
numele	name	nume	Name	N;DEF;MASC;SG	N;NOM;SG
timpul	zeit	timp	zeit	N;DEF;MASC;SG	ADJ
timpul	uhrzeit	timp	uhrzeit	N;DEF;MASC;SG	ADJ
timpul	zeiten	timp	zeiten	N;DEF;MASC;SG	V;NFIN
timpul	zeitraum	timp	zeitraum	N;DEF;MASC;SG	ADV
timpul	zeitpunkt	timp	zeitpunkt	N;DEF;MASC;SG	ADJ
nord	nordsee	nord	nordsee	N;INDF;MASC;SG	PROPN;NOM;SG
nord	norden	nord	norden	N;INDF;MASC;SG	V;NFIN
nord	nordosten	nord	nordosten	N;INDF;MASC;SG	V;FIN
nord	nord	nord	nord	N;INDF;MASC;SG	ADJ
nord	nord	nord	nord	N;INDF;MASC;SG	ADJ
principală	wichtigsten	principal	wichtig	ADJ;INDF;FEM;SG	ADJ;PL
principală	main	principal	main	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG
principală	wichtigste	principal	wichtig	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
principală	hauptsache	principal	hauptsache	ADJ;INDF;FEM;SG	ADV
principală	haupt	principal	haupen	ADJ;INDF;FEM;SG	
sud	südlich	sud	südlich	N;INDF;MASC;SG	ADJ
sud	süden	sud	süden	N;INDF;MASC;SG	V;NFIN
aprilie	april	aprilie	april	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
erau	wurden	fi	werden	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;PST;FIN;PASS
erau	waren	fi	sein	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;PST;FIN
loc	stelle	loc	stellen	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
loc	platz	loc	platz	N;INDF;MASC;SG	ADV
primul	erste	prim	erst	NUM;DEF;MASC;SG	ADJ;NOM;FEM;PL
primul	zuerst	prim	zuerst	NUM;DEF;MASC;SG	ADV
primul	erster	prim	erst	NUM;DEF;MASC;SG	ADJ;NOM;MASC;SG
primul	first	prim	fersen	NUM;DEF;MASC;SG	PROPN
primul	ersten	prim	erst	NUM;DEF;MASC;SG	ADJ;NOM;PL
iulie	juli	iulie	juli	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
iulie	july	iulie	july	N;INDF;MASC;SG	
doar	einzige	doar	einzig	ADV	ADJ;NOM;FEM;PL
doar	einzig	doar	einzig	ADV	ADJ
doar	einzigen	doar	einzig	ADV	ADJ;NOM;PL
doar	just	doar	just	ADV	PROPN;NOM;SG
editura	verlage	editură	verlagen	N;DEF;FEM;SG	
editura	herausgeber	editură	herausgeber	N;DEF;FEM;SG	ADJ
editura	verleger	editură	verleger	N;DEF;FEM;SG	ADJ
editura	verlag	editură	verliegen	N;DEF;FEM;SG	N;NOM;MASC;SG
asteroid	asteroiden	asteroid	asteroiden	ADJ;INDF;MASC;SG	
asteroid	asteroid	asteroid	asteroid	ADJ;INDF;MASC;SG	N;NOM;SG
februarie	february	februarie	february	N;INDF;MASC;SG	
februarie	februar	februarie	februaer	N;INDF;MASC;SG	PROPN;NOM;SG
recensământului	zensus	recensământ	zensus	N;DEF;MASC;SG	PROPN
recensământului	zählungen	recensământ	zählung	N;DEF;MASC;SG	V;NFIN
listă	liste	listă	lassen	N;INDF;FEM;SG	N;NOM;FEM;SG
listă	verzeichnis	listă	verzeichnis	N;INDF;FEM;SG	
listă	aufstellung	listă	aufstellingen	N;INDF;FEM;SG	N;NOM;FEM;SG
trei	dreien	trei	dreien	NUM;PL	
trei	three	trei	threen	NUM;PL	PROPN
trei	dreier	trei	dreier	NUM;PL	
asteroizi	asteroiden	asteroid	asteroiden	N;INDF;MASC;PL	
limba	zungen	limbă	zung	N;DEF;FEM;SG	
limba	tongue	limbă	tongue	N;DEF;FEM;SG	PROPN;NOM;SG
limba	zunge	limbă	zung	N;DEF;FEM;SG	
limba	amtssprache	limbă	amtssprechen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
limba	sprachen	limbă	sprechen	N;DEF;FEM;SG	V;FIN
limba	sprache	limbă	sprechen	N;DEF;FEM;SG	N;NOM;FEM;SG
discuție	diskussionen	discuție	diskussion	N;INDF;FEM;SG	V;NFIN
franța	frankreich	franța	frankreich	PROPN	PROPN;NOM;SG
partea	teilweise	parte	teilweise	N;DEF;FEM;SG	ADV
partea	teil	parte	teil	N;DEF;FEM;SG	ADV
mult	vieles	mult	viel	ADV	PRO;NOM;INDF;NEUT;SG
mult	much	mult	machen	ADV	
fără	without	fără	withouen	ADP;ACC	
departamentul	hauptabteilung	departament	hauptabteilung	N;DEF;MASC;SG	ADJ
departamentul	abteilung	departament	abteilingen	N;DEF;MASC;SG	ADJ
departamentul	dienststelle	departament	dienststelle	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
departamentul	fachbereich	departament	fachbereich	N;DEF;MASC;SG	
foarte	very	foarte	very	ADV	
data	zeitpunkt	dată	zeitpunkt	N;DEF;FEM;SG	ADJ
data	datum	dată	datum	N;DEF;FEM;SG	
data	angaben	dată	angeben	N;DEF;FEM;SG	V;NFIN
data	datenschutz	dată	datenschutz	N;DEF;FEM;SG	ADJ
data	daten	dată	daten	N;DEF;FEM;SG	N;NOM;NEUT;PL
departament	hauptabteilung	departament	hauptabteilung	N;INDF;MASC;SG	ADJ
departament	abteilung	departament	abteilingen	N;INDF;MASC;SG	ADJ
departament	dienststelle	departament	dienststelle	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
departament	fachbereich	departament	fachbereich	N;INDF;MASC;SG	
unul	einen	unul	ein	PRO;MASC;SG;3	PRO;ACC;INDF;MASC;SG
unul	eins	unul	ein	PRO;MASC;SG;3	
unul	einer	unul	ein	PRO;MASC;SG;3	PRO;NOM;INDF;MASC;SG
unul	eine	unul	ein	PRO;MASC;SG;3	DET;NOM;INDF;FEM;SG
unul	ein	unul	ein	PRO;MASC;SG;3	ADV
apoi	anschließend	apoi	anschließend	ADV	ADJ
