que	dat
del	del
los	het
los	de
con	met
las	het
las	de
una	one
una	één
una	een
una	eén
categoría	categorie
para	voor
como	hoe
como	zoals
como	like
fue	was
más	more
más	meer
sus	hun
sus	zijn
sus	je
sus	uw
sus	jouw
sus	its
también	ook
también	ook
entre	entre
entre	tussen
este	dit
este	deze
este	oosten
este	oost
pero	maar
años	jaar
años	jaren
dos	dos
dos	twee
dos	two
son	zijn
sobre	ongeveer
sobre	over
sobre	envelop
sobre	enveloppe
año	jaar
desde	sinds
desde	sedert
desde	van
desde	uit
desde	vanaf
esta	dit
esta	deze
enlaces	links
hasta	zelfs
hasta	tot
externos	extern
externos	uitwendig
externos	externe
ciudad	stad
ciudad	stad
ciudad	ciudad
ser	ser
parte	feest
parte	partij
parte	feestje
parte	party
parte	deel
parte	gedeelte
durante	tijdens
durante	gedurende
sin	zonder
sin	zonde
sin	zonden
sin	sin
sin	zondigen
donde	waar
san	heilige
era	was
nacional	nationaal
nacional	nationale
nacional	nacional
primera	eerste
primera	eerst
team	team
cuando	wanneer
nombre	naam
estados	staten
utc	utc
siglo	siglo
siglo	eeuw
después	na
después	after
después	later
después	straks
españa	spanje
tiene	heeft
otros	overige
otros	andere
otros	ander
otros	overig
otros	overige
otros	andere
otros	overigen
otros	anderen
gran	big
gran	groot
gran	grote
gran	groot
gran	geweldig
gran	fantastisch
gran	gran
gran	grand
unidos	united
unidos	verenigde
unidos	verenigd
puede	kan
puede	kunt
puede	kunnen
estado	status
estado	staat
estado	state
estado	conditie
estado	aandoening
estado	voorwaarde
estado	toestand
uno	uno
uno	one
uno	één
uno	een
uno	eén
lugar	plaats
lugar	lokatie
lugar	locatie
lugar	ligging
primer	eerste
primer	eerst
población	bevolking
población	populatie
muy	zeer
había	hadden
había	had
había	gehad
mismo	hetzelfde
mismo	zelfde
mismo	same
nueva	nieuw
nueva	nieuwe
fueron	waren
historia	verhaal
historia	story
historia	geschiedenis
club	club
eran	waren
cual	welke
universidad	universiteit
universidad	college
universidad	hogeschool
universidad	universiteit
forma	shape
forma	vorm
forma	form
forma	vorm
