les	az
est	keletre
est	keleti
est	kelet
une	egy
catégorie	kategória
pour	for
qui	ki
qui	aki
que	ez
avec	with
son	hang
son	hangot
plus	plus
plus	plussz
plus	plusz
plus	több
plus	more
plus	további
plus	tobb
pas	nem
été	summer
été	nyári
été	nyáron
été	nyár
avancement	előrehaladás
avancement	előrelépés
avancement	fejlődés
avancement	haladás
comme	mint
comme	like
comme	tetszik
mais	de
cette	ezt
cette	ez
pop	fater
pop	pop
deux	kettő
naissance	született
naissance	megszületett
naissance	születés
naissance	születési
naissance	szülés
aussi	szintén
aussi	egyben
aussi	úgyszintén
france	franciaország
france	france
saint	szent
saint	saint
saint	szent
après	után
après	after
après	miután
après	utána
fait	készítette
fait	készült
fait	tett
fait	kész
notes	megjegyzések
notes	feljegyzések
notes	jegyzetek
notes	jegyzet
entre	között
sous	alatt
sous	alatta
sous	alá
même	még
même	ugyanez
même	ugyanaz
être	lenni
nom	vezetéknév
nom	neve
nom	név
français	français
français	francia
français	franciák
ont	van
paris	párizs
paris	párizsi
paris	párizsban
lui	őt
lui	neki
lieu	helyszín
lieu	hely
lieu	helyszín
lieu	hely
lieu	elhelyezkedés
cet	ezt
cet	ez
autres	egyéb
autres	más
autres	másoknak
autres	egyéb
autres	mások
autres	egyebek
décès	halál
décès	halálesetek
décès	haláleset
références	hivatkozás
références	hivatkozásokat
références	hivatkozások
liens	linkek
liens	hivatkozások
liens	kapcsolatok
était	volt
commune	kommuna
commune	közös
commune	gyakori
ville	városban
ville	town
ville	város
ville	city
ville	városi
ville	város
jean	jean
jean	john
jean	jános
date	dátum
date	időpont
peut	may
peut	május
peut	májusi
peut	májusban
peut	tud
peut	can
peut	lehet
depuis	azóta
depuis	mióta
depuis	mivel
depuis	óta
depuis	től
depuis	tól
depuis	from
première	premier
première	először
première	első
ans	évek
ans	év
alors	akkor
alors	aztán
externes	külső
site	weboldal
site	honlap
site	webhely
site	helyszín
site	helyén
site	webhely
premier	premier
premier	először
premier	első
ces	ezek
ces	ezeket
fut	volt
http	http
film	filmet
film	mozi
film	film
film	fólia
film	film
voir	lásd
voir	megtekintés
voir	kilátás
voir	nézet
pays	ország
pays	országban
pays	országokban
pays	országok
source	forrás
ils	ők
grand	nagyok
grand	nagyméretű
grand	nagy
grand	nagyok
grand	nagy
grand	nagyszerű
grand	grand
tout	mindent
tout	minden
tout	mindegyik
tout	mind
tout	minden
lors	során
groupe	band
groupe	banda
groupe	együttes
groupe	zenekar
groupe	csoport
groupe	csoportban
également	szintén
également	egyben
également	úgyszintén
titre	cím
titre	címe
titre	beosztás
monde	világ
monde	world
monde	vilag
nord	észak
nord	északi
nord	északra
nord	észak
nord	északi
nord	nord
années	évek
années	év
bien	jó
bien	hát
contre	ellene
contre	ellen
liste	jegyzék
liste	lista
puis	akkor
puis	aztán
équipe	brigád
équipe	osztag
équipe	csapat
équipe	team
club	klub
club	club
sud	sud
sud	dél
sud	délre
sud	déli
partie	party
partie	buli
partie	parti
partie	részben
partie	rész
partie	része
avant	front
avant	eleje
avant	előtte
avant	előtt
avant	mielőtt
non	nem
très	nagyon
trois	három
articles	árucikkek
articles	cikkek
article	árucikk
article	cikk
guerre	háború
sans	nélkül
sans	anélkül
sans	sans
saison	szezont
saison	idény
saison	évszak
saison	évad
saison	szezon
fin	fin
fin	befejezés
fin	vége
fin	vég
vers	felé
année	évjárat
année	éve
année	évi
année	év
temps	időjárás
temps	ideje
temps	időpont
temps	idő
plusieurs	sok
plusieurs	sokan
plusieurs	számos
plusieurs	többszörös
plusieurs	többszörösen
faire	csinál
mars	március
mars	márciusi
mars	marson
mars	mars
histoire	történelme
histoire	előzmények
histoire	történelem
série	sorozat
série	soros
série	sorozat
joueur	lejátszó
joueur	játékos
mai	may
mai	május
mai	májusi
mai	májusban
mai	mai
tour	tour
tour	turné
tour	túra
tour	tower
tour	torony
mort	meghalt
mort	halál
mort	mort
mort	halott
mort	halottak
juin	jun
juin	júniusi
juin	june
juin	június
juin	júniusban
jpg	jpg
française	francia
française	franciák
pierre	kő
pierre	stone
pierre	peter
pierre	péter
pierre	pierre
région	régió
région	régiók
région	terület
région	környék
janvier	januári
janvier	január
janvier	januárban
avoir	van
fois	idők
fois	időpontok
fois	times
autre	autre
autre	egyéb
autre	más
septembre	szeptemberben
septembre	szeptember
septembre	szeptemberi
juillet	júliusban
juillet	júliusi
juillet	július
état	állapot
état	státusz
état	állapot
état	állami
état	állam
état	állapota
état	feltétel
état	állapot
église	templom
église	egyház
octobre	októberi
octobre	októberben
octobre	október
place	hely
famille	családi
famille	családtag
famille	család
états	államok
états	államokat
général	általános
général	tábornok
avril	apr
avril	april
avril	április
avril	áprilisi
avril	áprilisban
avril	avril
tous	mindegyik
tous	mind
tous	minden
politique	szabályzat
politique	politika
politique	politika
album	album
décembre	december
décembre	decemberi
décembre	decemberben
août	augusztusban
août	august
août	augusztus
août	aug
todo	todo
novembre	november
novembre	novemberi
novembre	novemberben
novembre	nov
avait	volt
prix	árak
prix	árak
prix	ár
prix	ára
nouvelle	újdonság
nouvelle	új
février	februárban
février	februári
février	február
département	részleg
département	megye
grande	nagyok
grande	nagyméretű
grande	nagy
grande	nagyok
grande	nagy
grande	nagyszerű
grande	grande
peu	kevesen
peu	pár
peu	kevés
peu	kevesek
peu	néhány
peu	kis
peu	kicsi
peu	kevés
américain	amerikai
début	start
début	kezdés
début	kezdeni
début	kezdetek
début	kezdete
début	eleje
début	kezdet
ligne	line
ligne	sor
ligne	vonal
ligne	sort
ligne	sor
suite	lakosztály
nationale	nemzeti
nationale	országos
nationale	national
nationale	nationale
championnat	bajnokság
encore	újra
encore	még
encore	ráadás
image	képet
image	kép
image	fénykép
image	kép
image	képet
vie	élet
vie	életem
vie	life
vie	vie
unis	united
unis	egyesült
lien	hivatkozás
lien	kapcsolat
lien	link
lien	linket
lien	hivatkozást
football	foci
football	futball
football	foci
football	football
football	futball
pendant	során
jeux	szerencsejáték
jeux	játék
jeux	játékok
moins	mínusz
moins	kevesebbet
moins	kevesebb
moins	kevésbé
ouest	nyugat
ouest	nyugati
ouest	nyugati
ouest	nyugat
ouest	western
page	oldalt
page	oldal
nouveau	újdonság
nouveau	új
vous	te
notamment	nevezetesen
centre	középre
centre	központ
centre	center
centre	középre
centre	központ
centre	centrum
cours	persze
cours	cours
cours	tanfolyam
cours	tanfolyamok
village	település
village	falusi
village	falu
université	university
université	egyetem
université	kollégium
université	főiskola
université	egyetem
louis	louis
louis	lajos
nombre	szám
nombre	száma
quelques	néhány
siècle	évszázad
siècle	század
coupe	frizura
coupe	kupa
coupe	csésze
coupe	cup
coupe	pohár
coupe	bögre
coupe	vágó
coupe	vágás
coupe	vágás
coupe	coupe
population	populáció
population	népesség
population	lakosság
connexes	összefüggő
connexes	kapcsolódó
connexes	rokonok
connexes	rokon
connexes	kapcsolatban
homme	férfi
homme	hím
homme	homme
homme	férfi
homme	férfiak
homme	emberek
homme	férfi
homme	ember
communes	települések
communes	önkormányzatok
communes	települések
division	hadosztály
division	körzet
division	részleg
division	divízió
président	elnök
président	széket
président	szék
président	elnök
national	nemzeti
national	országos
national	national
société	társadalom
société	társaság
société	vállalat
société	cég
société	század
quatre	négy
cas	ügy
cas	case
cas	eset
cas	cas
cas	ügyek
cas	esetekben
cas	esetek
jeu	szerencsejáték
jeu	játék
jeu	game
jeu	meccs
jeu	szerencsejáték
genre	műfaj
genre	nemek
genre	nemi
genre	neme
genre	mint
genre	like
genre	tetszik
musique	zene
fils	drót
fils	vezeték
fils	fiam
fils	fiuk
fils	fiaim
fils	fiai
fils	fonalat
fils	fonal
roi	kinga
roi	roi
parti	party
parti	buli
parti	parti
parti	elment
parti	eltűnt
jour	nap
jour	napon
jour	nappal
jour	napot
europe	európa
europe	europe
europe	európában
mise	fogadás
forme	űrlap
forme	forma
forme	formájában
forme	nyomtatvány
forme	alakja
forme	forma
forme	formát
forme	alakzat
époque	epoch
époque	korszak
époque	korszak
devient	válik
ancien	ősi
ancien	ős
ancien	ókori
ancien	idős
ancien	régit
ancien	régi
ancien	öreg
ancien	régiek
ancien	idősebb
ancien	korábbi
origine	eredetű
origine	eredet
origine	eredete
origine	származás
origine	eredet
ordre	megrendelés
ordre	rendelés
ordre	rend
ordre	parancs
château	château
château	vár
château	várban
château	castle
château	kastély
château	chateau
école	iskolákban
école	iskolák
école	iskola
école	iskolában
école	iskola
école	suli
carrière	karrier
carrière	karrier
part	részesedése
part	megosztás
part	részesedés
deuxième	másodszor
deuxième	másodperc
deuxième	második
bar	bar
bar	bár
située	található
charles	károly
charles	charles
points	pontokat
points	pontok
points	pont
points	pontok
paul	paul
paul	pál
rue	utca
rue	rue
chef	szakács
chef	séf
chef	főnök
père	apa
père	apu
exemple	példa
trouve	talál
trouve	megtalálja
durant	során
durant	durant
rapport	jelentést
rapport	jelentés
rapport	beszámoló
art	művészet
art	art
canton	guangzhou
canton	canton
dernier	utoljára
dernier	utolsónak
dernier	last
dernier	utolsó
dernier	legújabb
dernier	legutóbbi
dernier	legfrissebb
type	típus
type	típusa
habitants	lakói
habitants	lakosok
habitants	lakos
habitants	lakói
habitants	lakók
habitants	lakosok
point	pont
point	point
compte	gróf
compte	fiók
compte	figyelembe
compte	számla
période	időszak
période	időtartam
période	periódus
armée	katonaság
armée	katonai
armée	hadsereg
armée	sereg
armée	hadsereg
eau	víz
eau	vizet
marie	marie
marie	mária
marie	mary
marie	mária
marie	mária
marie	maria
discuter	beszélgetni
discuter	társalgás
discuter	beszélgetés
discuter	chat
discuter	csevegés
car	mert
projet	projekt
projet	project
chaque	minden
chaque	mindegyik
anglais	angolul
anglais	angol
province	tartomány
province	tartományban
john	john
john	jános
international	international
international	nemzetközi
conseil	tanácsadás
conseil	tanácsadó
conseil	konzultáció
conseil	tanácsadás
conseil	tanácsok
conseil	tanács
conseil	tanácsot
conseil	tanács
françois	feri
françois	francis
françois	ferenc
françois	francois
françois	françois
françois	francois
françois	françois
maison	house
maison	ház
maison	házon
maison	otthon
maison	itthon
maison	haza
cela	ezt
cela	ez
cela	ez
demande	megkeresés
demande	kérésére
demande	kérésre
demande	kérés
demande	kérelem
fonction	függvény
fonction	funkció
toujours	mindig
toujours	még
doit	kell
production	előállítás
production	gyártás
production	termelés
production	termelési
certains	néhány
membre	tag
près	közel
rôle	szerepet
rôle	szerep
rôle	szerepe
meilleur	jobb
meilleur	jobban
meilleur	meilleur
meilleur	legjobbak
meilleur	legjobb
meilleur	best
droit	jobbra
droit	jogszabályok
droit	jog
droit	jogszabály
droit	törvény
mois	hónap
mois	hónapokig
mois	hónapok
mois	hónap
mois	hónapja
île	sziget
île	szigeten
île	île
république	köztársaság
service	kiszolgálás
service	szerviz
service	szolgálat
service	szolgáltatás
jacques	jacques
score	pontszám
ensuite	akkor
ensuite	aztán
langue	nyelv
dit	said
dit	mondta
dit	mondja
gouvernement	kormány
gouvernement	kormányzat
center	középre
center	központ
center	center
elles	ők
petit	kis
petit	kicsik
petit	kicsi
petit	petit
petit	kis
petit	kicsi
petit	kevés
toutes	mindegyik
toutes	mind
toutes	minden
argent	pénz
argent	pénzt
argent	silver
argent	ezüst
argent	készpénz
argent	készpénzben
argent	pénzt
souvent	gyakran
souvent	gyakran
style	stílus
face	arcát
face	arc
face	arca
olympiques	olimpiai
olympiques	olimpia
quand	mikor
quand	amikor
top	felül
top	top
top	csúcs
top	felső
top	legfelső
ministre	miniszter
mondiale	világszintű
mondiale	világszerte
mondiale	világméretű
mondiale	világ
mondiale	world
mondiale	vilag
mondiale	globális
mondiale	global
ensemble	együttes
ensemble	együtt
théâtre	színház
théâtre	színházi
théâtre	színház
épisode	epizód
épisode	rész
scène	jelenet
scène	színpad
scène	színpadon
situé	található
toute	mindegyik
toute	mind
toute	minden
asp	asp
étaient	voltak
musée	múzeumi
musée	múzeum
musée	museum
troisième	harmadik
troisième	harmadszor
nombreux	sok
nombreux	sokan
nombreux	számos
auteur	író
auteur	szerző
auteur	író
cependant	mindamellett
cependant	mindazonáltal
cependant	azonban
système	rendszer
système	system
création	létrehozása
création	alkotás
création	teremtés
stade	stade
stade	estadio
stade	stadion
stade	stadionban
stade	színpad
stade	színpadon
tard	későn
tard	késő
tard	késve
reste	maradj
seconde	másodszor
seconde	másodperc
seconde	második
roman	római
roman	roman
jours	napok
jours	napokban
jours	napokat
jours	napokon
hui	hui
hui	ma
édition	edit
édition	módosítás
édition	szerkesztés
édition	szerkesztése
édition	kiadás
édition	vágás
édition	szerkesztés
édition	vágó
édition	kiadás
édition	kiadó
édition	közzététel
historique	történelmi
historique	történelmi
historique	történeti
historique	történelme
historique	előzmények
historique	történelem
sera	will
sera	fog
sera	akarat
permet	megengedi
âge	kor
âge	életkor
robert	robert
robert	róbert
officiel	hivatalos
officiel	tisztviselő
environ	megközelítőleg
environ	hozzávetőleg
environ	körülbelül
effet	hatása
effet	hatás
effet	effektus
version	verzió
version	változat
membres	tag
membres	tagság
membres	tagsági
membres	tagjai
membres	tagok
membres	tagoknak
membres	képviselők
niveau	szint
niveau	szintű
champion	bajnok
champion	bajnok
espèce	faj
espèce	állatfaj
espèce	fajok
michel	michael
michel	mihály
michel	michel
raison	oka
modèle	model
modèle	minta
modèle	modell
modèle	sablon
travail	munkahelyi
travail	munka
femme	nők
femme	asszonyok
femme	női
femme	nő
femme	nő
femme	asszony
femme	nö
femme	nőnemű
femme	nő
femme	női
femme	nőstény
femme	feleségem
femme	felesége
femme	feleség
cinq	öt
cinq	öten
déjà	már
déjà	máris
bas	harisnyát
bas	harisnya
bas	alacsonyan
bas	alacsony
texte	sms
texte	szöveg
terre	föld
terre	föld
terre	földterület
terre	szárazföld
terre	telek
terre	földterületek
terre	terre
terre	talajban
terre	talaj
allemagne	németország
compétition	versenyképes
compétition	versengő
compétition	versengés
compétition	konkurencia
compétition	verseny
wikipédia	wikipédia
allemand	németül
allemand	német
britannique	britek
britannique	angol
britannique	brit
porte	kapu
porte	kaput
porte	porte
porte	ajtó
hommes	férfi
hommes	férfiak
hommes	emberek
hommes	hímek
italie	olaszország
bataille	harc
bataille	csata
corps	test
corps	testem
corps	holttest
corps	hadtest
corps	alakulat
demi	fele
demi	demi
siège	ostrom
siège	főhadiszállás
siège	főhadiszállás
siège	székhely
siège	ülést
siège	ülés
personnes	személyek
personnes	emberek
nommé	megnevezett
nommé	kijelölt
nommé	kinevezett
route	útvonal
route	útvonalon
route	főút
route	országút
route	autópálya
route	út
route	uton
route	közúti
finale	finálé
finale	döntő
finale	végleges
finale	záró
finale	utolsó
finale	végső
finale	döntő
finale	vizsgák
jeune	fiatalok
jeune	fiatal
jeune	fiatalos
match	játék
match	game
match	meccs
match	mérkőzés
match	egyezés
match	találat
match	meccs
match	gyufa
match	egyezik
peuvent	tud
peuvent	can
peuvent	lehet
york	yorkban
york	york
york	yorki
royaume	királyság
royaume	birodalom
ceux	azok
long	hosszú
latitude	szélesség
base	alap
base	bázis
études	vizsgálatok
études	tanulmányok
communauté	közösség
communauté	közösségi
association	társulás
association	társulási
association	szövetség
association	egyesület
militaire	katonaság
militaire	katonai
militaire	hadsereg
section	részleg
section	szakasz
section	szekció
longitude	hosszúság
bronze	bronz
livre	könyv
livre	könyvet
livre	font
américaine	amerikai
haut	high
haut	magas
haut	magasan
haut	felül
haut	top
haut	csúcs
haut	felső
haut	legfelső
suisse	svájc
suisse	svájc
suisse	svájci
canada	kanada
canada	kanadai
suivant	követni
suivant	követem
suivant	követi
suivant	következő
beaucoup	sok
beaucoup	sokan
beaucoup	sok
beaucoup	sokat
dire	mondd
seul	egyedül
seul	csak
seul	kizárólag
parmi	között
fille	kislány
fille	csaj
fille	lány
fille	lányom
fille	lánya
buts	célkitűzések
buts	célokat
buts	célok
enfants	gyerekek
enfants	kölykök
enfants	gyerekek
enfants	gyermekeknek
enfants	gyermek
enfants	gyermekek
direction	irány
direction	irányba
direction	igazgatóság
position	állás
position	pozíció
position	álláspont
pouvoir	energia
pouvoir	erő
pouvoir	power
pouvoir	hatalom
but	gól
but	cél
but	cél
ailleurs	máshol
ailleurs	másutt
ailleurs	máshová
merci	köszönöm
merci	köszi
merci	koszi
tête	fejet
tête	fej
tête	fejét
tête	fej
tête	fejek
tête	fejeket
territoire	terület
territoire	területe
union	union
union	unió
