yang	yang
dan	dan
dan	donen
pada	pada
dengan	amb
the	la
the	els
untuk	per
juga	també
terletak	situat
terletak	mentides
indonesia	indonèsia
dari	dari
dari	from
daerah	districte
tahun	anys
tahun	any
adalah	són
telah	té
wilayah	província
wilayah	regió
wilayah	territoris
wilayah	territori
lihat	veure
kawasan	àmbit
kawasan	àrea
kawasan	regió
kawasan	regions
sekolah	escoles
sekolah	escola
tidak	no
komun	comuna
bahasa	llengües
bahasa	idiomes
bahasa	idioma
bahasa	llenguatge
bahasa	llengua
orang	persona
orang	gent
orang	persones
pautan	vinculació
pautan	enllaç
pautan	enllaços
malaysia	malàisia
daripada	from
daripada	than
kampung	poble
kampung	aldea
jabatan	departament
satu	satu
satu	one
negara	país
negara	estat
negara	països
mereka	ells
kebangsaan	nacionalitat
kebangsaan	national
kebangsaan	nacional
bandar	ciutat
bandar	ciutats
bandar	bandar
imperial	imperial
lelaki	home
lelaki	man
negeri	estat
menjadi	essent
menjadi	being
barat	oest
barat	western
lain	altres
lain	altres
lebih	més
etnik	ètnica
etnik	etnicitat
mempunyai	té
mempunyai	tinguin
perancis	francès
perancis	frança
akan	will
akan	voluntat
nama	nom
nama	denominació
nama	noms
perbandaran	municipi
perbandaran	municipal
perbandaran	municipals
boleh	can
filem	films
filem	film
timur	est
timur	timur
digunakan	emprat
digunakan	utilitzat
digunakan	utilitzats
digunakan	usat
dua	dua
dua	dos
dua	dues
pertama	primer
pertama	primera
pertama	primers
perempuan	dona
perempuan	femelles
perempuan	dones
svg	svg
svg	wmf
india	indi
india	índia
senarai	llista
presiden	president
terbang	fly
terbang	volant
dunia	món
dunia	world
dunia	dunia
kerana	perquè
kerana	perque
bahawa	aixo
bahawa	que
laut	mar
selepas	after
selepas	després
selatan	sud
stadium	estadis
stadium	estadi
stadium	stadium
tempat	lloc
tempat	place
tempat	llocs
besar	grans
tetapi	però
antara	entre
pelajar	estudiants
pelajar	alumnat
pelajar	alumnes
pelajar	alumne
pelajar	estudiant
utara	nord
utara	northern
syarikat	corporació
syarikat	companyia
syarikat	empresa
syarikat	empreses
syarikat	companyies
raya	raya
beberapa	diversos
beberapa	diverses
jumlah	imports
jumlah	quantitat
jumlah	import
jumlah	quantia
jumlah	total
republik	republicà
republik	república
kumpulan	grup
kumpulan	grups
tentera	militars
tentera	militar
tentera	soldats
tentera	exèrcit
amerika	american
amerika	americà
amerika	amèrica
amerika	amerika
amerika	amèrica
turki	turquia
turki	turcs
turki	turc
baru	nova
baru	nou
baru	noves
baru	baru
buah	fruit
buah	fruita
buah	fruites
buah	fruits
jawa	java
bawah	bottom
bawah	fons
bawah	arres
hari	jornada
hari	dia
hari	dies
google	google
pemain	jugadors
pemain	reproductor
pemain	jugador
melayu	malai
kerajaan	regne
kerajaan	imperi
kerajaan	govern
sama	sama
sama	mateixa
sama	mateix
iran	iranians
iran	iran
iran	iranià
ahli	membre
ahli	membres
kedua	segon
kedua	segona
pasukan	efectius
pasukan	tropes
pasukan	equips
pasukan	tropa
pasukan	equip
islam	islàmic
islam	islàmica
islam	islam
mana	mana
mana	on
masa	temps
masa	time
lagu	cançó
lagu	song
lagu	cançons
lagu	songs
style	estil
tengah	tengah
jerman	alemany
jerman	alemanya
jerman	alemanys
jalan	carretera
jalan	road
cet	cet
utama	main
utama	principals
utama	principal
utama	primària
utama	primari
banyak	moltes
banyak	molts
salah	incorrectes
salah	incorrecte
salah	malament
apabila	quan
bahagian	divisió
bahagian	secció
bahagian	parts
bahagian	seccions
bahagian	part
menggunakan	utilitzant
menggunakan	usant
lagi	més
jenis	tipus
sungai	rius
sungai	sungai
sungai	riu
kota	ciutat
kota	kota
jepun	japó
jepun	japan
jepun	japonès
anak	anak
anak	nen
anak	infant
ada	hi
ada	allà
ada	ada
tanah	land
tanah	sòl
tanah	terres
tanah	tanah
