של	shel
את	tu
את	você
את	vc
על	sobre
קטגוריה	categoria
עם	com
גם	igualmente
גם	também
גם	também
גם	demais
זה	este
זה	esta
זה	isso
זה	isto
זה	essa
זה	esse
זה	essa
זה	isso
זה	que
היא	ela
היא	she
היה	estava
היה	era
היה	tava
היה	foi
שיחה	conversação
שיחה	conversa
שיחה	chamada
שיחה	ligar
שיחה	ligue
שיחה	chama
לאחר	após
לאחר	after
לאחר	depois
בין	feijão
בין	bean
בין	inter
בין	entre
כל	todas
כל	tudo
כל	todos
כל	qualquer
כי	porque
כי	pq
יותר	mais
יותר	more
ישראל	israel
אך	mas
עד	ate
עד	até
יש	oba
שם	ai
שם	ali
שם	aí
שם	lá
שם	nome
בית	beit
בית	home
בית	casa
בית	lar
בית	casa
הם	eles
הם	elas
הייתה	estava
הייתה	era
הייתה	tava
הייתה	foi
אשר	asher
אשר	escher
אשר	usher
אשר	qual
אשר	confirmar
אשר	confirmem
אשר	confirme
כמו	like
כמו	curta
כמו	como
אחד	um
אחד	uma
אחד	one
שמאל	esquerdo
שמאל	left
שמאל	esquerda
שמאל	partiu
קישורים	ligações
קישורים	links
חיצוניים	externas
חיצוניים	externo
חיצוניים	externos
חיצוניים	externa
הברית	aliança
הברית	alliance
מספר	número
מספר	numero
בו	ele
בו	bu
בו	boo
היו	estavam
היו	foram
היו	eram
רק	só
רק	apenas
רק	somente
רק	unicamente
רק	só
רק	apenas
כאשר	quando
כאשר	when
אותו	ele
בן	ben
בן	son
בן	filho
שלו	seu
שלו	his
שלו	sua
שלו	seu
שלו	sua
שני	segunda
שני	second
שני	segundo
שני	shani
שני	duas
שני	two
שני	dois
שני	segunda
לו	lew
לו	lou
העולם	world
העולם	mundo
העיר	vila
העיר	cidade
העיר	cidade
במהלך	durante
כן	sim
כן	sim
שנים	years
שנים	anos
אף	nariz
אף	fep
רבים	muitos
רבים	muitas
רבים	plural
אבל	mas
בה	dela
בה	ela
בה	her
אין	nenhum
אין	nenhuma
אביב	aviv
אביב	spring
אביב	primavera
אביב	mola
במאי	may
במאי	maio
במאי	pode
במאי	director
במאי	directora
במאי	diretora
במאי	diretor
במאי	realizador
שנה	ano
שנה	years
שנה	anos
נולד	born
נולד	nascido
נולד	nascida
נולד	nasceu
הערות	notes
הערות	anotações
הערות	notas
הערות	comentário
הערות	comentar
הערות	comenta
הערות	comentários
הערות	observações
חלק	part
חלק	parte
חלק	suave
חלק	suaves
חלק	liso
לפני	antes
אחת	um
אחת	uma
אחת	one
ביולי	julho
שוליים	margens
שוליים	franja
שוליים	fringe
שוליים	franjas
שוליים	margem
שוליים	margens
להיות	sendo
להיות	ser
באוקטובר	outubro
באוקטובר	toc
באוקטובר	out
בשם	nomeada
בשם	nomeado
אותה	dela
אותה	ela
אותה	her
החל	começou
החל	começaram
החל	começando
החל	iniciando
הרב	ervas
הרב	herb
הרב	erva
ארצות	países
מן	maná
בינואר	janeiro
במרץ	march
במרץ	marchar
במרץ	marcha
במרץ	março
ראש	head
ראש	cabeça
ראש	cabeças
ראש	rush
חיים	vida
חיים	life
חיים	chaim
חיים	haim
המאה	século
המאה	century
בנובמבר	novembro
בדצמבר	dezembro
לי	lee
תל	tel
בבית	home
בבית	casa
בבית	lar
ערך	value
ערך	valor
בפברואר	fevereiro
אלו	estes
אלו	essas
אלו	estas
אלו	esses
זמן	hora
זמן	horário
זמן	tempo
זמן	time
אחר	outro
אחר	outros
אחר	outras
אחר	outra
בני	benny
בני	son
בני	filho
בעיקר	principalmente
בעיקר	principalmente
אתר	website
אתר	site
אתר	sítio
אתר	site
אתר	éter
ללא	sem
שונים	diferente
שונים	diferentes
שונים	vários
שונים	diversos
שונים	várias
רב	rav
אדם	pessoa
אדם	adão
אדם	adam
אדם	humano
אדם	humanas
אדם	humana
אדם	human
אדם	man
אדם	pá
אדם	cara
אדם	homem
כלל	regra
עוד	mais
עוד	more
דבר	coisa
דבר	conversar
דבר	fala
דבר	falar
דבר	fale
דבר	conversa
דבר	falem
דבר	fala
דבר	falar
דבר	fale
אחרים	outro
אחרים	outros
אחרים	outras
אחרים	outra
אחרים	outros
אחרים	outras
ספר	livro
ספר	reservar
ספר	livros
ספר	barber
ספר	barbeiro
ספר	conte
ספר	diz
ספר	diga
נגד	contra
לה	dela
לה	ela
לה	her
זכה	venceu
זכה	won
זכה	ganhou
זכה	ganhado
אחרי	após
אחרי	after
אחרי	depois
הן	eles
הן	elas
יום	dia
יום	hume
אלה	estes
אלה	essas
אלה	estas
אלה	esses
אלה	ella
אלה	deusa
כבר	já
כבר	ja
כיום	actualmente
כיום	atualmente
ירושלים	jerusalem
ירושלים	jerusalém
ירושלים	yerushalayim
המדינה	estaduais
המדינה	state
המדינה	estado
המדינה	estadual
מקום	local
מקום	lugar
מקום	place
מקום	local
מקום	sítio
מאוד	muito
יהודים	judaica
יהודים	judeus
יהודים	judia
יהודים	judeu
יהודים	judaico
יהודים	judeus
רבות	muitos
רבות	muitas
כמה	alguns
כמה	algum
כמה	algumas
מטר	pés
מטר	metro
מטר	contadores
מטר	metros
מטר	medidores
מטר	medidor
מטר	contador
מטר	métrica
מטר	metros
דרך	via
דרך	através
דרך	through
דרך	maneira
דרך	way
שנת	ano
יכול	poderiam
יכול	podia
יכול	poderia
יכול	podiam
יכול	pode
יכול	podem
יכול	lata
יכול	can
באמצעות	via
בעלי	marido
בעלי	esposo
יחד	juntos
יחד	juntas
בשל	madura
בשל	maduro
בשל	maduros
בשל	devido
בשל	devida
בשל	devidas
פרס	recompensar
פרס	recompensa
פרס	recompensas
פרס	prémio
פרס	premio
פרס	prêmio
פרס	prémio
פרס	prêmio
ראו	rao
דוד	dodd
דוד	titio
