ngc	ngc
kao	suka
kao	sukai
kao	seperti
kao	like
koji	siapa
koji	who
također	juga
također	terlalu
također	too
katalog	katalog
katalog	katalog
spisak	daftar
spisak	list
galaksija	galaxy
galaksija	galaksi
vanjski	outer
vanjski	eksternal
što	what
što	apa
the	the
nalazi	temuan
nalazi	temuan
bio	bio
bio	biodata
bio	euy
bio	was
bio	been
prečnik	diameter
gdje	mana
gdje	dimana
broj	angka
broj	nomor
broj	bilangan
broj	nomer
oko	tentang
oko	ttg
oko	perihal
oko	sekitar
oko	eye
oko	mata
oko	seputar
oko	sekitar
mjesto	tempatkan
mjesto	place
mjesto	tempat
nakon	sesudah
nakon	after
nakon	setelah
nakon	wake
pogledajte	memeriksa
pogledajte	skak
pogledajte	cek
pogledajte	ksa
pogledajte	periksa
pogledajte	centang
sajtu	situs
sajtu	site
najveći	biggest
najveći	terbesar
najveći	terbesar
najveći	greatest
poznat	dikenal
poznat	diketahui
poznat	famous
poznat	terkenal
stanovnika	penghuninya
izvještaj	lapor
izvještaj	laporkan
izvještaj	melaporkan
izvještaj	laporan
pgc	pgc
ali	tapi
ali	tetapi
udaljenost	kejauhan
udaljenost	jarak
apsolutna	mutlak
apsolutna	absolut
apsolutna	absolute
pomak	shift
pomak	pergeseran
grupa	group
grupa	kelompokkan
grupa	grup
grupa	kelompok
spiralna	spiral
pop	pop
vidljivo	kelihatan
vidljivo	nampak
vidljivo	terlihat
vidljivo	tampak
minuta	menit
minuta	menit
minuta	minute
najmanji	mondo
najmanji	terkecil
naseljeno	dihuni
naseljeno	dihuni
mag	mag
ksg	ksg
novi	new
novi	baru
sadrži	terkandung
sadrži	berisi
sadrži	mengandung
sadrži	berisi
zvijezda	star
zvijezda	bintang
zvijezda	bintang
zvijezda	stars
može	dapat
može	can
može	bisa
ima	ima
ima	telah
ima	has
ima	memiliki
licenca	lisensi
licenca	sim
com	com
popis	sensus
stadion	macron
stadion	stadion
stadion	stadium
kod	code
kod	kode
svg	svg
pod	under
pod	dibawah
sastavu	komposisi
isbn	isbn
zbog	due
samo	only
samo	saja
samo	hanya
samo	cuma
samo	hanya
godina	tahun
godina	tahun
godina	year
prvo	pertama
prvo	duluan
prvo	dulu
prvo	first
hiljada	seribu
hiljada	ribuan
hiljada	ribu
hiljada	thousand
zavod	institute
zavod	institut
sve	everything
sve	semuanya
sve	segalanya
sve	all
sve	aii
sve	semua
zemlje	negara
brzina	kecepatan
brzina	kecepatan
