категорија	categoria
година	any
како	com
како	like
што	quins
што	quina
што	quin
што	què
дека	aixo
дека	que
бил	bill
бил	estat
кои	qui
кои	who
кои	qual
кој	qui
кој	who
тоа	aixo
тоа	que
други	altres
други	altres
која	qual
има	té
била	fou
била	estat
македонија	macedònia
додека	mentre
кога	quan
страна	side
страна	costat
биле	eren
дел	part
дел	dell
околу	about
време	temps
време	time
век	segle
под	arres
може	podria
може	can
еден	one
врски	lligams
врски	enllaços
исто	mateixa
исто	mateix
надворешни	externs
надворешни	extern
надворешни	externa
повеќе	més
податоци	dades
каде	on
многу	molt
многу	lot
објекти	objectes
години	anys
календар	calendari
сите	tots
сите	totes
сите	tothom
една	one
меѓу	entre
било	qualsevol
пред	abans
ова	això
ова	aquesta
ова	aquest
јазик	llengua
јазик	idioma
јазик	llenguatge
јазик	llengua
само	només
само	només
каталог	catàleg
каталог	catàleg
таа	ella
број	número
број	nombre
овој	això
овој	aquesta
овој	aquest
градот	ciutat
беше	fou
беше	estat
општ	genèriques
општ	genèric
односно	respectivament
кај	bei
оваа	això
оваа	aquesta
оваа	aquest
тие	aquelles
тие	aquells
нов	nova
нов	nou
нов	noves
селото	sapporo
времето	weather
времето	temps
времето	time
некои	alguns
некои	algunes
претставува	planteja
место	spot
место	lloc
место	place
овие	aquestes
овие	aquests
општина	municipi
светот	món
светот	world
преку	via
преку	mitjançant
неколку	pocs
неколку	poques
неколку	diversos
неколку	diverses
земјата	earth
земјата	terra
две	dos
две	dues
небо	cel
небо	sky
уште	encara
уште	més
список	llista
септември	setembre
споменува	mencions
споменува	esmenta
кое	qual
сјај	lluint
сјај	resplendor
град	ciutat
агол	racó
агол	cantonada
агол	angle
село	seló
село	poble
село	aldea
информации	info
информации	informació
германија	germania
германија	alemanya
помеѓу	entre
црква	església
познати	conegut
познати	famós
познати	famosos
жители	habitants
жители	residents
бидејќи	perquè
бидејќи	perque
треба	necessitat
мини	mini
мини	mines
мини	minnie
против	contra
против	against
голем	grans
период	període
луѓе	homes
луѓе	gent
луѓе	persones
војна	guerra
сад	usa
скопје	skopje
република	republika
република	república
три	valldoreix
три	tres
без	sense
помош	assistència
помош	auxili
помош	ajuda
помош	ajut
помош	mayday
поделба	divisió
поделба	partició
космос	cosmos
космос	kosmos
освен	excepte
низ	mitjançant
села	viles
пример	exemple
јазици	llengües
јазици	idiomes
потоа	aleshores
потоа	llavors
денес	avui
два	dos
два	dues
точка	dot
точка	punt
заедно	junts
литература	literatura
пак	pac
него	ell
сепак	encara
постојат	existeixen
постојат	existir
објект	objecte
јануари	gener
систем	system
систем	sistema
име	nom
име	denominació
десно	dret
десно	dreta
основни	imprescindibles
основни	imprescindible
основни	essencial
основни	essencials
основни	bàsic
основни	bàsics
основни	bàsiques
основни	basic
можат	can
користи	usa
користи	utilització
користи	ús
нив	ells
класификација	classificació
група	grup
истражувања	enquestes
истражувања	recerca
истражувања	investigació
европа	europe
европа	europa
прв	primer
прв	primera
прв	primers
држави	estats
држави	països
откриен	detectats
откриен	detectat
откриен	revelat
проучување	estudiant
проучување	estudi
пат	pat
пат	carretera
пат	road
галаксии	galàxies
август	agost
вклучен	implicats
вклучен	involucrat
вклучен	compromesa
вклучен	promès
вклучен	promesos
вклучен	promesa
предмет	objecte
предмет	assignatura
предмет	subjecte
предмет	subjectes
астрономски	astronòmic
набљудување	observació
мај	maig
истражувачи	exploradors
истражувачи	investigadors
критериуми	criteris
март	març
март	march
користена	emprat
користена	utilitzat
користена	utilitzats
користена	usat
ѕвезди	estels
ѕвезди	estrelles
голема	grans
секој	ningú
цел	objectiu
поделби	divisions
оние	aquelles
оние	aquells
јули	juliol
америка	amèrica
америка	amèrica
цар	tsar
цар	emperador
често	freqüentment
често	sovint
поправени	corregit
поправени	fix
поправени	fixes
поправени	arreglat
поправени	reparat
припаѓа	pertany
истражување	survey
истражување	enquesta
истражување	recerca
истражување	investigació
работи	coses
работи	obres
работи	treballant
работи	coses
градови	ciutats
места	llocs
места	taques
места	seients
места	assentaments
места	ranures
места	franges
април	abril
роден	nascut
роден	born
октомври	octubre
земја	país
земја	earth
земја	terra
око	ull
франција	frança
димензии	dimensions
округот	comtat
округот	comarca
позната	conegut
позната	famós
позната	famosos
позната	familiar
галаксија	galàxia
игри	jocs
деклинација	declinació
историја	història
откако	after
откако	després
ноември	novembre
јуни	juny
лакот	proa
теме	vèrtex
живот	vida
живот	life
северна	northern
настани	esdeveniments
ширина	amplada
култура	cultura
центар	centra
центар	center
центар	centre
центар	centre
втората	segon
втората	segona
население	població
декември	desembre
мери	meri
мери	maría
мери	mary
дела	obres
дела	della
ден	jornada
ден	dia
состојба	estat
состојба	condició
дијаметар	diàmetre
рим	roma
особено	particularment
особено	sobretot
особено	especialment
означена	etiquetat
означена	etiquetada
означена	etiquetats
италија	itàlia
тогаш	aleshores
тогаш	llavors
реката	riu
леќа	lens
леќа	lent
земји	països
шаблон	patró
шаблон	plantilla
член	membre
член	article
беа	eren
познат	conegut
познат	famós
познат	famosos
округ	comtat
округ	districte
американски	american
американски	americà
област	àmbit
област	àrea
јужна	sud
едно	one
етапа	etapa
етапа	escenari
износ	quantitat
износ	import
износ	quantia
филмови	films
англиски	anglès
бугарија	bulgària
