категория	kategori
что	alahai
что	ape
для	untuk
как	caranya
как	like
как	ibarat
был	ws
его	him
также	juga
это	ni
это	bahawa
после	selepas
год	tahun
было	ws
время	waktu
время	masa
время	time
состав	komposisi
состав	gubahan
состав	penggubahan
была	ws
место	spot
место	place
место	tempat
место	lokasi
место	location
были	were
район	kejiranan
район	daerah
район	keluasan
район	kawasan
район	area
вид	spesis
вид	spesies
вид	species
вид	view
под	bawah
под	dibawah
под	under
только	sahaja
только	hany
только	cuma
только	hanya
язык	tongue
язык	lidah
язык	bahasa
ссср	soviet
районе	kejiranan
код	code
код	kode
код	kod
более	lebih
более	lagi
более	more
мая	may
мая	mei
дата	date
дата	tarikh
ноября	november
деревня	kampung
где	mana
января	januari
марта	marta
марта	martha
марта	mac
марта	march
все	semuanya
все	segalanya
все	semua
все	semuanya
августа	ogos
том	tom
октября	oktober
октября	october
октября	oct
сентября	september
статьи	artikel
уже	sudah
уже	sudahpun
июня	june
июня	jun
апреля	april
сша	usa
название	nama
название	tajuk
название	gelaran
поселение	penyelesaian
человек	individu
человек	orang
человек	person
человек	manusia
человек	human
человек	lelaki
смерти	kematian
лет	tahun
февраля	februari
февраля	feb
они	mereka
того	togo
города	city
города	bandaraya
города	bandar
города	kota
города	bandaraya
города	bandar
может	mungkin
может	maybe
может	could
может	mampukah
может	mampukah
может	boleh
она	she
войны	peperangan
войны	wars
войны	perang
войны	war
войны	perang
войны	peperangan
можно	mampukah
можно	boleh
когда	bila
когда	apabila
однако	namun
однако	bagaimanapun
высота	altitud
высота	ketinggian
высота	ketinggian
высота	tinggi
высота	height
село	selo
село	kampung
статья	artikel
род	genus
род	rod
один	bersendirian
один	sendiri
один	keseorangan
один	odin
один	satu
один	one
без	tanpa
реки	sungai
реки	river
реки	sungai
между	antara
статус	status
населения	penduduk
населения	populasi
годы	tahun
через	via
через	melalui
через	menerusi
через	menerusi
через	melalui
национальный	national
национальный	kebangsaan
область	wilayah
область	provinsi
область	rantau
область	wilayah
область	kawasan
область	oblast
область	keluasan
область	kawasan
область	area
список	senarai
сельское	pedalaman
сайт	website
сайт	tapak
века	umur
века	berkurun
официальный	rasmi
официальный	official
часть	bahagian
против	terhadap
этот	ni
будет	will
будет	akan
несколько	beberapa
несколько	berbilang
несколько	pelbagai
несколько	agak
город	bandar
город	city
город	bandaraya
город	bandar
город	kota
мира	ketenangan
мира	peace
мира	mira
первое	pertama
первое	first
первое	dulu
первое	dahulu
чем	daripada
части	bahagian
описание	description
всего	total
всего	jumlah
первый	pertama
первый	first
первый	dulu
первый	dahulu
файл	fail
карты	kad
карты	maps
карты	peta
два	dua
всех	semua
всех	semuanya
раз	sekali
там	ada
территории	wilayah
второй	second
второй	kedua
очень	sangat
главы	chapter
главы	bab
карта	peta
карта	card
карта	kad
площадь	plaza
площадь	persegi
площадь	square
площадь	segiempat
площадь	keluasan
площадь	kawasan
площадь	area
всё	semuanya
всё	segalanya
даже	genap
затем	barulah
затем	then
затем	kemudiannya
затем	kemudian
группы	berkumpulan
группы	group
группы	kumpulan
группы	berkumpulan
группы	kumpulan
группы	groups
размер	saiz
размер	ukuran
размер	size
имеет	telah
имеет	mempunyai
имеет	has
почтовый	pos
над	over
страны	country
страны	negara
страны	negara
ему	him
входит	memasuki
индекс	indeks
улица	jln
улица	street
население	demografi
население	penduduk
население	populasi
работы	kerja
работы	bekerja
имена	nama
имена	names
вместе	bersama
упоминание	menyebut
упоминание	mention
упоминание	sebutan
здесь	disini
здесь	sini
истории	cerita
истории	sejarah
александр	alexandre
александр	alexander
армии	tentera
армии	army
деление	divisyen
деление	pembahagian
деление	bahagian
деление	subbahagian
хотя	sungguhpun
хотя	walaupun
хотя	walau
хотя	though
хотя	meskipun
хотя	walaupun
хотя	walau
кроме	kecuali
игроки	pemain
другие	lain
другие	lain
история	cerita
история	story
история	sejarah
себя	diriku
себя	diri
себя	diri
совета	majlis
совета	dewan
фильм	movie
фильм	cereka
фильм	filem
фильм	filem
рождения	lahir
рождения	melahirkan
рождения	birth
рождения	kelahiran
рождения	beranak
пункты	barangan
пункты	item
пункты	perenggan
времени	waktu
времени	masa
времени	time
либо	either
участник	member
участник	ahli
участник	peserta
страница	page
страница	mukasurat
страница	halaman
участие	penglibatan
участие	penyertaan
википедии	wikipedia
три	tiga
человека	manusia
человека	human
автор	pengarang
автор	penulis
автор	author
республики	republik
внутреннее	dalaman
внутреннее	inner
внутреннее	batin
статей	artikel
случае	kes
центр	pusat
центр	centre
центр	pusat
округ	county
округ	kaunti
округ	daerah
жизни	life
жизни	hidup
жизни	kehidupan
жизни	hidupan
жизни	nyawa
жизни	lives
генерал	umum
генерал	jeneral
генерал	general
родился	lahir
родился	dilahirkan
родился	born
союза	union
союза	kesatuan
союза	penyatuan
кто	sape
связи	pautan
связи	link
связи	komunikasi
день	hari
именно	tepat
именно	accurate
именно	exactly
именно	persis
период	tempoh
община	komuniti
франции	france
франции	perancis
группа	berkumpulan
группа	group
группа	kumpulan
имя	nama
игры	permainan
игры	games
игры	game
цифровой	digital
санкт	sankt
идентификатор	pengecam
идентификатор	pengenalpasti
ширина	lebar
просто	hany
просто	cuma
просто	hanya
регион	rantau
регион	wilayah
регион	kawasan
тогда	barulah
тогда	then
тогда	kemudiannya
тогда	kemudian
конце	hujung
конце	penghujung
отечественной	patriotik
вот	disini
вот	sini
церкви	gereja
церкви	gereja
церкви	church
клуб	club
клуб	kelab
наук	sains
ввп	kdnk
больше	lebih
больше	lagi
больше	more
федерации	persekutuan
федерации	federations
наиболее	most
наиболее	paling
наиболее	kebanyakan
наиболее	terbanyak
изображения	imej
изображения	imej
советский	soviet
степени	darjah
степени	ijazah
степени	darjah
северо	northwestern
изображение	imej
награды	honours
награды	rewards
награды	ganjaran
награды	anugerah
ранее	dahulunya
википедия	wikipedia
перед	sebelum
германии	jerman
германии	jerman
владимир	vladimír
владимир	vladimir
москва	moscow
системы	sistem
стороны	sisinya
стороны	parti
совет	majlis
совет	dewan
академии	akademi
академии	academy
две	dua
николай	nicolai
николай	nikolai
николай	nicholas
николай	nikolai
некоторые	sesetengahnya
некоторые	sesetengah
менее	kurang
менее	kurangkan
менее	less
роль	peranan
юго	southwest
дом	rumah
дом	dom
дом	rumah
значимость	bererti
значимость	kaitan
значимость	keterkaitan
значимость	perkaitan
высоты	ketinggian
русский	rusia
член	member
член	ahli
член	zakar
член	dick
член	cock
член	kec
член	zakar
орден	tempahan
орден	pesanan
орден	susunan
орден	tempah
орден	order
сам	diriku
сам	diri
сын	nak
сын	putra
сын	son
пока	bye
общины	komuniti
общины	komun
общины	komuniti
число	nombor
эта	ni
нужно	memerlukan
нужно	perlukan
нужно	perlu
нужно	need
большой	large
большой	besar
большой	besar
большой	bolshoy
количество	nombor
количество	kuantiti
количество	ikhtiar
являются	adalah
институт	institute
институт	institut
институт	institusi
институт	lembaga
компании	syarikat
компании	syarikat
церковь	gereja
церковь	church
советского	soviet
проект	projek
проект	draf
проект	merangka
много	lots
много	banyak
сельский	pedalaman
сельский	rustic
вопрос	issue
вопрос	isu
вопрос	persoalan
вопрос	soalan
новый	new
новый	baharu
новый	baru
образование	pendidikan
тоже	too
тоже	jugak
момент	momen
момент	moment
момент	tork
фильмы	filem
фильмы	movies
фильмы	cereka
фильмы	filem
часто	kerap
часто	sering
часто	kerap
часто	kerap
почти	almost
почти	hampir
почти	hampir
сокорро	socorro
партии	parti
глава	bab
настоящее	hadirkan
настоящее	hadir
стали	baja
стали	steel
стали	keluli
европы	eropah
организации	organisasi
организации	pertubuhan
организации	organisasi
организации	pertubuhan
сейчас	sekarang
сейчас	skrg
сейчас	now
сейчас	kini
империи	empayar
империи	empire
империи	kerajaan
империи	empayar
река	sungai
река	river
участников	peserta
альбом	album
одна	bersendirian
одна	sendiri
одна	keseorangan
одна	satu
одна	one
станции	stesyen
станции	stesen
станции	stesyen
станции	stesen
людей	people
людей	orang
людей	rakyat
людей	orng
возможно	mungkin
возможно	perhaps
возможно	barangkali
возможно	mungkin
возможно	maybe
возможно	munasabah
возможно	kemungkinan
возможно	berkemungkinan
сергей	sergey
сергей	sergei
окончил	lulus
окончил	berkelulusan
иван	ivan
иван	iván
пояс	belt
команды	arahan
команды	pasukan
команды	teams
шаблон	pattern
шаблон	corak
шаблон	pola
шаблон	templat
ссылки	rujukan
ссылки	pautan
ссылки	link
многие	banyak
жизнь	life
жизнь	hidup
жизнь	kehidupan
жизнь	hidupan
серии	series
серии	siri
серии	seri
участники	peserta
участники	kehadiran
участники	ahli
участники	members
начал	dimulakan
начал	bermula
часовой	sentinel
проекта	projek
команда	kru
команда	krew
команда	skuad
команда	arahan
команда	perintah
команда	pasukan
команда	team
достаточно	mencukupi
достаточно	cukup
достаточно	secukupnya
достаточно	cukuplah
краткое	ringkas
краткое	taklimat
позже	later
позже	kemudiannya
позже	nanti
другой	lain
другой	pelamin
источники	sumber
данные	data
война	war
война	perang
война	peperangan
школы	sekolah
школы	mazhab
школы	sekolah
герой	hero
герой	wira
иванович	ivanovich
михаил	mikhail
михаил	michael
михаил	mihail
текст	teks
первая	pertama
первая	first
первая	dulu
первая	dahulu
песни	lagu
песни	songs
женщин	wanita
женщин	perempuan
участником	peserta
книги	books
книги	buku
полностью	fully
полностью	sepenuhnya
полностью	totally
жителей	penduduk
честь	kehormatan
честь	honour
честь	maruah
честь	maruah
честь	kehormatan
звание	darjat
звание	pangkat
звание	rank
решение	decision
решение	keputusannya
решение	keputusan
решение	penyelesaian
решение	solution
чемпионат	kejohanan
чемпионат	championship
чемпионат	kejohanan
чемпионат	kejuaraan
деятельность	aktiviti
деятельность	aktiviti
еще	lebih
еще	lagi
еще	more
данных	data
назначен	ditugaskan
плотность	ketumpatan
россия	rusia
россия	russia
ничего	nothing
села	sat
названия	nama
названия	names
занимает	occupies
сан	san
должен	patut
должен	sepatutnya
должен	mesti
ним	nim
права	hak
король	raja
король	king
края	krai
края	jajahan
края	pinggir
края	tepi
края	tepi
обычно	kebiasaannya
обычно	biasanya
обычно	kebiasaannya
обычно	biasanya
обычно	kebiasaannya
умер	died
умер	dead
умер	mati
власти	berwajib
службы	perkhidmatan
службы	servis
службы	perkhidmatan
службы	khidmat
службы	servis
службы	service
система	system
система	sistem
университет	universiti
должны	patut
должны	sepatutnya
должны	mesti
слова	perkataan
флаг	bendera
версии	version
версии	versi
версии	versi
различных	berbeza
различных	pelbagai
вновь	lagi
вновь	semula
отец	dad
отец	ayah
отец	ayah
отец	bapa
отец	father
отец	ayahanda
общества	masyarakat
общества	masyarakat
обсуждение	perbincangan
обсуждение	diskusi
рода	rhoda
многих	banyak
войска	pasukan
войска	pasukan
источник	sumber
вскоре	segera
вскоре	soon
члены	ahli
члены	members
должность	posisi
должность	kedudukan
должность	jawatan
обсуждения	perbincangan
обсуждения	perbincangan
обсуждения	diskusi
действия	action
действия	tindakan
действия	aksi
действия	laga
действия	tindakan
действия	aktiviti
дивизии	divisyen
дивизии	pembahagian
участника	peserta
музей	muzium
ряд	kayuh
душу	jiwa
душу	soul
дома	rumah
дома	homes
дома	rumah
некоторых	sesetengahnya
некоторых	sesetengah
почему	mengapa
почему	sebabnya
школа	sekolah
выше	diatas
выше	tinggi
выше	higher
чел	cel
чел	lelaki
рсфср	rsfsr
медаль	pingat
медаль	medal
земли	lands
земли	tanah
земли	land
земли	tanah
земли	darat
земли	kontang
режиссёр	pengarah
правила	rules
правила	peraturan
правила	peraturan
полка	rak
полка	rejimen
линии	line
линии	garisan
линии	garisan
места	lokasi
места	tempat
места	kerusi
существует	wujud
категории	kategori
категории	kategori
ссылка	pautan
ссылка	link
ссылка	rujukan
ссылка	reference
компания	syarikat
используется	diguna
используется	digunakan
тысяч	ribu
начало	mulakan
начало	start
начало	mula
начало	awai
начало	bermula
начало	memulakan
италии	itali
италии	itali
положение	situasi
положение	posisi
положение	kedudukan
положение	jawatan
мужчин	jantan
мужчин	men
северной	utara
северной	north
северной	utara
северной	northern
острова	kepulauan
острова	pulau
острова	island
дело	kes
полк	rejimen
полк	polk
теперь	sekarang
теперь	skrg
теперь	now
теперь	kini
станция	stesyen
станция	stesen
профессор	profesor
профессор	professor
особенно	terutamanya
особенно	terutamanya
особенно	especially
американский	american
американский	amerika
право	perundangan
право	law
великобритании	british
чемпион	champ
чемпион	juara
лучше	better
шаблоны	corak
шаблоны	pola
оно	ono
правило	peraturan
правило	rule
андрей	andrej
андрей	andrei
андрей	andrei
андрей	andrew
роли	peranan
роли	raleigh
роли	peranan
сезон	musim
люди	insan
люди	manusia
люди	people
люди	orang
люди	rakyat
люди	orng
управление	kawalan
управление	menguruskan
управление	pengurusan
управление	management
управление	tadbir
сделать	buat
длина	length
длина	panjang
хорошо	good
хорошо	gud
хорошо	okey
хорошо	okay
иногда	terkadang
иногда	kadang
иногда	kadangkala
иногда	sometimes
вместо	sebaliknya
тип	jenis
тип	taipkan
тип	type
тип	taip
кладбище	kuburan
кладбище	perkuburan
кладбище	perkuburan
средняя	middle
средняя	tengah
средняя	purata
средняя	medium
театр	teater
театр	teater
художник	pelukis
художник	artis
художник	artist
российская	rusia
одно	satu
одно	one
алексей	alexey
алексей	alexei
алексей	aleksei
алексей	alexis
алексей	aleksey
коммуны	komun
возможность	peluang
возможность	kesempatan
возможность	kebarangkalian
возможность	kemungkinan
какой	alahai
какой	ape
создания	penciptaan
премия	premium
премия	prize
премия	penghargaan
премия	anugerah
выпускники	senior
выпускники	alumni
выпускники	lulusan
сср	ssr
новые	new
новые	baharu
новые	baru
основные	utama
основные	asas
основные	basic
всегда	always
всегда	sentiasa
всегда	selalu
известные	known
известные	dikenali
известные	diketahui
южной	selatan
южной	selatan
метров	meter
метров	meter
практически	almost
практически	hampir
практически	praktis
корпуса	kor
корпуса	corps
президент	presiden
четыре	empat
четыре	four
стоит	berbaloi
стоит	bernilai
стоит	worth
стоит	layak
информация	info
информация	maklumat
информация	maklumat
большая	large
большая	besar
большая	besar
большая	bolshaya
большинство	most
большинство	paling
большинство	kebanyakan
большинство	terbanyak
большинство	majoriti
большинство	majority
кино	kino
кино	movie
кино	cereka
кино	filem
кино	movies
кино	cereka
кино	filem
кино	filem
кино	pawagam
кино	cinema
номер	nombor
силы	force
силы	paksa
внимание	perhatian
внимание	fokus
примерно	roughly
александра	alexandra
писатель	novelis
писатель	penulis
движения	trafik
роман	roman
роман	rom
роман	novel
дней	hari
новых	new
новых	baharu
новых	baru
клубы	kelab
джон	john
джон	jon
граф	kiraan
граф	graf
процент	peratus
процент	peratusan
провинции	provinces
провинции	provinsi
новая	new
новая	baharu
новая	baru
известен	known
известен	dikenali
известен	diketahui
мини	mini
памятник	tugu
памятник	monumen
каждый	semuanya
каждый	setiap
каждый	setiap
каждый	each
потом	barulah
потом	then
потом	kemudiannya
потом	kemudian
герб	jamu
герб	ramuan
герб	herba
герб	lambang
счёт	akaun
счёт	skor
книга	kitab
книга	tempah
книга	book
отношения	perhubungan
отношения	hubungan
отношения	hubungan
отношения	perhubungan
отношения	hubungan
отношения	relationship
доктор	doctor
доктор	doktor
использовать	guna
стран	negara
происходит	happening
заголовок	caption
заголовок	pengepala
заголовок	tajuk
заголовок	gelaran
лучший	terbaik
лучший	best
восточной	oriental
восточной	timur
видов	spesis
видов	spesies
видов	species
удалось	diuruskan
западной	barat
западной	western
всем	everybody
всем	semua
всем	semuanya
здание	bangunan
здание	membina
слово	perkataan
дочь	puteriku
дочь	daughter
фон	latarbelakang
фон	latarbelakang
последний	last
представляет	mewakili
правил	rules
правил	peraturan
мария	mary
мария	maryam
мария	maria
коммуна	commune
коммуна	komun
партия	parti
партия	batch
страницы	pages
страницы	mukasurat
страницы	halaman
страницы	page
страницы	mukasurat
страницы	halaman
спасибо	terimakasih
спасибо	thanks
спасибо	syukur
позднее	later
позднее	kemudiannya
позднее	nanti
включает	termasuk
включает	merangkumi
актёр	pelakon
включая	termasuk
дмитрий	dmitriy
дмитрий	dmitri
дмитрий	dmitry
дмитрий	dimitri
дмитрий	dmytro
председатель	presiden
председатель	kerusi
председатель	chairperson
председатель	ketua
председатель	pengerusi
моря	sea
моря	laut
страна	country
страна	negara
николаевич	nikolayevich
вариант	varian
