dhe	och
një	en
një	ett
një	one
nga	från
për	för
edhe	jämn
edhe	även
tij	hans
nuk	inte
nuk	ej
ishte	var
janë	är
janë	are
shumë	mycket
por	men
pas	efteråt
pas	after
pas	efter
pas	följer
këtë	denna
këtë	detta
parë	sett
parë	sedd
parë	sedda
tyre	deras
tyre	sina
tyre	dem
tyre	dom
mund	kan
mund	kunde
mund	kan
mund	can
gjatë	långa
gjatë	långt
gjatë	lång
gjatë	long
gjatë	länge
disa	några
disa	vissa
disa	somliga
lidhje	anknyter
lidhje	länkar
lidhje	relation
lidhje	förhållande
lidhje	förhållandet
lidhje	släktskap
lidhje	anslutningen
lidhje	anknytning
lidhje	koppling
lidhje	anslutning
lidhje	samband
lidhje	länk
lidhje	länken
lidhje	länka
kjo	denna
kjo	detta
kjo	att
kur	när
mbi	over
mbi	över
mbi	ovanstående
mbi	ovan
mbi	ovanför
deri	tills
deri	tills
jashtme	extern
jashtme	externt
jashtme	yttre
jashtme	externa
jashtme	utvändigt
jashtme	yttre
jashtme	utvändig
saj	its
saj	dess
saj	hennes
saj	her
saj	henne
kishte	had
kishte	hadde
kishte	hade
kishte	haft
ajo	hon
ajo	she
vetëm	ensamt
vetëm	ensam
vetëm	ensamma
vetëm	bara
vetëm	enbart
vetëm	endast
vetëm	bara
ata	dem
ata	dom
ata	dessa
ata	de
ata	dom
tjera	annan
tjera	övrig
tjera	övriga
tjera	andra
tjera	övrigt
tjera	annat
pjesë	delar
pjesë	delen
pjesë	del
atë	honom
shqiptare	albanska
madhe	big
madhe	stora
madhe	stor
madhe	stort
rreth	ungefär
rreth	kring
rreth	omkring
rreth	runt
para	money
para	pengar
para	kontanta
para	kassa
para	kontant
para	cash
para	kontanter
para	före
para	förut
para	innan
ishin	var
per	ungefär
per	för
këto	dessa
banorë	invånare
banorë	innevånare
banorë	invånare
banorë	boende
banorë	bosatta
komuna	kommuner
komuna	kommunerna
komuna	kommunen
komuna	kommun
cila	vilka
cila	vilket
cila	vilken
cila	som
nje	en
nje	ett
nje	one
kundër	räknare
kundër	motverka
kundër	emot
kundër	mot
madh	enorma
madh	ofantliga
lista	förteckning
lista	list
lista	lista
lista	listor
lista	förteckningar
qenë	varit
kantoni	canton
gjithashtu	också
gjithashtu	även
ndërsa	medan
cilat	vilka
cilat	vilket
cilat	vilken
cilat	som
ndryshme	avvikande
ndryshme	olika
ndryshme	annorlunda
etj	etc
etj	osv
duhet	behov
duhet	behöver
duhet	måste
duhet	must
sipërfaqe	ytor
sipërfaqe	yt
sipërfaqe	yta
ato	dem
ato	dom
ato	de
ato	dom
ato	dessa
përgjithshëm	allmän
përgjithshëm	allmänna
përgjithshëm	allmänt
tjetër	annan
tjetër	övrig
tjetër	övriga
tjetër	andra
tjetër	övrigt
tjetër	annat
tjetër	nästa
tjetër	härnäst
njohur	bekanta
njohur	bekant
njohur	familjär
njohur	välbekant
njohur	erkänd
njohur	erkänt
njohur	erkända
njohur	igenkänd
njohur	erkänd
njohur	erkänt
njohur	erkända
njohur	kända
njohur	känd
njohur	känt
shqiptar	albanska
style	stil
style	style
dytë	sekund
dytë	andra
mirë	duktiga
mirë	god
mirë	duktig
mirë	gott
mirë	bra
fundit	senast
fundit	senaste
fundit	sista
fundit	sist
fundit	senaste
fundit	senast
pasi	efteråt
pasi	after
pasi	efter
shiko	see
shiko	se
shiko	titta
nën	nedan
nën	nedanför
nën	sub
nën	under
jpg	jpg
herë	vik
herë	vika
herë	veck
herë	gånger
herë	tider
herë	tiderna
herë	times
herë	ggr
viti	year
viti	årsmodell
viti	året
viti	år
sot	idag
çdo	varenda
çdo	varje
çdo	någon
lartë	high
lartë	höga
lartë	hög
lartë	högt
popullsi	populationen
popullsi	befolkning
popullsi	befolkningen
popullsi	folkmängd
popullsi	population
kosovës	kosovo
komunë	kommunen
komunë	kommun
jetë	life
jetë	livet
jetë	livstid
jetë	liv
president	president
president	ordförande
president	ordföranden
president	talmannen
bërë	avklarat
bërë	done
bërë	gjort
bërë	färdig
mes	medelväg
mes	mitten
mes	mellersta
mes	middle
mes	mid
mes	emellan
mes	mellan
vonë	sena
vonë	försenat
vonë	försenade
vonë	sen
vonë	försenad
vonë	sent
vend	landet
vend	land
vend	mötesplats
vend	lokalen
vend	ställe
vend	place
vend	placera
vend	plats
shqipëri	albanien
pak	little
pak	lilla
pak	litet
pak	liten
pak	något
pak	någorlunda
francë	frankrike
francë	france
fshat	landsbygd
fshat	landsbygden
fshat	byn
fshat	by
fshat	village
zyrtare	tjänsteman
zyrtare	officiell
zyrtare	officiellt
zyrtare	officiella
kryetari	högtalare
kryetari	talare
kryetari	styrelseordförande
kryetari	ordförande
vendosur	ligger
vendosur	lokaliserad
vendosur	belägen
vendosur	lokaliserat
pasur	had
pasur	hadde
pasur	hade
pasur	haft
pasur	rikt
pasur	rik
pasur	rich
pasur	rika
sepse	eftersom
sepse	orsaka
sepse	orsak
kishin	had
kishin	hadde
kishin	hade
kishin	haft
vitet	years
vitet	åratal
vitet	åren
vitet	år
tre	tre
tre	three
fund	kjol
fund	kjolen
fund	slutet
fund	end
fund	slut
fund	avsluta
marrë	tagit
marrë	tagen
marrë	togs
marrë	tagna
tjerë	andra
tjerë	övriga
harta	karta
harta	kartlägga
harta	kartan
harta	kartor
mbreti	king
mbreti	kungen
mbreti	kung
mbreti	konung
midis	emellan
midis	mellan
vogël	tiny
vogël	liten
kosovë	kosovo
vjet	years
vjet	åratal
vjet	åren
vjet	år
përbëhet	består
përbëhet	bestå
pastaj	sedan
pastaj	sen
pastaj	då
shtetit	stat
shtetit	statliga
shtetit	delstat
shtetit	statligt
tiranë	tirana
kombëtare	nationella
kombëtare	national
kombëtare	nationellt
kombëtare	nationell
emrin	namnge
emrin	namn
emrin	name
mori	fått
mori	mottaget
mori	fick
mori	mottagen
mori	mottagna
mori	tog
filloi	påbörjade
filloi	började
filloi	startat
filloi	påbörjad
filloi	startad
filloi	startade
ish	tidigare
mars	marsch
mars	marschera
mars	march
mars	demonstrationståg
mars	mars
mars	mars
file	arkiv
file	file
file	fil
presidenti	president
presidenti	ordförande
presidenti	ordföranden
presidenti	talmannen
lindur	född
lindur	born
lindur	födda
lindi	lindi
lindi	lindy
lindi	födelse
lindi	födsel
lindi	födseln
kryesore	huvudsakliga
kryesore	main
kryesore	huvudsaklig
kryesore	viktigaste
qyteti	town
qyteti	stad
qyteti	staden
qyteti	staden
qyteti	city
qyteti	ort
qyteti	stad
qyteti	orten
politike	politisk
politike	politiska
politike	politiskt
qershor	juni
qershor	june
pse	varför
maj	may
maj	maj
vetë	self
vetë	själv
nëntor	november
janar	januari
thotë	säger
shtator	september
vet	hans
brenda	brenda
brenda	inside
brenda	inomhus
brenda	inne
brenda	insidan
brenda	inuti
shteteve	staterna
shteteve	stater
shteteve	delstater
kryesisht	främst
kryesisht	huvudsakligen
kryesisht	oftast
kryesisht	mest
kryesisht	mestadels
shqiptarë	albaner
shqiptarë	albanerna
prill	april
ditë	dag
ditë	dagen
ditë	day
ditë	dagarna
ditë	dagar
ditë	days
tetor	oktober
shkurt	februari
shkurt	kort
shkurt	korta
shkurt	short
bëhet	blivit
bëhet	blir
bëhet	bli
bëhet	blir
vjetër	gamla
vjetër	gammal
vjetër	gammalt
kodi	code
kodi	kod
monark	monark
dhjetor	december
dhjetor	decimal
mbret	king
mbret	kungen
mbret	kung
mbret	konung
aktuale	aktuell
aktuale	nuvarande
aktuale	aktuellt
aktuale	aktuella
gjuhën	tungor
gjuhën	tungan
gjuhën	tunga
gjuhën	språket
gjuhën	språk
tani	nu
frëngjisht	fransk
frëngjisht	franska
frëngjisht	franskt
frëngjisht	fransmän
km²	km²
shtetet	staterna
shtetet	stater
shtetet	delstater
shtetet	länderna
shtetet	länder
informacion	upplysningar
informacion	information
informacion	uppgifter
shume	mycket
shume	mycke
shume	much
shume	mycket
gusht	august
gusht	augusti
shba	usa
pranë	nära
top	överst
top	toppen
top	topp
korrik	juli
katër	fyra
rëndësishme	viktiga
rëndësishme	viktig
rëndësishme	viktigt
fillim	börjar
fillim	början
prishtinë	pristina
jashtë	utomhus
jashtë	utanför
jashtë	utsidan
jashtë	ut
jashtë	out
jashtë	ute
përbërja	sammansättningen
përbërja	sammansättning
shën	sankt
shën	saint
shën	helgon
qytet	town
qytet	stad
qytet	staden
qytet	staden
qytet	city
qytet	ort
qytet	stad
qytet	orten
këtu	här
dhënë	givet
dhënë	given
dhënë	givna
dhënë	beviljat
dhënë	beviljats
dhënë	beviljad
dhënë	beviljas
dhënë	beviljade
përdorur	använda
përdorur	använt
përdorur	begagnad
përdorur	används
përdorur	begagnade
faqja	sida
faqja	sidan
faqja	page
aty	där
nëpër	igenom
nëpër	genom
krijuar	skapad
krijuar	skapat
krijuar	skapade
krijuar	skapats
krijuar	skapades
del	del
zona	zone
zona	zonen
zona	zon
zona	area
zona	område
zona	området
zona	yta
këshilltarëve	rådsmedlemmar
vit	year
vit	årsmodell
vit	året
vit	år
shpesh	frekvent
shpesh	ofta
shpesh	ofta
përfshirë	involverad
përfshirë	inblandat
përfshirë	delaktig
përfshirë	involverade
përfshirë	inblandad
përfshirë	ingår
përfshirë	inkluderade
përfshirë	inkluderat
përfshirë	inkluderad
megjithatë	likväl
megjithatë	dock
megjithatë	emellertid
data	date
data	dejt
data	datum
data	träff
kryesor	huvudsakliga
kryesor	main
kryesor	huvudsaklig
kryesor	viktigaste
kryesor	primär
kryesor	primärt
kryesor	primära
emri	namnge
emri	namn
emri	name
jane	jane
new	ny
new	nyhet
new	nya
new	nytt
isbn	isbn
zakonisht	brukar
zakonisht	vanligtvis
zakonisht	vanligen
zakonisht	oftast
zakonisht	vanligt
zakonisht	vanliga
reja	ny
reja	nyhet
reja	nya
reja	nytt
federal	federal
federal	federalt
federal	federala
qarkun	county
qarkun	länet
qarkun	län
qendër	centrum
qendër	center
qendër	mitten
qendër	centrumet
qendër	centrum
qendër	centre
ana	ana
ana	anna
republika	republik
republika	republiken
iii	ill
iii	sjuk
iii	iii
provinca	provins
provinca	län
provinca	provinsen
der	der
fjalë	ord
fjalë	word
fjalë	ord
ndodhet	ligger
ndodhet	lokaliserad
ndodhet	belägen
ndodhet	lokaliserat
amerikan	american
amerikan	amerikan
amerikan	amerikanskt
amerikan	amerikansk
amerikan	amerikanska
osmane	ottomanska
pjesa	delen
pjesa	del
ndonjë	någon
caps	lock
caps	mössor
gjë	sak
gjë	thing
ali	allie
ali	ali
shkruar	skriftliga
shkruar	skrivet
shkruar	skrivit
shkruar	skriftligt
shkruar	skrivna
kulturore	kulturella
kulturore	kulturellt
kulturore	kulturell
mesme	medelväg
mesme	mitten
mesme	mellersta
mesme	middle
mesme	medium
mesme	medelhög
mesme	medellång
mesme	medelstor
shqip	shqip
shqip	albanska
numër	tal
numër	antal
numër	nummer
atëherë	sedan
atëherë	sen
atëherë	då
mjaft	nog
mjaft	tillräckligt
bazë	basera
bazë	base
bazë	bas
bazë	basen
bazë	grundläggande
bazë	basic
kohe	tid
kohe	tidpunkt
kohe	dags
kohe	klockslag
kohe	tiden
ndërtuar	byggt
ndërtuar	byggda
ndërtuar	byggd
ndërtuar	byggde
ndërtuar	bygg
ndërtuar	bygga
nëpërmjet	via
nëpërmjet	igenom
nëpërmjet	genom
solid	solid
solid	solitt
fshati	byn
fshati	by
fshati	village
vite	years
vite	åratal
vite	åren
vite	år
forcat	krafter
forcat	styrkor
vdiq	dog
vdiq	dött
sipërfaqja	hull
sipërfaqja	skrov
sipërfaqja	skrovet
jug	syd
jug	söderut
jug	söder
jug	södra
atyre	dem
atyre	dom
lidhur	anslutet
lidhur	ansluten
lidhur	anslutna
lidhur	länkade
lidhur	kopplade
lidhur	länkat
lidhur	länkad
lidhur	bundna
lidhur	bundet
lidhur	bunden
lidhur	fastbunden
ushtarake	militära
ushtarake	militären
ushtarake	militär
ushtarake	militärt
ushtarake	militärer
veri	norr
veri	norra
veri	norrut
veri	nord
papa	påven
papa	påve
papa	pope
popullore	populärt
popullore	popular
popullore	populär
popullore	populära
numri	tal
numri	antal
numri	nummer
atij	honom
përveç	utom
përveç	förutom
vepra	opus
vepra	gärningar
vepra	funkar
vepra	arbetar
vepra	fungerar
asaj	hennes
asaj	her
asaj	henne
vërtetë	real
vërtetë	verklig
vërtetë	äkta
vërtetë	riktigt
vërtetë	verkligt
vërtetë	riktig
vërtetë	verkligen
përmes	via
përmes	igenom
përmes	genom
përdoret	använda
përdoret	använt
përdoret	begagnad
përdoret	används
përdoret	begagnade
dha	gav
arriti	anlänt
arriti	framme
arriti	anlände
botë	world
botë	värld
botë	världen
spanjë	spanien
ndërkombëtare	internationalen
ndërkombëtare	international
ndërkombëtare	internationell
ndërkombëtare	internationella
ndërkombëtare	internationellt
shqipëria	albanien
sidomos	speciellt
sidomos	särskilt
tretë	tredje
tretë	trea
tretë	third
tretë	tredjedel
veriore	nordlig
veriore	norra
veriore	nordliga
merr	take
merr	tagning
merr	ta
merr	hämta
merr	skaffa
merr	få
merr	get
formë	form
formë	blankett
formë	formulär
formë	form
formë	bilda
kisha	kyrkor
kisha	kyrkan
kisha	kyrka
veçantë	speciellt
veçantë	särskild
veçantë	speciell
veçantë	särskilda
veçantë	speciella
shteti	landet
shteti	land
shteti	stat
shteti	statliga
shteti	delstat
shteti	statligt
vende	platser
vende	ställen
vende	sittplatser
vende	platser
vende	säten
ndeshje	matchning
ndeshje	match
ndeshje	matchar
ndeshje	matcha
njerëzit	människor
njerëzit	personer
njerëzit	folk
njerëzit	people
ende	fortfarande
ende	ändå
maqedonisë	makedonien
shënoi	markerat
shënoi	märkta
shënoi	markerade
shënoi	markerad
shënoi	märkt
fitoi	vunna
fitoi	won
fitoi	vunnit
fitoi	vann
vendi	landet
vendi	land
vendi	ställe
vendi	place
vendi	placera
vendi	plats
http	http
faqe	kind
faqe	kinden
faqe	sida
faqe	sidan
faqe	page
faqe	sidorna
faqe	sidor
jeta	life
jeta	livet
jeta	livstid
jeta	liv
popullsia	populationen
popullsia	befolkning
popullsia	befolkningen
popullsia	folkmängd
popullsia	population
shqiptarët	albaner
shqiptarët	albanerna
kryetar	högtalare
kryetar	talare
kryetar	borgmästaren
kryetar	borgmästare
kryetar	styrelseordförande
kryetar	ordförande
luajtur	lekte
luajtur	spelat
luajtur	spelas
luajtur	spelade
luajtur	spelades
shtëpi	house
shtëpi	huset
shtëpi	hus
shtëpi	husen
shtëpi	hus
shtëpi	hem
shtëpi	hemma
shtëpi	hemmet
shtëpi	home
gjuhë	språken
gjuhë	språk
gjuhë	tungor
gjuhë	tungan
gjuhë	tunga
gjuhë	språket
gjuhë	språk
historike	historiskt
historike	historisk
historike	historiska
historike	historiskt
historike	historisk
historike	historiska
fetare	religiöst
fetare	religiösa
fetare	religiös
perëndimore	västra
perëndimore	väst
perëndimore	väster
perëndimore	västerut
perëndimore	västra
perëndimore	västlig
tri	tri
tri	tre
tri	three
shembull	exempel
ekonomike	ekonomiskt
ekonomike	ekonomisk
ekonomike	ekonomiska
ekonomike	ekonomiskt
ekonomike	sparsam
tilla	sådana
tilla	sådan
tilla	sådant
saint	sankt
saint	saint
saint	helgon
asnjë	ingen
asnjë	inga
plotë	fulla
plotë	fullständig
plotë	full
plotë	fullt
rajoni	region
rajoni	regionen
rajoni	distriktet
rajoni	valdistrikt
rajoni	distrikt
shqiptarëve	albaner
shqiptarëve	albanerna
shkolla	skolor
shkolla	skolorna
shkolla	skola
shkolla	skolan
afër	nära
afër	stänga
afër	nära
afër	stäng
then	underkänt
then	misslyckas
drejt	straight
drejt	rakt
drejt	rak
drejt	raka
drejt	mot
lindje	östra
lindje	österut
lindje	öst
lindje	öster
historia	berättelse
historia	händelse
historia	story
historia	historia
historia	historia
historia	historik
historia	historiken
film	film
film	filma
film	film
figura	avbild
figura	bilden
figura	image
figura	bild
figura	siffror
figura	figurer
figura	figur
figura	siffra
zoti	gud
zoti	lord
zoti	herre
kosova	kosovo
gjuha	tungor
