של	shel
את	anda
את	kau
על	tentang
על	perihal
קטגוריה	kategori
עם	dgn
עם	dengan
גם	juga
גם	too
גם	jugak
זה	ni
זה	bahawa
היא	she
היה	ws
שיחה	perbualan
שיחה	call
לאחר	selepas
בין	bean
בין	kacang
בין	inter
בין	antara
כל	semua
כל	sebarang
כי	kerana
כי	sebab
יותר	lebih
יותר	lagi
יותר	more
ישראל	israel
אך	tapi
אך	tetapi
עד	till
עד	hinggalah
עד	hinga
עד	sehinggalah
עד	sampai
יש	yay
שם	ada
שם	nama
בית	rumah
בית	rumah
הם	mereka
הייתה	ws
אשר	asher
אשר	escher
אשר	sahkan
כמו	like
כמו	ibarat
אחד	satu
אחד	one
שמאל	kiri
קישורים	pautan
קישורים	link
חיצוניים	luaran
הברית	perikatan
הברית	persekutuan
הברית	pakatan
מספר	nombor
בו	him
בו	buu
בו	boo
היו	were
רק	sahaja
רק	hany
רק	cuma
רק	hanya
כאשר	bila
כאשר	apabila
אותו	him
בן	ben
בן	nak
בן	putra
בן	son
שלו	its
שני	second
שני	kedua
שני	shani
שני	dua
שני	isnin
לו	lew
לו	lou
מה	alahai
מה	ape
העולם	world
העולם	dunia
העיר	bandar
העיר	city
העיר	bandaraya
העיר	bandar
העיר	kota
כן	ya
כן	yes
כן	iya
כן	yeah
שנים	tahun
אף	hidung
אף	nose
רבים	banyak
רבים	majmuk
רבים	jamak
אבל	tapi
אבל	tetapi
בה	nya
בה	her
אין	tiada
אביב	aviv
אביב	spring
במאי	may
במאי	mei
במאי	pengarah
שנה	tahun
שנה	tahun
נולד	lahir
נולד	dilahirkan
נולד	born
הערות	nota
הערות	komen
חלק	bahagian
חלק	licin
לפני	sebelum
אחת	satu
אחת	one
ביולי	julai
שוליים	jidar
שוליים	margin
שוליים	fringe
שוליים	margin
להיות	being
להיות	menjadi
באוקטובר	oktober
באוקטובר	october
באוקטובר	oct
בשם	bernama
במקום	sebaliknya
אותה	nya
אותה	her
החל	bermula
החל	memulakan
הרב	jamu
הרב	ramuan
הרב	herba
ארצות	negara
מן	manna
בינואר	januari
במרץ	mac
במרץ	march
ראש	kepala
ראש	rush
ראש	gelojoh
ראש	berkejar
חיים	life
חיים	hidup
חיים	kehidupan
חיים	hidupan
חיים	haim
המאה	abad
המאה	century
בנובמבר	november
בדצמבר	disember
לי	lee
תל	tel
בבית	rumah
ערך	nilai
בפברואר	februari
