категория	categoria
през	através
през	through
като	like
като	curta
като	como
година	ano
след	após
след	after
след	depois
това	este
това	esta
това	isso
това	isto
това	essa
това	esse
български	búlgara
български	búlgaro
български	búlgaros
българия	bulgaria
българия	bulgária
част	part
част	parte
години	years
години	anos
време	hora
време	horário
време	tempo
време	time
със	com
която	qual
което	qual
външни	externas
външни	externo
външни	externos
външни	externa
препратки	referências
град	vila
град	cidade
град	cidade
много	muito
много	muitos
много	muitas
също	igualmente
също	também
век	século
век	century
село	vila
село	aldeia
един	um
един	uma
един	one
между	entre
софия	sofia
софия	sófia
софия	sofia
софия	sophia
други	outro
други	outros
други	outras
други	outra
други	outros
други	outras
още	ainda
още	mais
още	more
война	guerra
война	war
война	guerras
само	só
само	apenas
само	somente
само	unicamente
само	só
само	apenas
област	região
област	oblast
област	distrito
област	area
област	área
под	sob
под	under
община	município
община	concelho
място	lugar
място	place
място	local
място	sítio
място	localização
когато	quando
когато	when
вид	type
вид	digite
вид	tipo
вид	espécies
вид	espécie
една	edna
една	um
една	uma
една	one
всички	todas
всички	tudo
всички	todos
всички	todos
семейство	família
семейство	familia
започва	começa
започва	inicia
започва	começa
македония	macedónia
македония	macedônia
сащ	eua
сащ	usa
над	over
над	acima
него	ele
срещу	versus
срещу	contra
срещу	contra
тези	estes
тези	essas
тези	estas
тези	esses
тези	essas
тези	aqueles
тези	esses
тези	aquelas
души	almas
мини	mini
мини	minas
мини	minnie
намира	achados
република	república
късно	tarde
късно	atrasada
късно	tardia
късно	atrasados
късно	atrasado
май	may
май	maio
май	pode
път	path
път	caminho
път	rota
път	percurso
път	rodoviário
път	estrada
път	road
отбор	team
отбор	equipa
отбор	time
отбор	equipe
няколко	poucas
няколко	poucos
няколко	vários
няколко	varios
няколко	várias
август	augusto
август	august
август	agosto
август	ago
август	agosto
роден	born
роден	nascido
роден	nascida
роден	nasceu
беседа	conversação
беседа	conversa
беседа	discurso
септември	setembro
преди	antes
името	nome
група	band
група	banda
група	grupo
група	agrupar
език	língua
език	lingua
език	língua
език	idioma
език	linguagem
юли	julho
някои	alguns
някои	algum
някои	algumas
тях	eles
река	rio
януари	janeiro
юни	june
юни	junho
две	duas
две	two
две	dois
октомври	outubro
октомври	toc
октомври	out
име	nome
заедно	juntos
заедно	juntas
фон	von
фон	antecedentes
фон	fundo
американски	americano
американски	americanos
американски	american
американски	americana
март	march
март	marchar
март	marcha
март	março
ноември	novembro
ноември	nov
април	abr
април	april
април	abril
декември	dezembro
декември	dezembro
декември	dec
чрез	via
чрез	através
чрез	through
история	story
история	história
история	historia
история	história
жители	habitantes
жители	residentes
жители	moradores
различни	diferente
различни	diferentes
различни	vários
различни	diversos
различни	várias
различни	vários
различни	diversos
различни	diversas
без	sem
често	freqüentemente
често	frequentemente
получава	recebe
февруари	fevereiro
февруари	fev
февруари	fevereiro
работи	trabalhos
работи	trabalho
работи	trabalhar
работи	trabalhe
работи	funciona
работи	obras
работи	trabalhos
работи	works
работи	trabalha
провинция	província
империя	empire
империя	império
иван	ivan
център	centralizar
център	centrar
център	centro
център	center
център	centrar
център	centralizar
център	centro
център	centre
повече	mais
повече	more
вече	já
вече	ja
три	tres
три	three
три	três
страна	pais
страна	país
страна	lateral
страна	lado
страна	side
въпреки	apesar
градове	vilas
градове	cidades
население	demografia
население	população
завършва	pontas
завършва	termina
завършва	extremidades
бил	bill
малко	pequeno
малко	pouco
малко	pequena
малко	little
хора	pessoas
хора	povo
хора	gente
университет	university
университет	universidade
германия	alemanha
могат	pode
могат	podem
могат	lata
могат	can
син	blue
син	azul
син	azuis
син	son
син	filho
награда	recompensar
награда	recompensa
награда	recompensas
награда	prémio
награда	premio
награда	prêmio
награда	prémio
награда	prêmio
георги	georgi
георги	georgy
