மற்றும்	dan
ஒரு	satu
ஒரு	one
இந்த	ni
ஆம்	ya
ஆம்	yes
ஆம்	iya
இது	ni
மக்கள்	peoples
மக்கள்	people
மக்கள்	orang
மக்கள்	rakyat
மக்கள்	orng
என்ற	bertajuk
என்ற	the
என்ற	berasal
ஆண்டு	tahun
என்று	bahawa
தமிழ்	tamil
இந்திய	indian
இந்திய	india
இருந்து	dari
இருந்து	daripada
பல	banyak
பல	berbilang
பல	pelbagai
முதல்	dari
முதல்	daripada
முதல்	pertama
முதல்	first
முதல்	dulu
முதல்	dahulu
மேலும்	lebih
மேலும்	lagi
மேலும்	more
தொகை	jumlah
தொகை	amaun
சில	few
சில	sesetengahnya
சில	sesetengah
உள்ளது	available
உள்ளது	tersedia
உள்ளது	disediakan
உள்ளது	didapati
உள்ளது	wujud
அவர்	him
அவர்	nya
அவர்	her
வெளி	outsourcing
வெளி	luaran
வெளி	ruang
வெளி	space
வெளி	angkasa
அமைந்துள்ளது	bertempat
மூலம்	sumber
மூலம்	original
கொண்ட	terkandung
வரை	draw
வரை	cabutan
வரை	lukis
வரை	hinggalah
வரை	hinga
வரை	sehinggalah
வரை	sampai
பின்னர்	barulah
பின்னர்	then
பின்னர்	kemudiannya
பின்னர்	kemudian
பின்னர்	later
பின்னர்	kemudiannya
பின்னர்	nanti
ஆனால்	tapi
ஆனால்	tetapi
வேண்டும்	memerlukan
வேண்டும்	perlukan
வேண்டும்	perlu
வேண்டும்	need
வேண்டும்	mahu
வேண்டும்	patut
வேண்டும்	sepatutnya
கொண்டு	dibawa
கொண்டு	bawa
கொண்டு	bawak
கொண்டு	dgn
கொண்டு	dengan
பட்டியல்	senarai
அமைந்துள்ள	bertempat
அதன்	its
பெண்கள்	betina
பெண்கள்	perempuan
பெண்கள்	girls
பெண்கள்	wanita
பெண்கள்	perempuan
கொண்டுள்ளது	telah
கொண்டுள்ளது	mempunyai
கொண்டுள்ளது	has
கொண்டுள்ளது	mengandungi
போது	bila
போது	apabila
இணைப்புகள்	sambungan
இணைப்புகள்	lampiran
இணைப்புகள்	pautan
இணைப்புகள்	link
இரண்டு	dua
தகவல்	info
தகவல்	maklumat
தகவல்	maklumat
தகவல்	mesej
மாவட்ட	daerah
மொத்த	total
மொத்த	jumlah
வளர்ச்சி	perkembangan
வளர்ச்சி	pembangunan
வளர்ச்சி	pertumbuhan
வளர்ச்சி	tumbesaran
மாவட்டம்	daerah
அந்த	bahawa
மிகவும்	sangat
திட்டம்	projek
திட்டம்	plan
தேசிய	national
தேசிய	kebangsaan
கலந்து	menghadiri
இலங்கை	ceylon
இங்கு	disini
இங்கு	sini
கி	kyi
அமெரிக்க	american
அமெரிக்க	amerika
அடிப்படை	asas
அடிப்படை	base
அடிப்படை	pengkalan
அடிப்படை	asas
அடிப்படை	basic
பெயர்	nama
பெயர்	label
மூன்று	tiga
ஆண்கள்	jantan
ஆண்கள்	men
ஆண்கள்	mens
ஒன்று	himpun
ஒன்று	berkumpul
ஒன்று	either
ஒன்று	satu
ஒன்று	one
ஐக்கிய	bersatu
ஐக்கிய	united
புதிய	new
புதிய	baharu
புதிய	baru
புதிய	fresh
புதிய	segar
அவரது	nya
அவரது	her
மொத்தம்	total
மொத்தம்	jumlah
மொத்தம்	total
சிறந்த	hebat
சிறந்த	terbaik
சிறந்த	best
சிறந்த	cemerlang
சிறந்த	excellent
அரசு	pemerintahan
அரசு	kerajaan
அரசு	govt
வசதிகள்	kemudahan
வசதிகள்	fasiliti
இந்தியா	india
பெரிய	hebat
பெரிய	besar
பெரிய	large
பெரிய	besar
ஊரக	pedalaman
நாள்	hari
பிறப்பு	generik
பிறப்பு	lahir
பிறப்பு	dilahirkan
பிறப்பு	born
பிறப்பு	lahir
பிறப்பு	melahirkan
பிறப்பு	birth
பிறப்பு	kelahiran
பிறப்பு	beranak
பிறப்பு	menetas
இருந்தது	ws
முக்கிய	utama
முக்கிய	penting
பல்வேறு	kepelbagaian
பல்வேறு	pelbagai
இருந்த	were
திரைப்படங்கள்	movies
திரைப்படங்கள்	cereka
திரைப்படங்கள்	filem
பிற	lain
அவர்கள்	antaranya
அவர்கள்	mereka
அவர்கள்	mereka
மொழி	bahasa
முறை	kaedah
முறை	procedure
முறை	prosedur
முறை	mod
கோயில்	temple
கோயில்	kuil
விருது	penghargaan
விருது	anugerah
பொதுவாக	umum
பொதுவாக	jeneral
பொதுவாக	general
அக்டோபர்	oktober
அக்டோபர்	october
அக்டோபர்	oct
தொடர்ந்து	kekalkan
இரண்டாம்	second
இரண்டாம்	kedua
இரண்டாம்	secondary
இரண்டாம்	sekunder
சென்னை	chennai
வரும்	comes
வரும்	datang
வரும்	coming
மே	may
மே	mei
ஒவ்வொரு	setiap
ஒவ்வொரு	setiap
ஒவ்வொரு	each
மட்டுமே	sahaja
வரலாறு	sejarah
பகுதியில்	keluasan
பகுதியில்	kawasan
பகுதியில்	area
நூல்கள்	books
நூல்கள்	buku
பின்	pin
பின்	selepas
பின்	belakang
பின்	punggung
இல்லை	tidak
இல்லை	bukan
இல்லை	tak
நவம்பர்	november
அதிக	tinggi
காலத்தில்	tempoh
மிக	sangat
நான்கு	empat
நான்கு	four
பிறகு	barulah
பிறகு	then
பிறகு	kemudiannya
பிறகு	kemudian
பிறகு	later
பிறகு	kemudiannya
பிறகு	nanti
பிறகு	selepas
அரசியல்	politik
அரசியல்	politik
பகுதி	separa
பகுதி	sebahagian
பகுதி	partial
பகுதி	keluasan
பகுதி	kawasan
பகுதி	area
பகுதி	rantau
பகுதி	wilayah
பகுதி	kawasan
பகுதி	bahagian
பகுதி	segmen
பற்றி	tentang
பற்றி	perihal
ஆறு	six
ஆறு	enam
ஆறு	sungai
ஆறு	river
மீண்டும்	lagi
மீண்டும்	semula
இங்கிலாந்து	england
இங்கிலாந்து	inggeris
காலம்	musim
காலம்	tempoh
காலம்	waktu
காலம்	masa
காலம்	time
நிலை	posisi
நிலை	kedudukan
நிலை	jawatan
நிலை	keadaan
நிலை	negara
நிலை	negeri
நிலை	state
நிலை	aras
ஒரே	sama
ஒரே	same
போர்	war
போர்	perang
போர்	peperangan
பொருள்	bahan
பொருள்	material
பொருள்	product
பொருள்	produk
பொருள்	object
பொருள்	objek
பொருள்	sinonim
பொருள்	subjek
அறிவியல்	ilmu
அறிவியல்	sains
பேச்சு	pidato
பேச்சு	speech
பேச்சு	pertuturan
பேச்சு	bincang
பேச்சு	bercakap
இதனால்	dgn
இதனால்	dengan
அனைத்து	semua
கல்வி	pendidikan
ஏப்ரல்	apr
ஏப்ரல்	april
உலக	world
உலக	dunia
உலக	sejagat
உலக	global
கே	gay
முடியும்	mampukah
முடியும்	boleh
கீழ்	down
கீழ்	kebawah
கீழ்	turunkan
கீழ்	lower
கீழ்	bawah
கீழ்	dibawah
கீழ்	under
கீழ்	bawah
கீழ்	bawahnya
இடம்	place
இடம்	tempat
இடம்	lokasi
இடம்	location
இடம்	ruang
இடம்	space
இடம்	angkasa
செப்டம்பர்	september
பேர்	lain
பெரும்	hebat
சி	chi
நாடுகள்	negara
தொகுதி	album
தொகுதி	system
தொகுதி	sistem
தொகுதி	modul
தொகுதி	module
கிழக்கு	timur
கிழக்கு	orient
கிழக்கு	timur
அமைப்பு	setup
அமைப்பு	persediaan
அமைப்பு	system
அமைப்பு	sistem
அமைப்பு	tetapan
அமைப்பு	organisasi
அமைப்பு	pertubuhan
அமைப்பு	struktur
அளவு	jumlah
அளவு	amaun
அளவு	kuantiti
அளவு	ikhtiar
அளவு	skala
அளவு	saiz
அளவு	ukuran
அளவு	size
நகர்	nagar
மற்ற	lain
மற்ற	misc
மற்ற	pelbagai
இந்து	hindu
தற்போது	sekarang
தற்போது	skrg
தற்போது	now
தற்போது	kini
பாடல்	lagu
பாடல்	song
உண்டு	available
உண்டு	tersedia
உண்டு	disediakan
உண்டு	didapati
உண்டு	mempunyai
வாழும்	living
இருக்கிறது	available
இருக்கிறது	tersedia
இருக்கிறது	disediakan
இருக்கிறது	didapati
நிறுவனம்	syarikat
நிறுவனம்	majikan
நிறுவனம்	organisasi
நிறுவனம்	pertubuhan
நிறுவனம்	organisasi
நிறுவனம்	pertubuhan
நபர்கள்	people
நபர்கள்	orang
நபர்கள்	rakyat
நபர்கள்	orng
காலனி	colony
காலனி	jajahan
மேற்கு	west
மேற்கு	barat
மேற்கு	barat
மேற்கு	western
தலைவர்	presiden
தலைவர்	leader
தலைவர்	pemimpin
முதலில்	pertama
முதலில்	first
முதலில்	dulu
முதலில்	dahulu
சார்ந்த	relatif
சார்ந்த	kebergantungan
சார்ந்த	berasaskan
சார்ந்த	based
மேல்	top
நாடு	country
நாடு	negara
மட்டும்	sahaja
அடிப்படையில்	dasarnya
அடிப்படையில்	asas
எண்	kiraan
எண்	nombor
குறிப்பிட்ட	menyatakan
குறிப்பிட்ட	dispesifikasikan
குறிப்பிட்ட	dinyatakan
குறிப்பிட்ட	spesifik
குறிப்பிட்ட	specific
குறிப்பிட்ட	tertentu
செய்ய	buat
சிறிய	kecik
சிறிய	kecil
சிறிய	kecik
வந்த	came
வேறு	lain
மார்ச்	mac
மார்ச்	march
நிலையில்	syarat
நிலையில்	kondisi
நிலையில்	pentas
நிலையில்	panggung
நிலையில்	tahap
பெண்	girl
பெண்	wanita
பெண்	perempuan
பெண்	betina
வெற்றி	kejayaan
வெற்றி	sukses
வெற்றி	berjaya
வெற்றி	success
வெற்றி	menang
வெற்றி	menang
வெற்றி	won
வெற்றி	dimenangi
வெற்றி	menang
வெற்றி	kemenangan
வெற்றி	victory
வெற்றி	win
வெற்றி	menang
இணைப்பு	sambungan
இணைப்பு	pautan
இணைப்பு	link
இணைப்பு	lampiran
திரைப்படம்	movie
திரைப்படம்	cereka
திரைப்படம்	filem
திரைப்படம்	filem
வகை	kategori
வகை	jenis
வகை	taipkan
வகை	type
வகை	taip
வகை	mod
ஐந்து	lima
அதே	sama
அதே	same
சிறப்பு	diperincikan
சிறப்பு	istimewa
சிறப்பு	special
தமிழர்	tamils
விட	daripada
சுமார்	tentang
சுமார்	perihal
என்பதை	samada
கட்டுரைகள்	artikel
படி	baca
படி	step
படி	langkah
மனித	manusia
மனித	human
பெரும்பாலும்	almost
பெரும்பாலும்	hampir
பெரும்பாலும்	sering
பெரும்பாலும்	kerap
பெரும்பாலும்	kebanyakannya
கட்சி	parti
பொது	lumrah
பொது	common
பொது	awam
பொது	umum
பொது	jeneral
பொது	general
கல்லூரி	kolej
இசை	muzik
இசை	music
முறையில்	mod
நாட்டின்	country
நாட்டின்	negara
மத்திய	pusat
மில்லியன்	juta
மில்லியன்	million
மில்லியன்	jutaan
மில்லியன்	berjuta
நகரம்	city
நகரம்	bandaraya
நகரம்	bandar
நகரம்	kota
எந்த	sebarang
எனப்படும்	disebut
எனப்படும்	dipanggil
நீர்	air
இணைந்து	join
விக்கிப்பீடியா	wikipedia
சென்று	gone
பார்க்க	lihat
அணி	matriks
அணி	matrix
அணி	matrik
அணி	pasukan
அணி	team
எழுதிய	bertulis
எழுதிய	ditulis
எழுதிய	menulis
நிலையம்	stesyen
நிலையம்	stesen
தொடர்பான	berkaitan
தொடர்பான	terkait
தொடர்பான	related
தொடர்பான	berkait
மீட்டர்	semeter
மீட்டர்	meter
மீட்டர்	meter
மீட்டர்	meter
இடத்தில்	place
இடத்தில்	tempat
கோவில்	temple
கோவில்	kuil
மாதம்	bulan
மதுரை	madurai
ஆய்வு	study
ஆய்வு	kajian
ஆய்வு	research
ஆய்வு	kajian
ஆய்வு	penyelidikan
வட	utara
வட	north
குறைந்த	serendah
குறைந்த	terendah
குறைந்த	rendah
குறைந்த	low
குறைந்த	kurang
குறைந்த	kurangkan
குறைந்த	less
டிசம்பர்	disember
டிசம்பர்	ogos
முன்	front
முன்	depan
முன்	hadapan
முன்	pre
முன்	pra
முன்	sebelum
வாழ்க்கை	life
வாழ்க்கை	hidup
வாழ்க்கை	kehidupan
வாழ்க்கை	hidupan
சனவரி	januari
புனித	suci
புனித	kudus
புனித	holy
ஆகியவை	vis
இரண்டாவது	second
இரண்டாவது	kedua
இரண்டாவது	secondary
இரண்டாவது	sekunder
ஆங்கிலம்	inggeris
அங்கு	ada
தொழில்	perniagaan
தொழில்	bisnes
தொழில்	industri
தொழில்	kerjaya
தொழில்	profesion
பழைய	tua
பழைய	old
பழைய	older
ஆண்டுகள்	tahun
குறிப்பாக	terutamanya
குறிப்பாக	terutamanya
குறிப்பாக	especially
குறிப்பாக	khususnya
பார்க்கவும்	lawati
பார்க்கவும்	lawat
பார்க்கவும்	lawatan
பார்க்கவும்	melawat
பார்க்கவும்	watch
பார்க்கவும்	tonton
துறை	jabatan
துறை	pelabuhan
துறை	port
குறிக்கும்	menunjuk
கடல்	marin
கடல்	marine
கடல்	sea
கடல்	laut
கடல்	samudera
கடல்	lautan
கடல்	ocean
போல	like
போல	ibarat
இதற்கு	untuk
சிறு	kecik
சிறு	kecil
சிறு	minor
தென்	selatan
உயர்	tinggi
உயர்	deluxe
வடக்கு	utara
வடக்கு	north
ஆட்சி	kingdom
ஆட்சி	kerajaan
ஆட்சி	peraturan
ஆட்சி	rule
ஆட்சி	tadbir
மக்களின்	people
மக்களின்	orang
மக்களின்	rakyat
மக்களின்	orng
நோய்	penyakit
நோய்	penyakit
தேர்தல்	election
தேர்தல்	pilihanraya
உற்பத்தி	production
உற்பத்தி	pengeluaran
உற்பத்தி	produksi
உற்பத்தி	pengilangan
உற்பத்தி	perkilangan
ஆக	aug
வந்தது	tiba
வந்தது	arrived
வந்தது	came
கலை	seni
கலை	kesenian
கலை	seni
கலை	kesenian
தங்கள்	their
சமூக	social
சமூக	sosial
போல்	bol
போல்	like
போல்	ibarat
தர	kualiti
தர	quality
தர	berkualiti
நூற்றாண்டு	abad
நூற்றாண்டு	century
அமெரிக்கா	amerika
அமெரிக்கா	america
அமெரிக்கா	amerika
வந்து	come
வந்து	jom
பரிசு	prize
பரிசு	hadiah
பரிசு	pemberian
பரிசு	anugerah
பரிசு	gift
பிரிவு	kategori
பிரிவு	divisyen
பிரிவு	pembahagian
பிரிவு	bahagian
பிரிவு	seksyen
பிரிவு	bahagian
உடல்	body
உடல்	bodi
உடல்	badan
கூட	genap
கூட	juga
கூட	too
கூட	jugak
எழுத்தாளர்	penulis
குழு	berkumpulan
குழு	group
குழு	kumpulan
இலக்கிய	kesusasteraan
இலக்கிய	sastera
இலக்கிய	sastera
விளையாட்டு	gaming
விளையாட்டு	permainan
விளையாட்டு	sukan
விளையாட்டு	game
விளையாட்டு	permainan
விளையாட்டு	permain
விளையாட்டு	sport
விளையாட்டு	sukan
உறுப்பினர்கள்	ahli
உறுப்பினர்கள்	members
இறப்பு	kematian
இறப்பு	death
இறப்பு	maut
இறப்பு	ajal
இறப்பு	mortality
அடி	kaki
அடி	hit
அடி	hentam
துணை	sokongan
துணை	support
துணை	sokong
துணை	timbalan
