категорія	categoria
від	do
від	de
від	da
від	vid
для	por
для	para
також	igualmente
також	também
про	sobre
його	seu
його	his
його	sua
його	seu
його	sua
його	ele
був	estava
був	era
був	tava
був	foi
був	sido
населення	demografia
населення	população
було	estava
було	era
було	tava
було	foi
було	sido
він	wien
під	embaixo
під	debaixo
під	sob
під	under
після	após
після	after
після	depois
час	vezes
час	tempos
час	times
час	hora
час	horário
час	tempo
час	time
але	mas
області	áreas
які	qual
при	pri
який	qual
була	estava
була	era
була	tava
була	foi
були	sido
були	estavam
були	foram
були	eram
міста	cidades
міста	capricho
див	veja
див	vê
див	ver
село	vila
село	aldeia
район	raion
район	distrito
через	via
через	devido
через	devida
через	devidas
через	através
через	through
села	vilas
села	aldeias
так	sim
так	sim
тому	atrás
рік	rick
рік	ano
відстань	distância
відстань	distâncias
відстань	distancia
ради	concílio
ради	conselho
сша	eua
сша	usa
має	tem
має	mosto
має	deve
має	must
область	oblast
область	area
область	área
того	togo
яка	qual
вони	eles
вони	elas
сайті	website
сайті	site
близько	fecha
близько	feche
близько	perto
близько	close
близько	fechar
близько	perto
близько	próximo
війни	wars
війни	guerras
файл	arquivo
файл	ficheiro
між	entre
роки	years
роки	anos
обговорення	discussão
обговорення	discussões
обговорення	discussões
обговорення	discuta
обговорення	discutir
обговорення	discute
коли	quando
коли	when
вона	ela
вона	she
лише	só
лише	apenas
лише	somente
лише	unicamente
список	lista
список	listar
вересня	setembro
цей	este
цей	esta
цей	isso
цей	isto
цей	essa
цей	esse
березня	march
березня	marchar
березня	marcha
березня	março
місце	spot
місце	lugar
місце	place
місце	local
місце	sítio
місце	localização
місце	assento
муніципалітет	município
муніципалітет	concelho
україні	ucrânia
серпня	augusto
серпня	august
серпня	agosto
січня	janeiro
травня	may
травня	maio
травня	pode
грудня	dezembro
інших	outro
інших	outros
інших	outras
інших	outra
інших	outros
інших	outras
жовтня	outubro
жовтня	toc
жовтня	out
один	um
один	uma
один	one
липня	julho
участь	participando
участь	participar
участь	participação
участь	envolvimento
участь	participação
участь	participe
участь	participa
участь	participem
участь	participar
вид	gentil
вид	bondoso
вид	tipo
вид	espécies
вид	espécie
вид	vista
вид	ver
вид	visualizar
можна	pode
можна	podem
можна	lata
можна	can
червня	june
червня	junho
місто	vila
місто	cidade
місто	cidade
вже	já
вже	ja
життя	vida
життя	life
життя	lifestyle
срср	urss
квітня	april
квітня	abril
листопада	novembro
лютого	fevereiro
лютого	fev
лютого	fevereiro
опис	descrição
центр	ops
центр	centralizar
центр	centrar
центр	centro
центр	center
центр	centrar
центр	centralizar
центр	centro
центр	centre
захід	west
захід	ocidente
захід	oeste
тільки	só
тільки	apenas
тільки	somente
тільки	unicamente
франції	franca
франції	frança
століття	séculos
століття	século
століття	century
рада	concílio
рада	conselho
рада	rada
відстані	distâncias
схід	oriente
схід	leste
схід	east
статті	artigos
склад	sílaba
склад	armazém
склад	entreposto
міні	mini
особи	pessoa
над	over
історія	story
історія	história
історія	historia
історія	história
зображення	imagens
зображення	foto
зображення	fotografia
зображення	imagem
зображення	image
зображення	imagem
зображення	fotografias
зображення	fotos
зображення	imagens
пункти	itens
пункти	artigos
пункти	pontos
пункти	opções
пункти	entradas
пункти	inscrições
пункти	menções
код	codigo
код	código
сайт	website
сайт	site
сайт	sítio
сайт	site
разом	juntos
разом	juntas
інші	outro
інші	outros
інші	outras
інші	outra
інші	outros
інші	outras
проти	versus
проти	contra
проти	contra
тут	aqui
український	ucraniana
український	ucranianos
український	ucraniano
мова	língua
мова	idioma
мова	linguagem
історії	histórias
історії	historia
історії	história
всі	todas
всі	tudo
всі	todos
багато	lotes
багато	montes
багато	muitos
багато	muitas
багато	muito
багато	much
більше	maiores
більше	maior
більше	maiores
більше	maior
більше	mais
більше	more
кількість	conde
кількість	conte
кількість	count
кількість	contagem
кількість	número
кількість	numero
кількість	quantidades
кількість	quantidade
шаблони	modelos
шаблони	padrões
дуже	muito
два	duas
два	two
два	dois
перший	primeira
перший	primeiros
перший	primeiramente
перший	primeiro
площа	praça
площа	plaza
площа	quadrada
площа	praça
площа	square
площа	quadrado
площа	quadrados
площа	area
площа	área
країни	pais
країни	país
країни	países
назва	nome
назва	titulo
назва	título
наук	ciências
розташований	localizada
розташований	localizado
розташований	localizados
без	sem
голова	head
голова	cabeça
голова	cabeças
голова	presidente
народився	born
народився	nascido
народився	nascida
народився	nasceu
щодо	sobre
сторінка	pagina
сторінка	página
сторінка	page
той	essa
той	isso
той	que
росії	russia
росії	rússia
все	everything
все	tudo
все	todas
все	tudo
все	todos
київ	kiev
київ	kiev
зокрема	incluindo
зокрема	inclusive
роботи	trabalhos
роботи	trabalho
роботи	trabalhar
роботи	trabalhe
біля	perto
біля	próximo
веб	web
веб	teia
статтю	artigo
праворуч	certo
праворуч	direito
праворуч	direita
потім	então
потім	depois
землі	earth
землі	terra
армії	exércitos
армії	exército
армії	tropa
армії	army
саме	precisamente
саме	justamente
саме	exatamente
саме	exactamente
північний	norte
північний	north
північний	norte
північний	setentrional
північний	northern
день	dia
частина	part
частина	parte
південний	sulistas
південний	sulista
південний	sul
південний	southern
південний	meridional
південний	sul
південний	south
смерті	death
смерті	morte
період	periodo
період	período
перша	primeira
перша	primeiros
перша	primeiramente
перша	primeiro
такі	seguindo
такі	seguintes
такі	tal
такі	tais
двох	duas
двох	two
двох	dois
розташування	posicionamento
розташування	colocação
розташування	posicionamento
розташування	localizações
розташування	localidades
розташування	locais
розташування	arranjos
розташування	acordo
розташування	arranjo
розташування	convénio
розташування	localização
розташування	posição
кар	carreira
три	tres
три	three
три	três
отримав	ganhando
працював	trabalhou
працював	trabalhava
працював	funcionou
працював	trabalhadas
працював	trabalhados
працював	trabalhado
висота	altitude
висота	elevação
висота	altura
входить	entra
входить	inclui
шаблонів	estêncil
різних	diferente
різних	diferentes
фільми	filmes
фільми	películas
фільми	filmes
фільми	cinema
сільська	rural
сільська	rurais
церква	igrejas
церква	igreja
створення	criando
створення	criar
створення	criação
створення	generation
створення	geração
створення	crie
створення	criar
створення	cria
створення	criação
створення	compor
значення	significando
значення	significado
значення	valores
значення	value
значення	valor
вул	str
системи	system
системи	sistema
йому	ele
крім	excepto
крім	exceto
тоді	então
тоді	depois
ніж	faca
адреса	morada
адреса	endereço
член	membro
член	pila
член	galo
франція	franca
франція	frança
адміністративний	administrativa
адміністративний	administrativos
адміністративний	administrativas
адміністративний	administrativo
групи	grupos
буде	will
буде	vontade
буде	bodø
там	ai
там	ali
там	aí
там	lá
динаміка	dinâmicas
динаміка	dinâmica
національний	national
національний	nacionais
національний	nacional
управління	governação
управління	governança
управління	gerência
управління	gestão
управління	gerenciamento
всіх	todas
всіх	tudo
всіх	todos
всіх	todos
нього	ele
річки	rios
дата	data
тим	tym
людей	pessoas
людей	povo
людей	gente
хоча	embora
хоча	embora
мови	linguas
мови	idiomas
мови	línguas
мови	língua
мови	idioma
мови	linguagem
українська	ucraniana
українська	ucranianos
українська	ucraniano
поселення	liquidação
поселення	povoamento
поселення	assentamento
розподіл	repartição
розподіл	distribuição
знаходиться	localizada
знаходиться	localizado
знаходиться	localizados
пізніше	depois
розвитку	desenvolvimento
розвитку	evolução
вулиця	rua
вулиця	street
кілька	poucas
кілька	poucos
хімічно	quimicamente
згодом	depois
провінції	províncias
картка	card
картка	cartão
часто	freqüentemente
часто	frequentemente
часто	freqüentemente
часто	frequentemente
олександр	alexandre
офіційний	oficial
офіційний	funcionário
офіційний	official
офіційний	oficiais
тис	taxus
департамент	departamento
віком	envelheceu
віком	envelhecido
віком	envelhecida
тощо	etc
майже	quase
права	certo
права	direito
права	direita
права	direitos
муніципалітетів	municípios
муніципалітетів	comunas
церкви	igrejas
стала	constante
стала	constantes
голови	cabeças
голови	chefes
голови	transplante
голови	transplantação
південь	sul
південь	south
вулиці	ruas
перед	prior
перед	antes
сім	sete
сім	seven
мав	tive
мав	tinha
мав	teve
яке	qual
автор	criador
автор	criadora
автор	autor
автор	autora
володимир	wladimir
володимир	volodymyr
володимир	vladimir
типу	type
типу	digite
типу	tipo
академії	academy
академії	academia
фільм	filme
фільм	película
фільм	filmes
фільм	películas
фільм	filme
карта	mapa
команди	comandos
команди	equipas
команди	equipes
команди	times
іван	ivan
іван	john
іван	joão
іван	joao
використання	uso
використання	utilização
використання	utilizar
використання	usar
використання	usando
використання	utilizando
використання	uso
використання	usar
використання	use
використання	utilizar
використання	utilização
використання	utilizações
використання	usos
використання	usa
головний	chief
головний	chefe
головний	alcaide
головний	principais
головний	main
головний	principal
зоря	zarya
зоря	zorya
зоря	estrela
зоря	star
зоря	estrelas
деякі	alguns
деякі	algum
деякі	algumas
музей	museus
музей	museu
діяльність	atividades
діяльність	actividades
діяльність	atividades
діяльність	atividade
діяльність	actividade
частини	peças
частини	partes
закінчив	terminei
закінчив	terminou
закінчив	acabado
закінчив	concluído
закінчив	terminado
закінчив	terminada
джерела	fontes
джерела	fornecedores
джерела	provedores
джерела	prestadores
джерела	fonte
джерела	origem
кам	acampamentos
честь	honra
честь	honra
честь	honor
організації	organizações
організації	organize
організації	organizar
організації	organizando
організації	organizar
своїх	suas
сил	forcas
сил	forces
сил	forças
померли	óbitos
померли	mortes
дві	duas
дві	two
дві	dois
діяльності	atividades
діяльності	actividades
діяльності	atividades
діяльності	atividade
діяльності	actividade
клуб	club
клуб	clube
ігор	games
ігор	jogos
