yang	yang
dan	og
dan	dan
dengan	med
dengan	with
the	the
the	den
untuk	for
juga	òg
juga	også
terletak	lies
terletak	løgner
indonesia	indonesia
dari	fra
dari	from
dari	frå
daerah	distriktet
daerah	distrikt
tahun	ar
tahun	årevis
tahun	år
tahun	årsmodell
tahun	året
tahun	år
adalah	finst
adalah	are
adalah	er
telah	har
wilayah	provins
wilayah	provinser
wilayah	provinsen
wilayah	region
wilayah	territorier
wilayah	territoriet
wilayah	territorium
lihat	skjønner
lihat	see
lihat	se
lihat	sjå
kawasan	areal
kawasan	område
kawasan	området
kawasan	area
kawasan	region
kawasan	regioner
luar	utenfor
luar	utafor
luar	utsiden
luar	ute
sekolah	skolene
sekolah	skoler
sekolah	skolen
sekolah	skole
sekolah	skulen
sekolah	skule
tidak	ikke
tidak	not
tidak	ikkje
komun	kollektiv
bahasa	språk
bahasa	språk
orang	person
orang	personen
orang	mennesker
orang	personer
orang	personar
orang	folk
pautan	link
pautan	kobling
pautan	lenke
pautan	koblinger
pautan	linker
pautan	lenker
malaysia	malaysia
daripada	fra
daripada	from
daripada	frå
daripada	than
daripada	enn
kampung	landsby
kampung	village
kampung	bygda
jabatan	avdeling
jabatan	department
jabatan	departement
satu	satu
satu	one
satu	en
satu	ett
satu	én
negara	fedreland
negara	landet
negara	land
negara	country
negara	stat
negara	staten
negara	delstater
negara	state
negara	tilstand
negara	delstat
negara	landene
negara	land
mereka	them
mereka	dem
mereka	de
mereka	they
kebangsaan	nasjonalitet
kebangsaan	nasjonale
kebangsaan	national
kebangsaan	nasjonal
kebangsaan	nasjonalt
bandar	town
bandar	byen
bandar	by
bandar	city
bandar	byen
bandar	poststed
bandar	by
bandar	byer
bandar	bandar
imperial	keiserlige
imperial	imperial
lelaki	mannfolk
lelaki	mannen
lelaki	mann
negeri	stat
negeri	staten
negeri	delstater
negeri	state
negeri	tilstand
negeri	delstat
menjadi	being
barat	west
barat	vest
barat	vesten
barat	vestlig
barat	vest
barat	vestlige
barat	western
lain	andre
lain	annet
lain	annen
lain	andre
lebih	fleire
lebih	fler
lebih	flere
lebih	mer
lebih	meir
lebih	mere
etnik	etnisitet
mempunyai	har
mempunyai	har
mempunyai	ha
perancis	fransk
perancis	frankrike
perancis	france
akan	will
nama	namn
nama	navnet
nama	navn
nama	names
nama	navn
perbandaran	kommune
perbandaran	kommunal
perbandaran	kommunalt
perbandaran	kommunale
boleh	kan
boleh	can
filem	filmer
filem	movie
filem	film
filem	film
filem	kino
filem	filmer
timur	east
timur	øst
timur	timur
timur	østlig
timur	øst
digunakan	brukt
digunakan	brukes
digunakan	brukte
dua	dua
dua	to
dua	two
pertama	første
pertama	først
pertama	forst
pertama	first
perempuan	woman
perempuan	kvinne
perempuan	hunner
perempuan	kvinner
perempuan	kvinner
perempuan	kvinnfolk
svg	svg
svg	wmf
india	indianer
india	inder
india	indisk
india	india
senarai	liste
senarai	list
senarai	listen
dia	dia
presiden	president
presiden	presidenten
terbang	fly
terbang	flue
terbang	flyr
terbang	flying
