ngc	ngc
kao	όπως
kao	οπως
kao	like
kao	σαν
koji	ποιος
također	επισης
također	επίσης
katalog	κατάλογο
katalog	κατάλογο
spisak	λίστα
spisak	κατάλογος
galaksija	γαλαξίας
galaksija	γαλαξία
vanjski	εξωτερική
vanjski	εξωτερικά
vanjski	εξωτερικό
vanjski	εξωτερικός
koja	που
što	τι
the	το
nalazi	ευρήματα
nalazi	πορίσματα
nalazi	διαπιστώσεις
nalazi	βρίσκει
bio	βιο
bio	βιογραφικό
bio	βίο
bio	ήταν
prečnik	διάμετρο
prečnik	διάμετρος
gdje	όπου
gdje	πού
broj	αριθμός
broj	νούμερο
oko	περίπου
oko	μάτι
oko	ματι
oko	οφθαλμός
oko	eye
oko	γύρω
oko	γυρω
oko	τριγύρω
mjesto	τόπος
mjesto	μέρος
nakon	μετα
nakon	μετά
pogledajte	ελέγξτε
pogledajte	επιταγή
pogledajte	έλεγχος
pogledajte	check
pogledajte	τσεκ
sajtu	site
poznat	γνωστή
poznat	γνωστός
poznat	γνωστό
poznat	γνωστοί
poznat	γνωστές
poznat	διάσημο
poznat	διάσημος
poznat	διάσημη
poznat	διάσημοι
stanovnika	κάτοικοι
stanovnika	κατοίκους
izvještaj	έκθεση
izvještaj	εκθεση
izvještaj	αναφορα
izvještaj	αναφορά
pgc	pgc
ali	αλλά
ali	αλλα
ali	μα
udaljenost	απόσταση
apsolutna	απόλυτες
apsolutna	απόλυτος
apsolutna	απόλυτη
apsolutna	απόλυτο
pomak	μετατόπιση
pomak	βάρδια
grupa	όμιλος
grupa	ομαδα
grupa	group
grupa	ομάδα
spiralna	σπείρα
pop	pop
pop	ποπ
vidljivo	ορατό
vidljivo	ορατά
vidljivo	ορατή
vidljivo	ορατός
vidljivo	ορατές
minuta	λεπτά
minuta	λεπτα
minuta	λεπτό
općine	δήμους
općine	δήμοι
naseljeno	κατοικείται
naseljeno	κατοικημένες
mag	mag
novi	νεα
novi	νέο
novi	νέα
novi	νέος
sadrži	περιέχει
zvijezda	αστέρας
zvijezda	αστέρι
zvijezda	star
zvijezda	σταρ
zvijezda	άστρα
zvijezda	αστέρια
zvijezda	stars
zvijezda	αστεράκια
može	can
može	μπορεί
ima	ima
ima	έχει
licenca	δίπλωμα
licenca	άδεια
com	com
popis	απογραφή
stadion	στάδιο
stadion	γήπεδο
kod	κώδικα
kod	κωδικός
kod	κώδικας
svg	svg
pod	υπό
sastavu	σύνθεση
isbn	isbn
zbog	οφειλόμενη
samo	μόνον
samo	μόνο
samo	μονο
samo	απλα
samo	απλά
samo	απλώς
godina	χρονια
godina	ετη
godina	χρόνια
godina	έτη
godina	ετος
godina	έτος
godina	χρονιά
godina	έτο
prvo	πρώτο
prvo	πρώτον
prvo	πρώτη
prvo	πρώτα
prvo	πρώτος
zavod	ινστιτούτο
zavod	institute
sve	ολα
sve	όλα
sve	ολα
sve	όλοι
sve	όλες
sve	όλα
zemlje	χώρες
zemlje	χωρες
brzina	ταχύτητα
brzina	ταχύτητα
brzina	στροφές
naselje	διακανονισμού
naselje	διευθέτηση
naselje	διακανονισμός
naselje	γειτονιά
više	περισσότερο
više	περισσότεροι
više	πιο
više	περισσότερες
više	περισσότερα
kada	πότε
kada	όταν
kada	οταν
prvi	πρώτο
prvi	πρώτον
prvi	πρώτη
prvi	πρώτα
prvi	πρώτος
deset	ten
deset	δεκα
deset	δέκα
tip	γκάι
tip	guy
tip	γκυ
tip	τύπου
tip	type
tip	τύπος
tip	είδος
odnos	αναλογία
između	ανάμεσα
između	μεταξύ
između	μεταξυ
sljedeći	επόμενος
sljedeći	επόμενη
sljedeći	επόμενο
lokacija	τόπος
lokacija	τοποθεσία
lokacija	τοποθεσίες
svjetlost	φως
svjetlost	light
svjetlost	ελαφρύ
svjetlost	ελαφριά
svjetlost	φώς
svjetlost	φωτεινότητα
masa	μάζα
masa	πλήθος
baza	βαση
baza	βάση
objekti	διευκολύνσεις
objekti	εγκαταστάσεις
objekti	αντικείμενα
objekti	αντικειμένων
pozicija	στίγμα
pozicija	θεση
pozicija	θέση
pozicija	θέσεις
pozicija	θεσεις
karta	χάρτη
karta	χάρτης
karta	εισιτήριο
karta	εισητήριο
karta	κάρτα
projekt	έργο
projekt	εργο
projekt	σχέδιο
online	διαδικτυακή
online	διαδικτυακά
online	online
dimenzije	διαστάσεις
dok	ενώ
dok	ενω
nasa	nasa
nasa	νασα
messier	μεσιέ
night	νύχτα
night	βραδιά
night	νυχτα
kako	πως
kako	πώς
atlas	atlas
sky	ουρανού
sky	ουρανός
sky	ουρανό
sky	sky
sky	σκάι
najbliži	πλησιέστερη
najbliži	πλησιέστερα
najbliži	πλησιέστερο
najbliži	πλησιέστερο
dio	μέρος
dio	μεροσ
jedan	ένας
jedan	ενα
jedan	μία
jedan	ένα
jedan	μια
bilo	οποιαδήποτε
astronomska	αστρονομικό
radijalna	ακτινική
interaktivni	διαδραστική
style	στυλ
style	ύφος
style	στιλ
napravio	φτιαγμένο
napravio	φτιαγμένα
napravio	φτιαγμένη
napravio	έκανε
rezultat	βαθμολογία
rezultat	σκορ
rezultat	αποτέλεσμα
rezultat	αποτελεσμα
otkriće	ανακάλυψη
grad	town
grad	πολη
grad	πόλη
grad	πολη
grad	πόλη
grad	city
vrijeme	χρόνος
vrijeme	χρονος
vrijeme	ώρα
vrijeme	φορά
vrijeme	ωρα
vrijeme	χρόνο
stranica	σελίδα
stranica	page
stranica	σελιδα
stranica	σελίδες
dva	δυο
dva	two
dva	δύο
sastav	σύνθεση
log	προαιρετικά
log	προαιρετικό
log	προαιρετικές
log	προαιρετική
log	κούτσουρο
hrvatska	κροατία
ukupno	συνολο
ukupno	σύνολο
ukupno	συνολικά
ugc	ugc
msg	msg
baz	μπαζ
županija	νομό
županija	κομητεία
knjiga	βιβλιο
knjiga	βιβλίο
knjiga	βιβλία
knjiga	βιβλια
tri	τρεις
tri	three
tri	τρία
tri	τρια
bosna	bosna
bosna	βοσνία
prije	πρίν
prije	πριν
toga	αυτό
toga	ότι
toga	that
jer	επειδή
jer	γιατί
protiv	ενάντια
protiv	κόντρα
protiv	εναντίον
ime	ονομασία
ime	όνομα
ime	ονομα
nekoliko	λίγοι
nekoliko	ελάχιστοι
nekoliko	λίγες
nekoliko	ζευγάρι
nekoliko	αρκετές
nekoliko	αρκετοί
kasnije	αργότερα
kasnije	αργοτερα
stare	παλαιά
stare	παλιό
stare	παλαιό
stare	παλιά
stare	γέρος
jpg	jpg
republika	δημοκρατια
republika	δημοκρατία
hercegovina	ερζεγοβίνη
autor	συγγραφέας
autor	συγγραφέα
autor	συντάκτης
strane	όψεις
strane	πλευρές
http	http
drugi	δεύτερο
drugi	δεύτερος
drugi	δεύτερη
drugi	λοιπά
drugi	αλλα
drugi	άλλες
drugi	άλλα
drugi	άλλους
drugi	άλλοι
drugi	λοιποί
drugi	αλλοι
drugi	άλλα
imao	είχε
tim	τιμ
tim	tim
tim	ομαδα
tim	ομάδα
danas	σημερα
danas	σήμερα
iako	μολονότι
teritorijalne	εδαφική
bez	χωρίς
koristi	χρήση
koristi	χρησιμοποίηση
koristi	χρησιμοποιήθηκε
koristi	χρησιμοποιείται
koristi	χρησιμοποιούνται
koristi	χρησιμοποιούμενα
koristi	χρησιμοποιούμενες
preko	over
preko	via
preko	μέσω
jakov	jacob
jakov	τζέικομπ
sad	τώρα
sad	τωρα
izdavač	εκδότη
izdavač	εκδότης
vjerski	θρησκευτικά
vjerski	θρησκευτική
vjerski	θρησκευτικές
vjerski	θρησκευτικό
sarajevo	σαράγιεβο
sarajevo	σεράγεβο
naseljima	γειτονιές
naseljima	γειτονιές
veliki	μεγάλα
veliki	μεγάλο
veliki	μεγάλη
veliki	μεγάλα
veliki	μεγάλος
veliki	μεγάλο
nisu	όχι
nisu	οχι
put	μονοπάτι
put	διαδρομή
put	οδός
put	διαδρομή
put	δρομολόγιο
put	οδός
put	δρόμος
put	δρόμο
put	road
eso	eso
već	ήδη
već	ηδη
dana	ημέρες
dana	ημερες
dana	μέρες
dana	ντέινα
dana	ντάνα
dana	dana
zvanična	επίσημο
zvanična	αξιωματούχος
zvanična	επίσημη
kroz	μεσω
kroz	μέσω
međutim	ωστόσο
međutim	εντούτοις
datoteka	αρχεία
datoteka	φάκελοι
datoteka	φάκελος
datoteka	file
datoteka	αρχείο
caption	λεζάντα
text	κείμενο
općina	δήμους
općina	δήμοι
općina	δήμος
često	συχνά
često	συχνα
često	συχνά
ove	αυτο
ove	αυτό
ove	αυτά
ove	αυτές
ove	οἱ
ove	αυτα
koju	που
pri	pri
sam	sam
sam	σαμ
hiljade	χιλιάδες
film	ταινία
film	ταινια
film	μεμβράνη
film	ταινία
film	ταινια
film	φιλμ
države	πολιτείες
države	κρατών
države	κράτη
ljudi	ανθρωποι
ljudi	ανθρώπους
ljudi	άνθρωποι
jedna	ένας
jedna	ενα
jedna	μία
