категория	categoria
през	mitjançant
като	com
като	like
година	any
след	after
след	després
това	això
това	aquesta
това	aquest
български	búlgar
българия	bulgària
част	part
години	anys
време	temps
време	time
със	amb
която	qual
което	qual
външни	externs
външни	extern
външни	externa
препратки	referències
град	ciutat
много	molt
много	moltes
много	molts
също	també
век	segle
село	poble
село	aldea
един	one
между	entre
софия	sofia
софия	sophia
други	altres
други	altres
още	encara
още	més
война	guerra
само	només
само	només
област	regió
област	districte
област	àmbit
област	àrea
под	arres
община	municipi
място	lloc
място	place
място	localització
място	ubicació
място	emplaçament
когато	quan
вид	tipus
вид	espècies
вид	espècie
една	edna
една	one
всички	tots
всички	totes
всички	tothom
семейство	família
семейство	familia
македония	macedònia
сащ	usa
него	ell
срещу	versus
срещу	contra
срещу	against
тези	aquestes
тези	aquests
тези	aquelles
тези	aquells
души	souls
души	ànimes
мини	mini
мини	mines
мини	minnie
република	república
късно	tard
май	maig
път	camí
път	ruta
път	carretera
път	road
отбор	equip
няколко	pocs
няколко	poques
няколко	diversos
няколко	diverses
август	agost
август	ago
роден	nascut
роден	born
беседа	conversa
беседа	discurs
септември	setembre
преди	abans
името	nom
името	denominació
група	banda
група	grup
език	llengua
език	idioma
език	llenguatge
език	llengua
юли	juliol
някои	alguns
някои	algunes
тях	ells
река	riu
януари	gener
юни	juny
две	dos
две	dues
октомври	octubre
октомври	oct
име	nom
име	denominació
заедно	junts
фон	von
фон	antecedents
фон	fons
американски	american
американски	americà
март	març
март	march
ноември	novembre
ноември	nov
април	abr
април	abril
декември	desembre
декември	dec
чрез	via
чрез	mitjançant
история	història
история	història
жители	habitants
жители	residents
различни	diferent
различни	diferents
различни	divers
без	sense
често	sovint
получава	rep
получава	percebi
февруари	febrer
февруари	feb
работи	treball
работи	obres
провинция	província
империя	imperi
иван	ivan
център	centra
център	center
център	centre
център	centre
повече	més
вече	ja
три	valldoreix
три	tres
страна	país
страна	side
страна	costat
въпреки	malgrat
градове	ciutats
население	demografia
население	població
завършва	finalitza
бил	bill
хора	gent
хора	persones
университет	universitat
германия	alemanya
могат	can
син	blau
син	fill
награда	recompensa
награда	premi
награда	premi
награда	adjudicació
награда	guardó
георги	gueorgui
голяма	grans
италия	itàlia
участва	participa
световна	worldwide
край	final
уикипедия	viquipèdia
използва	usos
сезон	temporada
окръг	comtat
окръг	districte
днес	avui
смъртта	defunció
смъртта	mort
франция	frança
национален	national
национален	nacional
гърция	grècia
вижте	veure
русия	rússia
английски	anglès
едно	one
първи	primer
първи	primera
първи	primers
член	membre
член	article
височина	altitud
височина	elevació
височина	alçada
височина	alçària
височина	altura
дъщеря	filla
там	hi
там	allà
система	system
система	sistema
нея	ella
нея	her
училище	escola
били	billy
били	billie
света	sveta
света	món
света	world
села	viles
филми	films
александър	aleksandar
александър	alexandre
александър	alexander
умира	mor
умира	morint
южна	sud
европа	europe
европа	europa
димитър	dimitr
всеки	ningú
всеки	tothom
всеки	cadascú
всеки	cadascuna
всеки	cadascun
части	parts
баща	pare
нова	nova
нова	nou
нова	noves
нова	nova
крал	king
крал	rei
армия	exèrcit
църква	església
докато	mentre
докато	fins
официален	official
официален	formals
северна	nord
северна	northern
времето	weather
времето	temps
времето	time
българска	búlgar
освен	excepte
места	llocs
места	seients
места	assentaments
период	període
резултат	puntuació
