категорија	kategori
година	tahun
како	caranya
како	like
како	ibarat
што	alahai
што	ape
дека	bahawa
бил	bil
бил	bill
бил	been
кои	sape
или	either
кој	sape
тоа	bahawa
други	lain
други	lain
има	telah
има	mempunyai
има	has
била	ws
била	been
македонија	macedonia
додека	semasa
кога	bila
кога	apabila
страна	sisi
страна	sampingan
страна	samping
биле	were
дел	bahagian
дел	del
дел	dell
околу	tentang
околу	perihal
околу	sekeliling
околу	keliling
околу	disekeliling
околу	sekitar
време	waktu
време	masa
време	time
век	abad
век	century
под	bawah
под	dibawah
под	under
може	could
може	mampukah
може	mampukah
може	boleh
еден	satu
еден	one
врски	silaturrahim
врски	pautan
врски	link
исто	sama
исто	same
надворешни	luaran
повеќе	lebih
повеќе	lagi
повеќе	more
податоци	data
каде	mana
многу	sangat
многу	lot
објекти	kemudahan
објекти	fasiliti
објекти	objek
години	tahun
календар	kalendar
календар	takwim
сите	semua
сите	semuanya
една	satu
една	one
меѓу	antara
било	sebarang
пред	sebelum
ова	ni
јазик	tongue
јазик	lidah
јазик	bahasa
само	sahaja
само	hany
само	cuma
само	hanya
каталог	katalog
каталог	katalog
таа	she
број	nombor
овој	ni
градот	city
градот	bandaraya
градот	bandar
градот	kota
беше	ws
беше	been
општ	generik
односно	masing
кај	bei
оваа	ni
тие	those
тие	mereka
нов	new
нов	baharu
нов	baru
селото	sapporo
времето	cuaca
времето	waktu
времето	masa
времето	time
некои	sesetengahnya
некои	sesetengah
претставува	mewakili
претставува	pose
место	spot
место	place
место	tempat
општина	munisipaliti
општина	perbandaran
започнува	bermula
започнува	bermula
светот	world
светот	dunia
преку	via
преку	melalui
преку	menerusi
преку	menerusi
преку	melalui
македонски	macedonia
неколку	few
неколку	beberapa
земјата	bumi
две	dua
небо	sky
небо	langit
небо	langit
уште	still
уште	masih
уште	pegun
уште	lebih
уште	lagi
уште	more
список	senarai
септември	september
споменува	mention
споменува	sebutan
споменува	mentions
сјај	kilauan
сјај	glitter
сјај	teja
сјај	bercahaya
сјај	berseri
град	bandar
град	city
град	bandaraya
град	bandar
град	kota
агол	corner
агол	selekoh
агол	sudut
агол	bucu
агол	sudut
село	selo
село	kampung
информации	info
информации	maklumat
информации	maklumat
германија	germania
германија	jerman
помеѓу	antara
црква	gereja
црква	church
подоцна	later
подоцна	kemudiannya
подоцна	nanti
познати	known
познати	dikenali
познати	diketahui
познати	famous
жители	penduduk
бидејќи	kerana
бидејќи	sebab
треба	memerlukan
треба	perlukan
треба	perlu
треба	need
својата	its
мини	mini
мини	lombong
мини	mines
мини	minnie
против	terhadap
голем	large
голем	besar
голем	besar
период	tempoh
луѓе	men
луѓе	people
луѓе	orang
луѓе	rakyat
луѓе	orng
војна	war
војна	perang
војна	peperangan
сад	usa
скопје	skopje
република	republika
република	republik
три	tiga
без	tanpa
помош	bantuan
помош	pertolongan
помош	bantu
помош	bantuan
помош	help
помош	membantu
поделба	divisyen
поделба	pembahagian
поделба	bahagian
поделба	sekatan
поделба	bahagikan
космос	kosmos
космос	kosmos
освен	kecuali
над	over
над	diatas
иако	sungguhpun
иако	walaupun
иако	walau
иако	though
иако	meskipun
иако	walaupun
иако	walau
низ	menerusi
низ	melalui
низ	palung
пример	contoh
јазици	bahasa
потоа	barulah
потоа	then
потоа	kemudiannya
потоа	kemudian
денес	harini
начин	way
два	dua
точка	dot
точка	takat
точка	point
заедно	bersama
литература	kesusasteraan
литература	sastera
пак	lagi
пак	semula
пак	pac
него	him
покрај	disamping
сепак	namun
сепак	still
сепак	masih
сепак	pegun
сепак	namun
постојат	wujud
своите	its
објект	object
објект	objek
објект	kemudahan
објект	fasiliti
јануари	januari
систем	system
систем	sistem
име	nama
десно	kanan
десно	kan
основни	essential
основни	penting
основни	asas
основни	basic
сателитот	satelit
можат	mampukah
можат	boleh
користи	guna
нив	antaranya
нив	mereka
класификација	pengelasan
класификација	klasifikasi
група	berkumpulan
група	group
група	kumpulan
истражувања	kajian
истражувања	research
истражувања	kajian
истражувања	penyelidikan
европа	eropah
прв	pertama
прв	first
прв	dulu
прв	dahulu
држави	negara
откриен	dikesan
проучување	berlajar
проучување	belajar
проучување	study
проучување	kajian
пат	pat
пат	jalan
пат	road
галаксии	galaksi
август	ogos
вклучен	terlibat
вклучен	bertunang
предмет	item
предмет	object
предмет	objek
предмет	subjek
астрономски	astronomi
соѕвездие	buruj
набљудување	pemerhatian
мај	may
мај	mei
истражувачи	penjelajah
истражувачи	peneroka
критериуми	kriteria
март	mac
март	march
користена	diguna
користена	digunakan
ѕвезди	bintang
голема	large
голема	besar
голема	besar
секој	sesiapa
секој	setiap
цел	gol
цел	matlamat
цел	goal
поделби	divisyen
поделби	pembahagian
оние	those
јули	julai
америка	amerika
америка	america
америка	amerika
цар	tsar
цар	maharaja
цар	kaiser
цар	tsar
цар	czar
често	kerap
често	sering
често	kerap
поправени	dibaiki
поправени	dibaiki
истражување	selidik
истражување	survey
истражување	research
истражување	kajian
истражување	penyelidikan
работи	perkara
работи	works
работи	berfungsi
работи	berkerja
работи	berfungsi
работи	bekerja
работи	barangan
работи	stuff
работи	barang
градови	bandaraya
градови	bandar
места	tempat
места	bintik
места	kerusi
места	slot
април	april
роден	lahir
роден	dilahirkan
роден	born
октомври	oktober
октомври	october
земја	country
земја	negara
земја	bumi
повторно	lagi
повторно	semula
око	eye
око	mata
франција	france
франција	perancis
димензии	dimensi
округот	county
округот	kaunti
округот	shire
позната	known
позната	dikenali
позната	diketahui
позната	famous
позната	familiar
позната	akrab
нивните	their
галаксија	galaxy
галаксија	galaksi
игри	permainan
игри	games
игри	game
историја	sejarah
откако	selepas
ноември	november
јуни	june
јуни	jun
лакот	berjemaah
лакот	busur
лакот	bow
теме	verteks
живот	life
живот	hidup
живот	kehidupan
живот	hidupan
северна	utara
северна	northern
настани	peristiwa
настани	acara
ширина	lebar
култура	kebudayaan
култура	budaya
пласман	kedudukan
центар	pusat
центар	centre
центар	pusat
втората	second
втората	kedua
население	penduduk
население	populasi
декември	disember
мери	meri
мери	mary
мери	maryam
дела	works
дела	berfungsi
дела	della
ден	hari
состојба	keadaan
состојба	negara
состојба	negeri
состојба	state
состојба	syarat
состојба	kondisi
дијаметар	diameter
рим	rom
рим	roma
особено	terutamanya
особено	terutamanya
особено	especially
означена	ditandakan
означена	tagged
означена	ditanda
означена	ditag
означена	ditandakan
италија	italia
италија	itali
тогаш	barulah
тогаш	then
тогаш	kemudiannya
тогаш	kemudian
реката	sungai
реката	river
леќа	lens
леќа	lentil
земји	negara
шаблон	pattern
шаблон	corak
шаблон	pola
шаблон	templat
вид	kind
член	member
член	ahli
член	artikel
беа	were
познат	known
познат	dikenali
познат	diketahui
познат	famous
округ	county
округ	kaunti
округ	daerah
американски	american
американски	amerika
област	oblast
област	keluasan
област	kawasan
област	area
јужна	selatan
јужна	selatan
едно	satu
едно	one
етапа	pentas
етапа	panggung
етапа	tahap
забележан	rabun
износ	jumlah
износ	amaun
филмови	filem
филмови	movies
филмови	cereka
филмови	filem
англиски	inggeris
бугарија	bulgaria
првенство	championship
првенство	kejohanan
првенство	kejuaraan
опсерваторија	observatory
дури	genap
грција	yunani
грција	greece
однос	persetubuhan
однос	perhubungan
однос	hubungan
однос	relationship
содржи	mengandungi
милиони	juta
милиони	million
милиони	jutaan
милиони	berjuta
збор	perkataan
нивната	their
февруари	februari
работа	job
работа	kerja
работа	bekerja
функција	function
функција	fungsi
држава	country
држава	negara
држава	keadaan
држава	negara
држава	negeri
држава	state
календари	kalendar
секоја	setiap
секоја	setiap
секоја	each
русија	rusia
русија	russia
постои	wujud
метри	meter
метри	meter
нејзината	nya
нејзината	her
големи	large
големи	besar
големи	besar
четири	empat
четири	four
џон	john
џон	jon
олимписки	olimpik
делови	bahagian
политика	dasar
политика	politik
видови	spesis
видови	spesies
видови	species
империја	empire
империја	kerajaan
империја	empayar
главен	chief
главен	ketua
главен	kepala
главен	utama
врска	pautan
врска	link
врска	perhubungan
врска	hubungan
врска	relationship
врска	ikatan
врска	bond
свети	bersinar
свети	keramat
свети	saint
свети	teja
свети	bercahaya
свети	berseri
вклучувајќи	termasuk
телескоп	teleskop
телескоп	moor
групи	berkumpulan
групи	kumpulan
групи	groups
најчесто	kebanyakannya
награда	pahala
награда	ganjaran
награда	reward
награда	prize
награда	penghargaan
награда	anugerah
значи	mean
значи	bermaksud
значи	bererti
значи	ertinya
разговор	perbualan
разговор	sembang
разговор	bual
разговор	chat
филм	movie
филм	cereka
филм	filem
филм	filem
википедија	wikipedia
крај	hujung
крај	penghujung
вода	air
резултат	skor
резултат	result
улога	peranan
претседател	presiden
училиште	sekolah
страница	page
страница	mukasurat
страница	halaman
западна	barat
западна	western
нови	new
нови	baharu
нови	baru
песни	alunan
песни	lagu
песни	songs
организација	organisasi
организација	pertubuhan
организација	organisasi
организација	pertubuhan
лидери	pemimpin
лидери	leaders
познато	familiar
познато	akrab
случај	kes
редослед	tempahan
редослед	pesanan
редослед	susunan
редослед	tempah
редослед	order
сезона	musim
игра	game
игра	permainan
игра	permain
веќе	sudah
веќе	sudahpun
основа	asas
населба	penyelesaian
населба	kejiranan
обично	kebiasaannya
обично	biasanya
обично	kebiasaannya
обично	lazimnya
обично	biasa
промени	perubahan
промени	perubahan
промени	ubah
разлика	ber
разлика	beza
разлика	perbezaan
употреба	penggunaan
употреба	kegunaan
употреба	guna
форма	shape
форма	bentukkan
форма	bentuk
форма	borang
договор	deal
договор	perjanjian
договор	perjanjian
договор	agreement
договор	persetujuan
договор	kontrak
договор	contract
договор	perjanjian
изграден	dibina
изграден	dibina
некој	sesiapa
некој	seseorang
некој	someone
некој	seseorang
лига	liga
лига	liga
влијание	impak
влијание	hentaman
влијание	pengaruh
друга	pelamin
членови	ahli
членови	members
починал	died
површина	permukaan
површина	surface
површина	desktop
неа	nya
неа	her
неа	nea
после	selepas
фудбалери	footballers
острови	kepulauan
острови	isles
вештачки	artificially
вештачки	buatan
самиот	diriku
самиот	diri
самиот	diri
ред	tempahan
ред	pesanan
ред	susunan
ред	tempah
ред	order
ред	kayuh
лица	muka
друг	pelamin
почеток	mulakan
почеток	start
почеток	mula
почеток	awai
народи	peoples
син	nak
син	putra
син	son
албум	album
никола	nikola
никола	nicola
македонска	macedonia
македонска	macedon
нова	new
нова	baharu
нова	baru
австралија	australia
тур	lawatan
тур	tour
повеќето	most
повеќето	paling
повеќето	kebanyakan
повеќето	terbanyak
александар	aleksandar
александар	alexander
вилијам	william
татко	dad
татко	ayah
татко	ayah
татко	bapa
татко	father
татко	ayahanda
движење	gerakan
движење	pergerakan
движење	gerak
движење	menggerakkan
движење	memindah
движење	bergerak
движење	gerakan
движење	pergerakan
дело	akta
дело	kerja
дело	bekerja
дело	delo
власт	autoriti
власт	authority
власт	tenaga
власт	power
власт	kuasa
прва	pertama
прва	first
прва	dulu
прва	dahulu
мора	mesti
англија	england
англија	inggeris
развој	perkembangan
развој	pembangunan
развој	membangunkan
деца	kids
лево	kiri
главно	terutamanya
главно	kebanyakannya
србија	serbia
сега	sekarang
сега	skrg
сега	now
сега	kini
кариера	kerjaya
кариера	kerjaya
храм	temple
храм	kuil
ниво	aras
облик	shape
облик	bentukkan
облик	bentuk
тим	tim
тим	pasukan
тим	team
сателити	satelit
ера	era
музика	muzik
музика	music
германски	jerman
видете	lihat
археолошки	arkeologi
близина	berhampiran
близина	berdekatan
дали	jayakan
дали	did
дали	cpt
универзитет	universiti
море	sea
море	laut
пати	times
пет	lima
париз	paris
целосно	fully
целосно	sepenuhnya
целосно	totally
поле	bidang
поле	medan
минути	minit
листа	senarai
мала	kecik
мала	kecil
мала	kecik
вредност	nilai
поделени	dibagi
поделени	dibahagikan
поделени	dibahagi
британија	britain
поврзани	bersambung
поврзани	disambungkan
поврзани	terpaut
поврзани	dipautkan
поврзани	berkaitan
поврзани	terkait
поврзани	related
поврзани	berkait
саксонија	saxony
свет	world
свет	dunia
потекло	asal
потекло	asalnya
потекло	pendaratan
владетел	pembaris
владетел	penguasa
шпанија	sepanyol
спорт	sport
спорт	sukan
спорт	sukan
програма	program
програма	program
мали	kecik
мали	kecil
мали	kecik
куќа	rumah
институции	institusi
институции	lembaga
буда	buddha
трка	perlumbaan
трка	race
трка	ras
крал	raja
крал	king
таму	ada
веднаш	segera
слика	picture
слика	gambar
слика	imej
слика	melukis
слика	lukisan
слика	mengecat
статија	artikel
ссср	soviet
статии	artikel
евреите	yahudi
евреите	hebrews
француски	perancis
партија	parti
природни	natural
природни	semulajadi
кралство	kingdom
кралство	kerajaan
река	sungai
река	river
политички	politically
политички	politik
право	straight
право	kanan
право	kan
серија	series
серија	siri
серија	seri
серија	serie
енергија	tenaga
значајни	ketara
значајни	bermakna
островот	pulau
островот	island
образование	pendidikan
хершел	hershel
дена	hari
добро	good
добро	gud
извршување	pelakuan
извршување	pelaksanaan
нејзините	its
наведени	disenaraikan
наведени	disenarai
наведени	tersenarai
тука	disini
тука	sini
смртта	kematian
смртта	death
смртта	maut
смртта	ajal
римјаните	romans
родени	lahir
родени	dilahirkan
родени	born
