yang	yang
dan	en
dengan	mee
dengan	met
the	die
untuk	vir
untuk	altesaam
juga	ook
terletak	lies
indonesia	indonesië
dari	dari
dari	van
dari	vanuit
dari	vanaf
daerah	distrik
tahun	jare
tahun	jaar
blank	skoongemaak
telah	het
wilayah	provinsie
wilayah	streek
wilayah	gebiede
wilayah	gebied
lihat	sien
kawasan	omgewing
kawasan	gebied
kawasan	oppervlakte
kawasan	area
kawasan	streek
kawasan	streke
luar	buite
sekolah	skole
sekolah	skool
tidak	nie
komun	commune
komun	communes
bahasa	tale
orang	mense
pautan	skakel
pautan	skakels
malaysia	malaysia
malaysia	maleisië
daripada	van
daripada	vanuit
daripada	vanaf
daripada	as
kampung	tuisdorpe
kampung	village
kampung	dorpie
jabatan	departement
satu	een
negara	country
negara	land
negara	staat
negara	deelstaat
negara	provinsie
negara	toestand
negara	spasie
negara	lande
mereka	hulle
kebangsaan	nasionaliteit
kebangsaan	nasionale
kebangsaan	national
kebangsaan	nasionaal
bandar	town
bandar	stad
bandar	stede
bandar	bandar
imperial	imperial
lelaki	man
negeri	staat
negeri	deelstaat
negeri	provinsie
negeri	toestand
negeri	spasie
menjadi	synde
barat	wes
barat	barat
barat	westerse
barat	western
barat	westelike
lain	ander
lebih	nog
lebih	meer
etnik	etniese
etnik	etnies
etnik	etnisiteit
mempunyai	het
perancis	frans
perancis	franse
perancis	frankryk
akan	sal
nama	naam
nama	benoem
nama	gebruikernaam
perbandaran	munisipaliteit
boleh	kan
filem	films
filem	fliek
filem	rolprent
filem	rolprent
filem	flieks
filem	rolprente
filem	movies
timur	oos
timur	timoer
dua	dua
dua	twee
pertama	eerste
pertama	eers
perempuan	vrou
perempuan	meisies
perempuan	vroulik
perempuan	vroue
perempuan	vrouens
svg	svg
india	indiër
india	indiese
india	india
india	indië
dia	dia
presiden	president
terbang	fly
terbang	vlieg
terbang	vlieënde
terbang	flying
terbang	flew
dunia	wêreld
kerana	want
bahawa	dat
bahawa	wat
bahawa	dai
laut	see
selepas	na
selepas	nadat
selepas	ná
selatan	suidelike
selatan	selatan
selatan	suid
stadium	stadions
stadium	stadion
tempat	plek
tempat	plekke
tetapi	maar
antara	tussen
pelajar	studente
pelajar	student
utara	noorde
utara	noord
utara	noordelike
utara	northern
syarikat	corporation
syarikat	korporasie
syarikat	onderneming
syarikat	maatskappy
syarikat	maatskappye
syarikat	companies
raya	raya
beberapa	klomp
jumlah	amounts
jumlah	bedrag
jumlah	totale
republik	republican
republik	republiek
kumpulan	groep
kumpulan	groepeer
tentera	militêre
tentera	soldiers
tentera	weermag
tentera	leër
tentera	army
amerika	amerikaans
amerika	american
amerika	amerikaanse
amerika	amerika
amerika	amerikas
turki	turkye
turki	turke
turki	turkse
turki	turkish
baru	nuut
baru	nuwe
baru	baru
buah	vrug
buah	vrugte
buah	fruits
jawa	java
jawa	javanese
bawah	bodem
bawah	onder
bawah	onderkant
bawah	bottom
hari	dag
hari	dae
google	google
pemain	spelers
pemain	speler
melayu	malay
melayu	maleise
melayu	melayu
kerajaan	koninkryk
kerajaan	ryk
kerajaan	realm
kerajaan	regering
sama	sama
sama	gelyk
sama	gelyke
sama	dieselfde
sama	selfde
iran	iraniërs
iran	iran
iran	irannese
ahli	lid
ahli	lede
kedua	tweedens
kedua	sekondes
kedua	sekonde
pasukan	spanne
pasukan	span
islam	islamitiese
islam	islam
mana	mana
mana	waar
mana	waarheen
ketua	chief
ketua	chairman
masa	tyd
masa	tydstip
lagu	liedjie
lagu	lied
lagu	liedere
lagu	liedjies
tengah	tengah
tengah	middelste
tengah	midde
jerman	duits
jerman	duitsland
jerman	duitsers
jalan	pad
jalan	road
cet	cet
utama	hoof
utama	primêr
utama	primary
utama	primêre
utama	belangrikste
banyak	vele
banyak	baie
salah	verkeerd
salah	verkeerd
salah	verkeerde
apabila	wanneer
bahagian	division
bahagian	deling
bahagian	seksie
bahagian	afdeling
bahagian	dele
bahagian	parte
bahagian	seksies
bahagian	afdelings
bahagian	artikels
bahagian	deel
bahagian	gedeelte
lagi	weer
lagi	nog
lagi	meer
jenis	tipe
jenis	tik
jenis	soorte
jenis	tipes
sungai	riviere
sungai	rivier
kota	stad
kota	kota
jepun	japan
jepun	japannees
jepun	japannese
jepun	japannees
anak	kind
tanah	grond
tanah	grond
tanah	lands
tanah	grond
tanah	ground
national	nasionale
national	national
national	nasionaal
bersama	wedersydse
bersama	mutual
bersama	onderlinge
bersama	gekuier
bersama	saam
dikenali	herken
dikenali	erkende
dikenali	herkenbaar
hanya	slegs
hanya	net
sebelum	voor
sebelum	before
air	water
air	waters
air	air
air	lug
sepanyol	spanje
sepanyol	spaanse
sepanyol	spaans
raja	raja
raja	heer
raja	king
raja	koning
perang	oorlog
perang	oorloë
perang	wars
wanita	dames
wanita	vrou
wanita	vroue
wanita	vrouens
kuala	kuala
sistem	lêerstelsel
sistem	sisteem
sistem	stelsel
sistem	sisteme
sistem	stelsels
sistem	systems
pulau	island
pulau	eiland
team	span
provinsi	provinsie
kanak	kind
termasuk	ingesluit
termasuk	insluitende
termasuk	insluitend
termasuk	inklusiewe
pendidikan	opvoedkundige
pendidikan	opvoeding
pendidikan	opvoedkunde
pendidikan	onderwys
pendidikan	opleiding
pendidikan	onderrig
musim	seisoen
musim	seisoene
penduduk	inwoners
penduduk	bevolking
penduduk	populasie
kini	nou
kini	now
kini	tans
semasa	ruk
semasa	terwyl
carian	soektogte
carian	soek
carian	search
carian	deursoek
cest	cest
kemudian	then
kemudian	dan
serbia	serwies
serbia	serwië
serbia	serwies
tiga	drie
keseluruhan	oorsig
keseluruhan	oorleg
keseluruhan	overall
keseluruhan	hele
keseluruhan	geheel
tinggi	hoë
tinggi	hoog
tinggi	hoër
tinggi	hoogte
guru	onderwyser
guru	onderwysers
czech	tsjeggiese
czech	tsjeggië
wikipedia	wikipedia
melalui	via
setiap	elke
setiap	elk
menteri	minister
menteri	ministers
semua	alle
semua	alles
semua	all
semua	almal
semua	al
semua	als
bulan	maan
bulan	maande
bulan	maand
kapal	vaartuig
kapal	skip
kapal	skeep
kapal	skepe
kecil	small
kecil	klein
kecil	klein
kecil	tiny
taman	park
taman	tuin
taman	parke
album	album
album	albums
azerbaijan	azerbeidjan
azerbaijan	azerbeidjans
new	nuut
new	nuwe
club	klub
mukim	parish
eropah	europa
eropah	europees
eropah	europese
inggeris	engeland
inggeris	england
inggeris	engels
gambar	prent
gambar	prente
gambar	prentjies
batu	klippe
batu	klip
batu	batoe
batu	rock
buku	boeke
rumah	tuis
rumah	huistoe
rumah	tuisblad
rumah	huis
rumah	huise
rumah	house
rumah	huis
bola	bal
kedudukan	range
kedudukan	ranglys
kedudukan	stand
huruf	briewe
huruf	letters
huruf	brief
huruf	letter
itali	italië
itali	italiaanse
itali	italiaans
laporan	rapporteer
laporan	rapporte
laporan	verslae
data	data
flag	vlae
flag	gemerk
flag	vlaggies
china	china
china	sjina
china	sjinese
china	chinees
china	sjinees
china	chinese
pusat	sentrums
pusat	sentrums
pusat	sentrale
pusat	sentraal
pusat	sentreer
pusat	gesentreer
pusat	sentreer
sultan	sultan
country	country
country	land
paling	meeste
paling	mees
rasmi	amptelik
rasmi	amptenaar
rasmi	amptelike
murid	studente
kali	kali
bersatu	vereenselwig
bersatu	vereenigde
bersatu	united
bersatu	verenigde
bersatu	saamstaan
masih	steeds
masih	nogsteeds
naib	vice
anjing	hond
anjing	hondjies
