ngc	ngc
koji	who
također	또한
katalog	카탈로그
katalog	카탈로그
spisak	리스트
spisak	목록
spisak	명단
galaksija	은하
galaksija	갤럭시
vanjski	외부
koja	어느
bio	소개
bio	바이오
prečnik	직경
prečnik	지름
gdje	어디서
gdje	어디
gdje	어디에
gdje	어디로
broj	숫자
broj	번호
oko	소개
oko	대략
oko	주위
oko	주변
mjesto	장소
nakon	wake
nakon	깨워
pogledajte	체크
pogledajte	확인
pogledajte	점검
sajtu	사이트
poznat	알려진
poznat	유명한
poznat	유명해
poznat	유명인
poznat	유명하다
poznat	유명
izvještaj	신고
izvještaj	보고서
izvještaj	보고
ali	그런데
ali	그러나
ali	근데
ali	하지만
udaljenost	거리
apsolutna	절대
apsolutna	절대적
pomak	쉬프트
pomak	shift
pomak	시프트
grupa	그룹
grupa	집단
spiralna	나선
spiralna	나선형
pop	pop
vidljivo	표시
vidljivo	표시됨
sadrži	포함함
sadrži	포함
sadrži	포함됨
zvijezda	항성
zvijezda	항성
zvijezda	스타
licenca	라이선스
licenca	라이센스
licenca	면허
licenca	허가서
com	com
popis	인구조사
stadion	경기장
stadion	스타디움
kod	코드
kod	부호
svg	svg
sastavu	합성
sastavu	작곡
samo	단발
samo	오직
samo	단지
samo	그냥
godina	수년
godina	year
godina	연도
prvo	우선
prvo	퍼스트
prvo	처음
prvo	먼저
zavod	연구소
sve	모두
sve	전체
brzina	속도
brzina	속력
brzina	속도
brzina	스피드
naselje	동네
više	기타
kada	언제쯤
kada	언제
prvi	우선
prvi	퍼스트
prvi	처음
prvi	먼저
tip	형식
tip	타입
tip	종류
tip	유형
odnos	비율
sljedeći	다음
sljedeći	넥스트
lokacija	위치
lokacija	위치
svjetlost	가볍게
svjetlost	가벼운
svjetlost	라이트
svjetlost	가벼움
svjetlost	밝기
masa	미사
masa	매스
masa	대량
masa	질량
masa	군중
baza	기지
baza	베이스
objekti	시설
objekti	객체
objekti	개체
objekti	물체
objekti	천체
pozicija	직위
pozicija	위치
pozicija	포지션
pozicija	직위
pozicija	입장
pozicija	포지션
karta	지도
karta	티켓
karta	항공권
karta	카드
projekt	프로젝트
online	온라인
dimenzije	차원
dimenzije	크기
dok	동안
nasa	nasa
messier	메시에
night	밤에
night	나이트
kako	어떻게
atlas	아틀라스
atlas	atlas
sky	하늘
sky	스카이
dio	부분
dio	부품
dio	파트
jedan	하나
astronomska	천문
radijalna	시선
interaktivni	인터랙티브
interaktivni	대화형
interaktivni	대화식
simbad	simbad
style	스타일
napravio	made
napravio	만든
rezultat	점수
rezultat	득점
rezultat	결과
otkriće	디스커버리
otkriće	발견
grad	시내
grad	도시
grad	타운
grad	마을
grad	도시
grad	시티
vrijeme	시간
vrijeme	타임
vrijeme	time
još	또다른
stranica	페이지
stranica	페이지
dva	두두
dva	두분
sastav	합성
sastav	작곡
log	로그
hrvatska	크로아티아
hrvatska	크로아티아인
ukupno	총액
ukupno	전체
msg	msg
bosna	보스니아
bili	빌리
bili	billie
prije	이전
prije	전에
jer	왜냐면
jer	왜냐하면
ime	이름
nekoliko	몇몇
nekoliko	커플
nekoliko	부부
nekoliko	여러개
kasnije	나중에
stare	늙은
stare	오래된
jpg	jpeg
jpg	jpg
republika	공화국
hercegovina	헤르체고비나
autor	작가
autor	저자
autor	제작자
autor	작성자
strane	측면
http	http
drugi	둘째
drugi	두번째
drugi	기타
drugi	다른
drugi	기타
tim	tim
tim	team
danas	오늘도
danas	오늘
iako	비록
bez	without
koristi	이용하기
koristi	사용하기
koristi	사용
koristi	이용
koristi	사용하다
koristi	사용함
koristi	사용됨
koristi	사용
preko	비아
preko	via
jakov	제이콥
jakov	야곱
sad	이제
sad	지금
izdavač	출판사
izdavač	퍼블리셔
izdavač	출판
vjerski	종교
sarajevo	사라예보
naseljima	동네
veliki	대형
nisu	아님
put	경로
put	path
put	노선
put	경로
put	도로
put	로드
već	이미
već	벌써
dana	데이즈
zvanična	공식
zvanična	official
kroz	통해
međutim	그러나
datoteka	파일
datoteka	파일
caption	자막
caption	문구
caption	설명
text	텍스트
text	문자
text	문구
često	자주
često	자주
ove	이거
koju	어느
hiljade	수천만
hiljade	수천
film	영화
film	필름
film	영화
ljudi	인간들
ljudi	인간
jedna	하나
eliptična	타원
eliptična	타원형
država	상태
država	국가
tada	그렇다면
tada	그러면
tada	그때
njegov	그의
grupe	그룹
jezik	언어
napomena	노트
napomena	참고
vrlo	아주
vrlo	매우
glavni	과장
glavni	치프
glavni	메인
william	윌리엄
ona	그녀
ona	그녀는
postoji	존재함
njegova	그의
marta	마르타
oni	그들이
oni	그들은
neki	일부
osim	빼고
kojima	코지마
sistem	체계
sistem	시스템
puta	타임스
puta	타임즈
mjesta	음식점
mjesta	장소
mjesta	좌석
mjesta	자리
dan	하루
dan	데이
predstavlja	선물
predstavlja	나타냅니다
predstavlja	포즈
velika	대형
velika	그랜드
obično	보통
obično	일반적으로
prvenstvo	챔피언십
prvenstvo	챔피언쉽
zajedno	함께
zajedno	같이
zatim	그렇다면
zatim	그러면
zatim	그때
način	웨이팅
način	way
način	웨이
rat	전쟁
vrsta	친절한
vrsta	종류
vrsta	친절
vrsta	종족
radi	웍스
radi	작동
radi	작품
radi	일하기
top	대포
top	캐넌포
