של	shel
את	ihr
את	dich
את	du
את	dir
את	sie
על	über
על	etwa
קטגוריה	kategorien
קטגוריה	kategorie
עם	mit
גם	ausserdem
גם	ebenso
גם	außerdem
גם	ebenfalls
גם	auch
גם	zu
גם	ebenfalls
גם	too
גם	auch
זה	dieser
זה	diese
זה	das
זה	dass
זה	das
היא	she
היא	sie
היה	war
היה	wurde
שיחה	konversation
שיחה	gespräch
שיחה	unterhaltungen
שיחה	unterhaltung
שיחה	aufruf
שיחה	anrufen
שיחה	rufen
שיחה	call
שיחה	nennen
שיחה	anruf
לאחר	danach
לאחר	nach
לאחר	after
לאחר	nachher
לאחר	nachdem
בין	bohnen
בין	bean
בין	bohne
בין	inter
בין	zwischen
בין	dazwischen
כל	alle
כל	alles
כל	all
כל	jedes
כל	jeden
כל	jede
כי	weil
כי	wegen
כי	denn
יותר	weiteres
יותר	mehr
יותר	weitere
ישראל	israel
אך	doch
אך	aber
אך	allerdings
אך	but
אך	jedoch
עד	till
עד	bis
יש	juhu
שם	dort
שם	dorthin
שם	da
שם	namen
שם	bezeichnung
שם	vorname
שם	name
בית	beit
בית	bet
בית	startseite
בית	zuhause
בית	haus
בית	heimat
בית	haus
הם	sie
הייתה	war
הייתה	wurde
אשר	asher
אשר	escher
אשר	usher
אשר	welches
אשר	welcher
אשר	welche
אשר	welchen
אשר	bestätigung
אשר	bestätige
אשר	bestätigen
כמו	mögen
כמו	gefällt
כמו	wie
כמו	like
אחד	einen
אחד	eins
אחד	einer
אחד	eine
אחד	ein
שמאל	linke
שמאל	linker
שמאל	links
שמאל	linken
קישורים	verbindungen
קישורים	verweise
קישורים	verknüpfungen
קישורים	links
חיצוניים	externe
חיצוניים	außenhandel
חיצוניים	externen
חיצוניים	außen
הברית	bündnis
הברית	alliance
הברית	allianz
מספר	nummer
מספר	anzahl
מספר	zahl
בו	er
בו	ihn
בו	ihm
בו	boo
היו	wurden
היו	waren
רק	einzige
רק	einzig
רק	lediglich
רק	einzigen
רק	nur
רק	gerade
רק	eben
רק	nur
רק	einfach
רק	just
כאשר	wenn
כאשר	wann
אותו	er
אותו	ihn
אותו	ihm
בן	ben
בן	sohn
שלו	seinem
שלו	seinen
שלו	seine
שלו	sein
שלו	seiner
שלו	ihre
שלו	seine
שלו	seiner
שני	sekunde
שני	zweiter
שני	zweite
שני	zweiten
שני	zweit
שני	beiden
שני	two
שני	zwei
שני	montag
שני	montags
לו	lew
לו	lou
מה	welche
מה	was
מה	welchen
העולם	welt
העולם	weltweit
העיר	stadt
העיר	ortschaft
העיר	stadt
במהלך	während
כן	yes
כן	jawohl
כן	ja
כן	ja
כן	yeah
שנים	jahren
שנים	jahre
אף	nasen
אף	nase
אף	eff
רבים	viele
רבים	vieles
רבים	zahlreiche
רבים	vielen
רבים	mehrzahl
רבים	plural
אבל	doch
אבל	aber
אבל	allerdings
אבל	but
אבל	jedoch
בה	ihr
בה	ihre
אין	keine
אין	keiner
אין	keines
אביב	aviv
אביב	frühling
אביב	frühjahr
אביב	frühlings
אביב	spring
במאי	mai
במאי	kann
במאי	may
במאי	möge
במאי	darf
במאי	direktor
במאי	regisseurin
במאי	leitung
במאי	direktorin
שנה	jahr
שנה	baujahr
שנה	jahres
שנה	jahre
שנה	jahren
שנה	jahre
נולד	born
נולד	geboren
נולד	geb
הערות	notizen
הערות	anmerkungen
הערות	bemerkungen
הערות	hinweise
הערות	anmerkungen
הערות	kommentare
הערות	bemerkungen
הערות	kommentar
חלק	teilweise
חלק	teil
חלק	glatten
חלק	glätten
חלק	sanft
חלק	glatt
לפני	zuvor
לפני	davor
לפני	vorher
לפני	vor
לפני	bevor
אחת	einen
אחת	eins
אחת	einer
אחת	eine
אחת	ein
ביולי	juli
ביולי	july
שוליים	margen
שוליים	spannen
שוליים	ränder
שוליים	randgruppen
שוליים	fringe
שוליים	spielraum
שוליים	gewinnspanne
שוליים	marge
שוליים	spanne
להיות	wesen
באוקטובר	oktober
באוקטובר	october
באוקטובר	oktober
באוקטובר	okt
בשם	genannt
בשם	namens
בשם	benannte
בשם	benannt
במקום	anstelle
במקום	statt
במקום	anstatt
במקום	stattdessen
אותה	ihr
אותה	ihre
החל	begonnen
החל	begannen
החל	begann
החל	starten
החל	ab
החל	angefangen
הרב	herb
הרב	kräutern
הרב	kräuter
הרב	kraut
ארצות	länder
ארצות	ländern
ארצות	staaten
מן	manna
בינואר	jänner
בינואר	januar
בינואר	january
במרץ	marsch
במרץ	march
במרץ	märz
ראש	head
ראש	kopf
ראש	leiter
ראש	haupt
ראש	rush
ראש	eile
ראש	hetzen
ראש	ansturm
ראש	hektik
חיים	leben
חיים	life
חיים	lebens
חיים	chaim
חיים	haim
המאה	jahrhundert
המאה	century
המאה	jahrhunderts
בנובמבר	november
בדצמבר	december
בדצמבר	dezember
לי	lee
תל	tel
בבית	startseite
בבית	zuhause
בבית	haus
בבית	heimat
ערך	wert
בפברואר	february
בפברואר	februar
אלו	diesen
אלו	diese
זמן	zeit
זמן	uhrzeit
זמן	zeiten
זמן	zeitraum
זמן	zeitpunkt
אחר	sonstiges
אחר	andere
אחר	anderen
אחר	sonstige
אחר	anderes
אחר	anderes
אחר	sonst
אחר	else
בני	benny
בני	sohn
בעיקר	hauptsächlich
בעיקר	überwiegend
בעיקר	vorwiegend
בעיקר	meistens
בעיקר	meist
בעיקר	größtenteils
בעיקר	überwiegend
בעיקר	hauptsächlich
אתר	website
אתר	internetseite
אתר	webseiten
אתר	webseite
אתר	website
אתר	seite
אתר	aufstellungsort
אתר	webseite
אתר	standort
אתר	äther
אתר	ether
ללא	ohne
ללא	without
שונים	verschieden
שונים	verschiedenen
שונים	unterschiedliche
שונים	unterschiedlich
שונים	verschiedene
שונים	verschieden
שונים	verschiedenen
שונים	diverse
שונים	verschiedene
רב	rav
אדם	person
אדם	adam
אדם	mensch
אדם	menschlicher
