ngc	ngc
kao	jako
kao	ako
kao	like
koji	komu
koji	koho
koji	ktorí
koji	kto
također	takisto
također	aj
također	tiež
također	taktiež
također	taky
također	too
također	príliš
katalog	katalóg
katalog	katalóg
spisak	zoznam
spisak	zoznamu
galaksija	galaxie
galaksija	galaxii
galaksija	galaxy
galaksija	galaxia
vanjski	vonkajšie
vanjski	vonkajší
vanjski	vonkajšia
vanjski	externý
vanjski	vonkajšie
vanjski	vonkajší
vanjski	externé
vanjski	vonkajšia
koja	ktorú
koja	ktoré
koja	ktorá
koja	ktorý
što	čo
što	co
što	aké
the	na
the	the
nalazi	zistenia
nalazi	nálezy
nalazi	nájde
bio	bio
bio	bola
bio	bol
bio	bolo
bio	bola
bio	bol
prečnik	priemer
gdje	kde
gdje	kam
broj	číslo
broj	pocet
broj	cislo
broj	počet
broj	čislo
oko	približne
oko	oka
oko	eye
oko	oku
oko	okom
oko	oko
oko	okolo
oko	dookola
mjesto	miesto
mjesto	place
nakon	po
pogledajte	skontrolujte
pogledajte	kontrola
pogledajte	skontrolovať
sajtu	stránka
sajtu	lokalita
sajtu	mieste
sajtu	site
sajtu	miesto
najveći	najväčšia
najveći	najväčšie
najveći	najväčší
najveći	najväčší
poznat	známi
poznat	známe
poznat	známa
poznat	známym
poznat	známy
poznat	známu
poznat	slávny
poznat	slávni
poznat	slávne
poznat	slávna
stanovnika	obyvatelia
stanovnika	obyvateľov
stanovnika	obyvateľom
izvještaj	správa
izvještaj	hlásiť
izvještaj	hlásenie
izvještaj	nahlásiť
pgc	pgc
ali	ale
udaljenost	vzdialenosti
udaljenost	vzdialenosť
apsolutna	absolútna
apsolutna	absolútnu
apsolutna	absolútne
apsolutna	absolútny
pomak	posunúť
pomak	posun
grupa	skupinu
grupa	group
grupa	skupiny
grupa	skupina
spiralna	špirála
pop	pop
vidljivo	viditeľný
vidljivo	viditeľné
vidljivo	viditeľná
minuta	minút
minuta	zápisnica
minuta	minúty
minuta	zápisnice
minuta	minútu
minuta	minúta
općine	obce
općine	obcí
najmanji	mondo
najmanji	najmenších
najmanji	najmenšia
najmanji	najmenšiu
najmanji	najmenšie
najmanji	najmenší
naseljeno	obývaných
naseljeno	obývané
naseljeno	obývaných
mag	mag
novi	nová
novi	nove
novi	nový
novi	nové
novi	novinka
sadrži	obsiahnuté
sadrži	obsahovala
sadrži	obsahoval
sadrži	obsiahnutý
sadrži	obsahovali
sadrži	obsahuje
zvijezda	hviezda
zvijezda	star
zvijezda	hviezdička
zvijezda	hviezdny
zvijezda	hviezd
zvijezda	hviezdy
zvijezda	hviezdičky
može	moze
može	mohla
može	mohol
može	mohli
može	mohlo
može	môžu
može	mozu
može	môže
može	can
može	moze
ima	ima
ima	má
licenca	licenčné
licenca	licenciu
licenca	licencia
com	kom
com	com
popis	sčítanie
popis	sčítania
stadion	estadio
stadion	štadión
kod	kód
kod	kod
svg	svg
pod	pod
pod	podľa
sastavu	zloženie
isbn	isbn
zbog	splatné
samo	ibaže
samo	iba
samo	len
samo	jedine
samo	iba
samo	práve
samo	len
samo	proste
godina	roky
godina	rokov
godina	roku
godina	rok
godina	roka
prvo	prvý
prvo	prvy
prvo	najprv
prvo	prva
prvo	prvé
prvo	prvá
hiljada	tisíc
zavod	inštitút
zavod	ústav
sve	všetko
sve	vsetko
sve	all
sve	vsetky
sve	všetky
sve	všetkých
sve	všetci
sve	všetko
zemlje	krajinách
zemlje	krajín
zemlje	štáty
zemlje	krajiny
brzina	rýchlosť
brzina	rýchlosti
brzina	rýchlosť
brzina	otáčky
naselje	urovnanie
naselje	vysporiadanie
naselje	zúčtovanie
naselje	vyrovnania
naselje	vyrovnanie
naselje	štvrť
naselje	susedstvo
naselje	okolie
naselje	okolia
naselje	štvrti
više	viacej
više	ďalšie
više	viac
kada	keď
kada	ked
kada	kedy
prvi	prvý
prvi	prvy
prvi	najprv
prvi	prva
prvi	prvé
prvi	prvá
deset	desiatej
deset	desať
tip	chlap
tip	guy
tip	chalan
tip	chlapík
tip	druh
tip	typu
tip	typ
tip	napíšte
tip	type
odnos	pomer
odnos	pomeru
između	medzi
sljedeći	nasledujúci
sljedeći	ďalší
sljedeći	ďalšie
sljedeći	ďalšia
sljedeći	budúci
sljedeći	ďalej
lokacija	umiestnenie
lokacija	miesto
lokacija	umiestnenia
lokacija	poloha
lokacija	lokalita
lokacija	lokality
lokacija	umiestnenia
lokacija	miesta
svjetlost	ľahký
svjetlost	svetlo
svjetlost	svetla
svjetlost	jasu
svjetlost	jas
masa	hmota
masa	omšu
masa	hmotnosť
masa	dav
masa	zástup
masa	davu
baza	základ
baza	základňa
baza	založiť
objekti	vybavenie
objekti	zariadenia
objekti	objekty
objekti	objektov
objekti	predmety
pozicija	poloha
pozicija	postavenie
pozicija	pozícia
pozicija	pozície
pozicija	polohy
pozicija	pozícií
karta	mapa
karta	mapu
karta	mapy
karta	mape
karta	lístok
karta	preukaz
karta	karta
karta	vizitka
karta	karty
karta	kartu
projekt	projekt
