yang	yang
dan	si
dan	si
dan	si
dan	dan
dengan	cu
untuk	pentru
terletak	situata
terletak	situate
terletak	situata
terletak	situat
terletak	minciunile
terletak	minciuni
indonesia	indonezia
dari	dari
dari	din
daerah	districtul
daerah	district
tahun	ani
tahun	anii
tahun	anul
tahun	an
adalah	sunt
telah	are
wilayah	provincie
wilayah	provincia
wilayah	regiunea
wilayah	regiune
wilayah	teritoriile
wilayah	teritorii
wilayah	teritoriu
wilayah	teritoriul
lihat	vezi
kawasan	zona
kawasan	zona
kawasan	suprafata
kawasan	regiunea
kawasan	regiune
kawasan	regiuni
kawasan	regiunilor
kawasan	regiunile
luar	afara
luar	afara
sekolah	scoli
sekolah	scoli
sekolah	scoala
sekolah	scoala
sekolah	scoala
sekolah	scoala
sekolah	scoala
tidak	nu
bahasa	limbi
bahasa	limbile
bahasa	limba
bahasa	limba
bahasa	limbaj
bahasa	limbajul
orang	persoana
orang	persoana
orang	oamenii
orang	oameni
orang	persoane
pautan	legatura
pautan	legatura
pautan	link
pautan	linkul
pautan	linkuri
pautan	legaturi
pautan	linkurile
pautan	legaturi
malaysia	malaezia
malaysia	malaysia
daripada	din
daripada	decat
daripada	decat
kampung	satul
kampung	village
kampung	satului
kampung	sat
jabatan	departamentul
jabatan	departament
satu	satu
satu	una
satu	unul
satu	unu
negara	tara
negara	tara
negara	tara
negara	tara
negara	tara
negara	stare
negara	stat
negara	state
negara	statul
negara	tari
negara	tarile
negara	tarile
negara	tari
mereka	ei
mereka	au
mereka	ei
mereka	ele
kebangsaan	cetatenie
kebangsaan	cetatenia
kebangsaan	nationala
kebangsaan	national
kebangsaan	national
kebangsaan	nationala
kebangsaan	national
bandar	oras
bandar	oras
bandar	orasul
bandar	oras
bandar	city
bandar	oras
bandar	oras
bandar	oras
bandar	orasul
bandar	orasul
bandar	orase
bandar	orasele
bandar	orase
bandar	orasele
bandar	orase
bandar	bandar
imperial	imperiale
imperial	imperiala
imperial	imperial
lelaki	barbat
lelaki	om
lelaki	omul
lelaki	barbat
lelaki	man
negeri	stare
negeri	stat
negeri	state
negeri	statul
menjadi	fiind
barat	west
barat	vest
barat	occident
barat	vestul
barat	barat
barat	occidental
barat	vest
barat	western
lain	altele
lain	alte
lain	alti
lain	altele
lain	altii
lain	altii
lebih	mai
etnik	etnica
etnik	etnic
etnik	etnice
etnik	etnie
mempunyai	are
mempunyai	au
perancis	franceza
perancis	franceza
perancis	francezi
perancis	francez
perancis	franta
perancis	franta
perancis	franta
perancis	france
akan	will
akan	va
nama	nume
nama	numele
nama	denumire
nama	name
perbandaran	comuna
perbandaran	municipale
perbandaran	municipal
perbandaran	municipala
boleh	pot
boleh	can
filem	pelicule
filem	filme
filem	film
filem	pelicula
filem	film
filem	filme
filem	filmele
timur	east
timur	est
timur	estul
timur	timur
digunakan	folosit
digunakan	utilizate
digunakan	folosite
digunakan	folosita
digunakan	utilizata
digunakan	utilizat
dua	dua
dua	doua
dua	doi
dua	doua
pertama	primii
pertama	prima
pertama	primul
perempuan	femeie
perempuan	femele
perempuan	femelele
perempuan	femeile
perempuan	femei
perempuan	femeilor
svg	svg
svg	wmf
india	indiana
india	indian
india	indianul
india	indiei
india	india
senarai	lista
senarai	lista
dia	dia
presiden	presedintele
presiden	presedinte
presiden	presedintele
presiden	presedinte
presiden	presedinte
terbang	fly
terbang	zboara
terbang	musca
terbang	zboara
terbang	zbor
terbang	zburand
terbang	zbor
dunia	lumea
dunia	lume
dunia	world
kerana	deoarece
bahawa	ca
bahawa	asta
bahawa	aia
laut	mare
laut	marea
selepas	dupa
selepas	dupa
selatan	southern
selatan	sudic
selatan	sudul
selatan	sud
selatan	south
selatan	sudul
stadium	stadioane
stadium	stadion
stadium	stadium
stadium	stadionul
tempat	locul
tempat	loc
tempat	localuri
tempat	locuri
besar	mare
besar	mari
besar	big
besar	besar
tetapi	dar
antara	antara
antara	intre
antara	intre
pelajar	studenti
pelajar	elevi
pelajar	studenti
pelajar	elevii
pelajar	studenta
pelajar	eleva
pelajar	elev
pelajar	student
utara	north
utara	nordul
utara	nord
utara	northern
utara	nordul
syarikat	corporation
syarikat	companie
syarikat	compania
syarikat	societati
syarikat	companii
syarikat	companiile
raya	raya
jumlah	sumele
jumlah	sume
jumlah	suma
jumlah	cantitate
jumlah	suma
jumlah	total
jumlah	totalul
jumlah	totala
republik	republicani
republik	republican
republik	republicane
republik	republicana
republik	republica
republik	republica
kumpulan	grupa
kumpulan	grup
kumpulan	grupul
kumpulan	grupa
kumpulan	grupe
kumpulan	grupuri
kumpulan	grupurile
kumpulan	grupari
tentera	militari
tentera	armata
tentera	militara
tentera	militar
tentera	soldati
tentera	soldati
tentera	soldatii
tentera	soldati
tentera	armata
tentera	armata
tentera	army
amerika	american
amerika	americana
amerika	americanca
amerika	america
amerika	americii
amerika	amerika
amerika	americi
turki	turcia
turki	curcan
turki	turcii
turki	turci
turki	turcilor
turki	turcesc
turki	turc
turki	turci
turki	turca
baru	nou
baru	noua
baru	noi
baru	noua
baru	baru
buah	boabe
buah	fructul
buah	fructe
buah	fructele
buah	fruct
buah	fructe
buah	fructele
jawa	java
jawa	javaneza
bawah	sub
hari	zi
hari	ziua
hari	zilele
hari	zile
google	google
pemain	jucatori
pemain	jucatori
pemain	jucatorii
pemain	player
pemain	jucator
pemain	jucatorul
pemain	jucator
melayu	malay
melayu	melayu
kerajaan	regat
kerajaan	kingdom
kerajaan	regatul
kerajaan	empire
kerajaan	imperiul
kerajaan	imperiu
kerajaan	imperiului
kerajaan	taram
kerajaan	guvernul
kerajaan	guvernare
kerajaan	guvern
sama	sama
sama	egali
sama	egal
sama	egala
sama	egale
sama	egala
sama	acelasi
iran	iranieni
iran	iran
iran	iranul
iran	iraniene
iran	iraniana
iran	iranian
ahli	membru
ahli	membra
ahli	membrul
ahli	membrii
ahli	membri
pasukan	trupele
pasukan	trupe
